"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"8918","ES754117","ESR11151"
"8919","ES754118","ESR11152"
"8920","ES754119","ESR11153"
"8921","ES754120","ESR11154"
"8922","ES754121","ESR11149"
"8923","ES754122","ESR11150"
"8924","ES754123","ESR11151"
"8925","ES754124","ESR11152"
"8926","ES754125","ESR11153"
"8927","ES754126","ESR11154"
"8928","ES754127","ESR11149"
"8929","ES754128","ESR11150"
"8930","ES754129","ESR11151"
"8931","ES754130","ESR11152"
"8932","ES754131","ESR11153"
"8933","ES754132","ESR11154"
"8934","ES754133","ESR11149"
"8935","ES754134","ESR11150"
"8936","ES754135","ESR11151"
"8937","ES754136","ESR11152"
"8938","ES754137","ESR11153"
"8939","ES754138","ESR11154"
"8940","ES754139","ESR11149"
"8941","ES754140","ESR11150"
"8942","ES754141","ESR11151"
"8943","ES754142","ESR11152"
"8944","ES754143","ESR11153"
"8945","ES754144","ESR11154"
"8946","ES754145","ESR11149"
"8947","ES754146","ESR11150"
"8948","ES754147","ESR11151"
"8949","ES754148","ESR11152"
"8950","ES754149","ESR11153"
"8951","ES754150","ESR11154"
"8952","ES754151","ESR11149"
"8953","ES754152","ESR11150"
"8954","ES754153","ESR11151"
"8955","ES754154","ESR11152"
"8956","ES754155","ESR11153"
"8957","ES754156","ESR11154"
"8958","ES754157","ESR11149"
"8959","ES754158","ESR11150"
"8960","ES754159","ESR11151"
"8961","ES754160","ESR11152"
"8962","ES754161","ESR11153"
"8963","ES754162","ESR11154"
"8964","ES754163","ESR11149"
"8965","ES754164","ESR11150"
"8966","ES754165","ESR11151"
"8967","ES754166","ESR11152"
"8968","ES754167","ESR11153"
"8969","ES754168","ESR11154"
"8970","ES754169","ESR11149"
"8971","ES754170","ESR11150"
"8972","ES754171","ESR11151"
"8973","ES754172","ESR11152"
"8974","ES754173","ESR11153"
"8975","ES754174","ESR11154"
"8976","ES754175","ESR11149"
"8977","ES754176","ESR11150"
"8978","ES754177","ESR11151"
"8979","ES754178","ESR11152"
"8980","ES754179","ESR11153"
"8981","ES754180","ESR11154"
"8982","ES754181","ESR11149"
"8983","ES754182","ESR11150"
"8984","ES754183","ESR11151"
"8985","ES754184","ESR11152"
"8986","ES754185","ESR11153"
"8987","ES754186","ESR11154"
"8988","ES754187","ESR11149"
"8989","ES754188","ESR11150"
"8990","ES754189","ESR11151"
"8991","ES754190","ESR11152"
"8992","ES754191","ESR11153"
"8993","ES754192","ESR11154"
"8994","ES754193","ESR11149"
"8995","ES754194","ESR11150"
"8996","ES754195","ESR11151"
"8997","ES754196","ESR11152"
"8998","ES754197","ESR11153"
"8999","ES754198","ESR11154"
"9000","ES754199","ESR11149"
"9001","ES754200","ESR11150"
"9002","ES754201","ESR11151"
"9003","ES754202","ESR11152"
"9004","ES754203","ESR11153"
"9005","ES754204","ESR11154"
"9006","ES754205","ESR11149"
"9007","ES754206","ESR11150"
"9008","ES754207","ESR11151"
"9009","ES754208","ESR11152"
"9010","ES754209","ESR11153"
"9011","ES754210","ESR11154"
"9012","ES754211","ESR11149"
"9013","ES754212","ESR11150"
"9014","ES754213","ESR11151"
"9015","ES754214","ESR11152"
"9016","ES754215","ESR11153"
"9017","ES754216","ESR11154"
"9018","ES754217","ESR11149"
"9019","ES754218","ESR11150"
"9020","ES754219","ESR11151"
"9021","ES754220","ESR11152"
"9022","ES754221","ESR11153"
"9023","ES754222","ESR11154"
"9024","ES754223","ESR11149"
"9025","ES754224","ESR11150"
"9026","ES754225","ESR11151"
"9027","ES754226","ESR11152"
"9028","ES754227","ESR11153"
"9029","ES754228","ESR11154"
"9030","ES754229","ESR11149"
"9031","ES754230","ESR11150"
"9032","ES754231","ESR11151"
"9033","ES754232","ESR11152"
"9034","ES754233","ESR11153"
"9035","ES754234","ESR11154"
"9036","ES754235","ESR11149"
"9037","ES754236","ESR11150"
"9038","ES754237","ESR11151"
"9039","ES754238","ESR11152"
"9040","ES754239","ESR11153"
"9041","ES754240","ESR11154"
"9042","ES754241","ESR11149"
"9043","ES754242","ESR11150"
"9044","ES754243","ESR11151"
"9045","ES754244","ESR11152"
"9046","ES754245","ESR11153"
"9047","ES754246","ESR11154"
"9048","ES754247","ESR11149"
"9049","ES754248","ESR11150"
"9050","ES754249","ESR11151"
"9051","ES754250","ESR11152"
"9052","ES754251","ESR11153"
"9053","ES754252","ESR11154"
"9054","ES754253","ESR11149"
"9055","ES754254","ESR11150"
"9056","ES754255","ESR11151"
"9057","ES754256","ESR11152"
"9058","ES754257","ESR11153"
"9059","ES754258","ESR11154"
"9060","ES754259","ESR11149"
"9061","ES754260","ESR11150"
"9062","ES754261","ESR11151"
"9063","ES754262","ESR11152"
"9064","ES754263","ESR11153"
"9065","ES754264","ESR11154"
"9066","ES754265","ESR11149"
"9067","ES754266","ESR11150"
"9068","ES754267","ESR11151"
"9069","ES754268","ESR11152"
"9070","ES754269","ESR11153"
"9071","ES754270","ESR11154"
"9072","ES754271","ESR11149"
"9073","ES754272","ESR11150"
"9074","ES754273","ESR11151"
"9075","ES754274","ESR11152"
"9076","ES754275","ESR11153"
"9077","ES754276","ESR11154"
"9078","ES754277","ESR11149"
"9079","ES754278","ESR11150"
"9080","ES754279","ESR11151"
"9081","ES754280","ESR11152"
"9082","ES754281","ESR11153"
"9083","ES754282","ESR11154"
"9084","ES754283","ESR11149"
"9085","ES754284","ESR11150"
"9086","ES754285","ESR11151"
"9087","ES754286","ESR11152"
"9088","ES754287","ESR11153"
"9089","ES754288","ESR11154"
"9090","ES754289","ESR11149"
"9091","ES754290","ESR11150"
"9092","ES754291","ESR11151"
"9093","ES754292","ESR11152"
"9094","ES754293","ESR11153"
"9095","ES754294","ESR11154"
"9096","ES754295","ESR11149"
"9097","ES754296","ESR11150"
"9098","ES754297","ESR11151"
"9099","ES754298","ESR11152"
"9100","ES754299","ESR11153"
"9101","ES754300","ESR11154"
"9102","ES754301","ESR11149"
"9103","ES754302","ESR11150"
"9104","ES754303","ESR11151"
"9105","ES754304","ESR11152"
"9106","ES754305","ESR11153"
"9107","ES754306","ESR11154"
"9108","ES754307","ESR11149"
"9109","ES754308","ESR11150"
"9110","ES754309","ESR11151"
"9111","ES754310","ESR11152"
"9112","ES754311","ESR11153"
"9113","ES754312","ESR11154"
"9114","ES754313","ESR11142"
"9115","ES754314","ESR11147"
"9116","ES754315","ESR11134"
"9117","ES754316","ESR11135"
"9118","ES754317","ESR11136"
"9119","ES754318","ESR11137"
"9120","ES754319","ESR11139"
"9121","ES754320","ESR11140"
"9122","ES754321","ESR11142"
"9123","ES754322","ESR11147"
"9124","ES754323","ESR11134"
"9125","ES754324","ESR11135"
"9126","ES754325","ESR11136"
"9127","ES754326","ESR11137"
"9128","ES754327","ESR11139"
"9129","ES754328","ESR11140"
"9130","ES754329","ESR11142"
"9131","ES754330","ESR11147"
"9132","ES754331","ESR11134"
"9133","ES754332","ESR11135"
"9134","ES754333","ESR11136"
"9135","ES754334","ESR11137"
"9136","ES754335","ESR11139"
"9137","ES754336","ESR11140"
"9138","ES754337","ESR11142"
"9139","ES754338","ESR11147"
"9140","ES754339","ESR11134"
"9141","ES754340","ESR11135"
"9142","ES754341","ESR11136"
"9143","ES754342","ESR11137"
"9144","ES754343","ESR11139"
"9145","ES754344","ESR11140"
"9146","ES754345","ESR11142"
"9147","ES754346","ESR11147"
"9148","ES754347","ESR11134"
"9149","ES754348","ESR11135"
"9150","ES754349","ESR11136"
"9151","ES754350","ESR11137"
"9152","ES754351","ESR11139"
"9153","ES754352","ESR11140"
"9154","ES754353","ESR11142"
"9155","ES754354","ESR11147"
"9156","ES754355","ESR11134"
"9157","ES754356","ESR11135"
"9158","ES754357","ESR11136"
"9159","ES754358","ESR11137"
"9160","ES754359","ESR11139"
"9161","ES754360","ESR11140"
"9162","ES754361","ESR11142"
"9163","ES754362","ESR11147"
"9164","ES754363","ESR11134"
"9165","ES754364","ESR11135"
"9166","ES754365","ESR11136"
"9167","ES754366","ESR11137"
"9168","ES754367","ESR11139"
"9169","ES754368","ESR11140"
"9170","ES754369","ESR11142"
"9171","ES754370","ESR11147"
"9172","ES754371","ESR11134"
"9173","ES754372","ESR11135"
"9174","ES754373","ESR11136"
"9175","ES754374","ESR11137"
"9176","ES754375","ESR11139"
"9177","ES754376","ESR11140"
"9178","ES754377","ESR11142"
"9179","ES754378","ESR11147"
"9180","ES754379","ESR11134"
"9181","ES754380","ESR11135"
"9182","ES754381","ESR11136"
"9183","ES754382","ESR11137"
"9184","ES754383","ESR11139"
"9185","ES754384","ESR11140"
"9186","ES754385","ESR11142"
"9187","ES754386","ESR11147"
"9188","ES754387","ESR11134"
"9189","ES754388","ESR11135"
"9190","ES754389","ESR11136"
"9191","ES754390","ESR11137"
"9192","ES754391","ESR11139"
"9193","ES754392","ESR11140"
"9194","ES754393","ESR11142"
"9195","ES754394","ESR11147"
"9196","ES754395","ESR11134"
"9197","ES754396","ESR11135"
"9198","ES754397","ESR11136"
"9199","ES754398","ESR11137"
"9200","ES754399","ESR11139"
"9201","ES754400","ESR11140"
"9202","ES754401","ESR11142"
"9203","ES754402","ESR11147"
"9204","ES754403","ESR11134"
"9205","ES754404","ESR11135"
"9206","ES754405","ESR11136"
"9207","ES754406","ESR11137"
"9208","ES754407","ESR11139"
"9209","ES754408","ESR11140"
"9210","ES754409","ESR11142"
"9211","ES754410","ESR11147"
"9212","ES754411","ESR11134"
"9213","ES754412","ESR11135"
"9214","ES754413","ESR11136"
"9215","ES754414","ESR11137"
"9216","ES754415","ESR11139"
"9217","ES754416","ESR11140"
"9218","ES754417","ESR11142"
"9219","ES754418","ESR11147"
"9220","ES754419","ESR11134"
"9221","ES754420","ESR11135"
"9222","ES754421","ESR11136"
"9223","ES754422","ESR11137"
"9224","ES754423","ESR11139"
"9225","ES754424","ESR11140"
"9226","ES754425","ESR11142"
"9227","ES754426","ESR11147"
"9228","ES754427","ESR11134"
"9229","ES754428","ESR11135"
"9230","ES754429","ESR11136"
"9231","ES754430","ESR11137"
"9232","ES754431","ESR11139"
"9233","ES754432","ESR11140"
"9234","ES754433","ESR11142"
"9235","ES754434","ESR11147"
"9236","ES754435","ESR11134"
"9237","ES754436","ESR11135"
"9238","ES754437","ESR11136"
"9239","ES754438","ESR11137"
"9240","ES754439","ESR11139"
"9241","ES754440","ESR11140"
"9242","ES754441","ESR11142"
"9243","ES754442","ESR11147"
"9244","ES754443","ESR11134"
"9245","ES754444","ESR11135"
"9246","ES754445","ESR11136"
"9247","ES754446","ESR11137"
"9248","ES754447","ESR11139"
"9249","ES754448","ESR11140"
"9250","ES754449","ESR11142"
"9251","ES754450","ESR11147"
"9252","ES754451","ESR11134"
"9253","ES754452","ESR11135"
"9254","ES754453","ESR11136"
"9255","ES754454","ESR11137"
"9256","ES754455","ESR11139"
"9257","ES754456","ESR11140"
"9258","ES754457","ESR11142"
"9259","ES754458","ESR11147"
"9260","ES754459","ESR11134"
"9261","ES754460","ESR11135"
"9262","ES754461","ESR11136"
"9263","ES754462","ESR11137"
"9264","ES754463","ESR11139"
"9265","ES754464","ESR11140"
"9266","ES754465","ESR11142"
"9267","ES754466","ESR11147"
"9268","ES754467","ESR11134"
"9269","ES754468","ESR11135"
"9270","ES754469","ESR11136"
"9271","ES754470","ESR11137"
"9272","ES754471","ESR11139"
"9273","ES754472","ESR11140"
"9274","ES754473","ESR11142"
"9275","ES754474","ESR11147"
"9276","ES754475","ESR11134"
"9277","ES754476","ESR11135"
"9278","ES754477","ESR11136"
"9279","ES754478","ESR11137"
"9280","ES754479","ESR11139"
"9281","ES754480","ESR11140"
"9282","ES754481","ESR11142"
"9283","ES754482","ESR11147"
"9284","ES754483","ESR11134"
"9285","ES754484","ESR11135"
"9286","ES754485","ESR11136"
"9287","ES754486","ESR11137"
"9288","ES754487","ESR11139"
"9289","ES754488","ESR11140"
"9290","ES754489","ESR11142"
"9291","ES754490","ESR11147"
"9292","ES754491","ESR11134"
"9293","ES754492","ESR11135"
"9294","ES754493","ESR11136"
"9295","ES754494","ESR11137"
"9296","ES754495","ESR11139"
"9297","ES754496","ESR11140"
"9298","ES754497","ESR11142"
"9299","ES754498","ESR11147"
"9300","ES754499","ESR11134"
"9301","ES754500","ESR11135"
"9302","ES754501","ESR11136"
"9303","ES754502","ESR11137"
"9304","ES754503","ESR11139"
"9305","ES754504","ESR11140"
"9306","ES754505","ESR11142"
"9307","ES754506","ESR11147"
"9308","ES754507","ESR11134"
"9309","ES754508","ESR11135"
"9310","ES754509","ESR11136"
"9311","ES754510","ESR11137"
"9312","ES754511","ESR11139"
"9313","ES754512","ESR11140"
"9314","ES754513","ESR11142"
"9315","ES754514","ESR11147"
"9316","ES754515","ESR11134"
"9317","ES754516","ESR11135"
"9318","ES754517","ESR11136"
"9319","ES754518","ESR11137"
"9320","ES754519","ESR11139"
"9321","ES754520","ESR11140"
"9322","ES754521","ESR11142"
"9323","ES754522","ESR11147"
"9324","ES754523","ESR11134"
"9325","ES754524","ESR11135"
"9326","ES754525","ESR11136"
"9327","ES754526","ESR11137"
"9328","ES754527","ESR11139"
"9329","ES754528","ESR11140"
"9330","ES754529","ESR11142"
"9331","ES754530","ESR11147"
"9332","ES754531","ESR11134"
"9333","ES754532","ESR11135"
"9334","ES754533","ESR11136"
"9335","ES754534","ESR11137"
"9336","ES754535","ESR11139"
"9337","ES754536","ESR11140"
"9338","ES754537","ESR11142"
"9339","ES754538","ESR11147"
"9340","ES754539","ESR11134"
"9341","ES754540","ESR11135"
"9342","ES754541","ESR11136"
"9343","ES754542","ESR11137"
"9344","ES754543","ESR11139"
"9345","ES754544","ESR11140"
"9346","ES754545","ESR11142"
"9347","ES754546","ESR11147"
"9348","ES754547","ESR11134"
"9349","ES754548","ESR11135"
"9350","ES754549","ESR11136"
"9351","ES754550","ESR11137"
"9352","ES754551","ESR11139"
"9353","ES754552","ESR11140"
"9354","ES754553","ESR11142"
"9355","ES754554","ESR11147"
"9356","ES754555","ESR11134"
"9357","ES754556","ESR11135"
"9358","ES754557","ESR11136"
"9359","ES754558","ESR11137"
"9360","ES754559","ESR11139"
"9361","ES754560","ESR11140"
"9362","ES754561","ESR11142"
"9363","ES754562","ESR11147"
"9364","ES754563","ESR11134"
"9365","ES754564","ESR11135"
"9366","ES754565","ESR11136"
"9367","ES754566","ESR11137"
"9368","ES754567","ESR11139"
"9369","ES754568","ESR11140"
"9370","ES754569","ESR11142"
"9371","ES754570","ESR11147"
"9372","ES754571","ESR11134"
"9373","ES754572","ESR11135"
"9374","ES754573","ESR11136"
"9375","ES754574","ESR11137"
"9376","ES754575","ESR11139"
"9377","ES754576","ESR11140"
"9378","ES754577","ESR11142"
"9379","ES754578","ESR11147"
"9380","ES754579","ESR11134"
"9381","ES754580","ESR11135"
"9382","ES754581","ESR11136"
"9383","ES754582","ESR11137"
"9384","ES754583","ESR11139"
"9385","ES754584","ESR11140"
"9386","ES754585","ESR11142"
"9387","ES754586","ESR11147"
"9388","ES754587","ESR11134"
"9389","ES754588","ESR11135"
"9390","ES754589","ESR11136"
"9391","ES754590","ESR11137"
"9392","ES754591","ESR11139"
"9393","ES754592","ESR11140"
"9394","ES754593","ESR11142"
"9395","ES754594","ESR11147"
"9396","ES754595","ESR11134"
"9397","ES754596","ESR11135"
"9398","ES754597","ESR11136"
"9399","ES754598","ESR11137"
"9400","ES754599","ESR11139"
"9401","ES754600","ESR11140"
"9402","ES754601","ESR11142"
"9403","ES754602","ESR11147"
"9404","ES754603","ESR11134"
"9405","ES754604","ESR11135"
"9406","ES754605","ESR11136"
"9407","ES754606","ESR11137"
"9408","ES754607","ESR11139"
"9409","ES754608","ESR11140"
"9410","ES754609","ESR11142"
"9411","ES754610","ESR11147"
"9412","ES754611","ESR11134"
"9413","ES754612","ESR11135"
"9414","ES754613","ESR11136"
"9415","ES754614","ESR11137"
"9416","ES754615","ESR11139"
"9417","ES754616","ESR11140"
"9418","ES754617","ESR11142"
"9419","ES754618","ESR11147"
"9420","ES754619","ESR11134"
"9421","ES754620","ESR11135"
"9422","ES754621","ESR11136"
"9423","ES754622","ESR11137"
"9424","ES754623","ESR11139"
"9425","ES754624","ESR11140"
"9426","ES754625","ESR11142"
"9427","ES754626","ESR11147"
"9428","ES754627","ESR11134"
"9429","ES754628","ESR11135"
"9430","ES754629","ESR11136"
"9431","ES754630","ESR11137"
"9432","ES754631","ESR11139"
"9433","ES754632","ESR11140"
"9434","ES754633","ESR11142"
"9435","ES754634","ESR11147"
"9436","ES754635","ESR11134"
"9437","ES754636","ESR11135"
"9438","ES754637","ESR11136"
"9439","ES754638","ESR11137"
"9440","ES754639","ESR11139"
"9441","ES754640","ESR11140"
"9442","ES754641","ESR11142"
"9443","ES754642","ESR11147"
"9444","ES754643","ESR11134"
"9445","ES754644","ESR11135"
"9446","ES754645","ESR11136"
"9447","ES754646","ESR11137"
"9448","ES754647","ESR11139"
"9449","ES754648","ESR11140"
"9450","ES754649","ESR11142"
"9451","ES754650","ESR11147"
"9452","ES754651","ESR11134"
"9453","ES754652","ESR11135"
"9454","ES754653","ESR11136"
"9455","ES754654","ESR11137"
"9456","ES754655","ESR11139"
"9457","ES754656","ESR11140"
"9458","ES754657","ESR11142"
"9459","ES754658","ESR11147"
"9460","ES754659","ESR11134"
"9461","ES754660","ESR11135"
"9462","ES754661","ESR11136"
"9463","ES754662","ESR11137"
"9464","ES754663","ESR11139"
"9465","ES754664","ESR11140"
"9466","ES754665","ESR11142"
"9467","ES754666","ESR11147"
"9468","ES754667","ESR11134"
"9469","ES754668","ESR11135"
"9470","ES754669","ESR11136"
"9471","ES754670","ESR11137"
"9472","ES754671","ESR11139"
"9473","ES754672","ESR11140"
"9474","ES754673","ESR11142"
"9475","ES754674","ESR11147"
"9476","ES754675","ESR11134"
"9477","ES754676","ESR11135"
"9478","ES754677","ESR11136"
"9479","ES754678","ESR11137"
"9480","ES754679","ESR11139"
"9481","ES754680","ESR11140"
"9482","ES754681","ESR11142"
"9483","ES754682","ESR11147"
"9484","ES754683","ESR11134"
"9485","ES754684","ESR11135"
"9486","ES754685","ESR11136"
"9487","ES754686","ESR11137"
"9488","ES754687","ESR11139"
"9489","ES754688","ESR11140"
"9490","ES754689","ESR11142"
"9491","ES754690","ESR11147"
"9492","ES754691","ESR11134"
"9493","ES754692","ESR11135"
"9494","ES754693","ESR11136"
"9495","ES754694","ESR11137"
"9496","ES754695","ESR11139"
"9497","ES754696","ESR11140"
"9498","ES754697","ESR11142"
"9499","ES754698","ESR11147"
"9500","ES754699","ESR11134"
"9501","ES754700","ESR11135"
"9502","ES754701","ESR11136"
"9503","ES754702","ESR11137"
"9504","ES754703","ESR11139"
"9505","ES754704","ESR11140"
"9506","ES754705","ESR11142"
"9507","ES754706","ESR11147"
"9508","ES754707","ESR11134"
"9509","ES754708","ESR11135"
"9510","ES754709","ESR11136"
"9511","ES754710","ESR11137"
"9512","ES754711","ESR11139"
"9513","ES754712","ESR11140"
"9514","ES754713","ESR11142"
"9515","ES754714","ESR11147"
"9516","ES754715","ESR11134"
"9517","ES754716","ESR11135"
"9518","ES754717","ESR11136"
"9519","ES754718","ESR11137"
"9520","ES754719","ESR11139"
"9521","ES754720","ESR11140"
"9522","ES754721","ESR11142"
"9523","ES754722","ESR11147"
"9524","ES754723","ESR11134"
"9525","ES754724","ESR11135"
"9526","ES754725","ESR11136"
"9527","ES754726","ESR11137"
"9528","ES754727","ESR11139"
"9529","ES754728","ESR11140"
"9530","ES754729","ESR11142"
"9531","ES754730","ESR11147"
"9532","ES754731","ESR11134"
"9533","ES754732","ESR11135"
"9534","ES754733","ESR11136"
"9535","ES754734","ESR11137"
"9536","ES754735","ESR11139"
"9537","ES754736","ESR11140"
"9538","ES754737","ESR11142"
"9539","ES754738","ESR11147"
"9540","ES754739","ESR11134"
"9541","ES754740","ESR11135"
"9542","ES754741","ESR11136"
"9543","ES754742","ESR11137"
"9544","ES754743","ESR11139"
"9545","ES754744","ESR11140"
"9546","ES754745","ESR11142"
"9547","ES754746","ESR11147"
"9548","ES754747","ESR11134"
"9549","ES754748","ESR11135"
"9550","ES754749","ESR11136"
"9551","ES754750","ESR11137"
"9552","ES754751","ESR11139"
"9553","ES754752","ESR11140"
"9554","ES754753","ESR11142"
"9555","ES754754","ESR11147"
"9556","ES754755","ESR11134"
"9557","ES754756","ESR11135"
"9558","ES754757","ESR11136"
"9559","ES754758","ESR11137"
"9560","ES754759","ESR11139"
"9561","ES754760","ESR11140"
"9562","ES754761","ESR11142"
"9563","ES754762","ESR11147"
"9564","ES754763","ESR11134"
"9565","ES754764","ESR11135"
"9566","ES754765","ESR11136"
"9567","ES754766","ESR11137"
"9568","ES754767","ESR11139"
"9569","ES754768","ESR11140"
"9570","ES754769","ESR11142"
"9571","ES754770","ESR11147"
"9572","ES754771","ESR11134"
"9573","ES754772","ESR11135"
"9574","ES754773","ESR11136"
"9575","ES754774","ESR11137"
"9576","ES754775","ESR11139"
"9577","ES754776","ESR11140"
"9578","ES754777","ESR11142"
"9579","ES754778","ESR11147"
"9580","ES754779","ESR11134"
"9581","ES754780","ESR11135"
"9582","ES754781","ESR11136"
"9583","ES754782","ESR11137"
"9584","ES754783","ESR11139"
"9585","ES754784","ESR11140"
"9586","ES754785","ESR11142"
"9587","ES754786","ESR11147"
"9588","ES754787","ESR11134"
"9589","ES754788","ESR11135"
"9590","ES754789","ESR11136"
"9591","ES754790","ESR11137"
"9592","ES754791","ESR11139"
"9593","ES754792","ESR11140"
"9594","ES754793","ESR11142"
"9595","ES754794","ESR11147"
"9596","ES754795","ESR11134"
"9597","ES754796","ESR11135"
"9598","ES754797","ESR11136"
"9599","ES754798","ESR11137"
"9600","ES754799","ESR11139"
"9601","ES754800","ESR11140"
"9602","ES754801","ESR11142"
"9603","ES754802","ESR11147"
"9604","ES754803","ESR11134"
"9605","ES754804","ESR11135"
"9606","ES754805","ESR11136"
"9607","ES754806","ESR11137"
"9608","ES754807","ESR11139"
"9609","ES754808","ESR11140"
"9610","ES754809","ESR11142"
"9611","ES754810","ESR11147"
"9612","ES754811","ESR11134"
"9613","ES754812","ESR11135"
"9614","ES754813","ESR11136"
"9615","ES754814","ESR11137"
"9616","ES754815","ESR11139"
"9617","ES754816","ESR11140"
"9618","ES754817","ESR11142"
"9619","ES754818","ESR11147"
"9620","ES754819","ESR11134"
"9621","ES754820","ESR11135"
"9622","ES754821","ESR11136"
"9623","ES754822","ESR11137"
"9624","ES754823","ESR11139"
"9625","ES754824","ESR11140"
"9626","ES754825","ESR11142"
"9627","ES754826","ESR11147"
"9628","ES754827","ESR11134"
"9629","ES754828","ESR11135"
"9630","ES754829","ESR11136"
"9631","ES754830","ESR11137"
"9632","ES754831","ESR11139"
"9633","ES754832","ESR11140"
"9634","ES754833","ESR11142"
"9635","ES754834","ESR11147"
"9636","ES754835","ESR11134"
"9637","ES754836","ESR11135"
"9638","ES754837","ESR11136"
"9639","ES754838","ESR11137"
"9640","ES754839","ESR11139"
"9641","ES754840","ESR11140"
"9642","ES754841","ESR11142"
"9643","ES754842","ESR11147"
"9644","ES754843","ESR11134"
"9645","ES754844","ESR11135"
"9646","ES754845","ESR11136"
"9647","ES754846","ESR11137"
"9648","ES754847","ESR11139"
"9649","ES754848","ESR11140"
"9650","ES754849","ESR11142"
"9651","ES754850","ESR11147"
"9652","ES754851","ESR11134"
"9653","ES754852","ESR11135"
"9654","ES754853","ESR11136"
"9655","ES754854","ESR11137"
"9656","ES754855","ESR11139"
"9657","ES754856","ESR11140"
"9658","ES754857","ESR11142"
"9659","ES754858","ESR11147"
"9660","ES754859","ESR11134"
"9661","ES754860","ESR11135"
"9662","ES754861","ESR11136"
"9663","ES754862","ESR11137"
"9664","ES754863","ESR11139"
"9665","ES754864","ESR11140"
"9666","ES754865","ESR11142"
"9667","ES754866","ESR11147"
"9668","ES754867","ESR11134"
"9669","ES754868","ESR11135"
"9670","ES754869","ESR11136"
"9671","ES754870","ESR11137"
"9672","ES754871","ESR11139"
"9673","ES754872","ESR11140"
"9674","ES754873","ESR11142"
"9675","ES754874","ESR11147"
"9676","ES754875","ESR11134"
"9677","ES754876","ESR11135"
"9678","ES754877","ESR11136"
"9679","ES754878","ESR11137"
"9680","ES754879","ESR11139"
"9681","ES754880","ESR11140"
"9682","ES754881","ESR11142"
"9683","ES754882","ESR11147"
"9684","ES754883","ESR11134"
"9685","ES754884","ESR11135"
"9686","ES754885","ESR11136"
"9687","ES754886","ESR11137"
"9688","ES754887","ESR11139"
"9689","ES754888","ESR11140"
"9690","ES754889","ESR11142"
"9691","ES754890","ESR11147"
"9692","ES754891","ESR11134"
"9693","ES754892","ESR11135"
"9694","ES754893","ESR11136"
"9695","ES754894","ESR11137"
"9696","ES754895","ESR11139"
"9697","ES754896","ESR11140"
"9698","ES754897","ESR11142"
"9699","ES754898","ESR11147"
"9700","ES754899","ESR11134"
"9701","ES754900","ESR11135"
"9702","ES754901","ESR11136"
"9703","ES754902","ESR11137"
"9704","ES754903","ESR11139"
"9705","ES754904","ESR11140"
"9706","ES754905","ESR11142"
"9707","ES754906","ESR11147"
"9708","ES754907","ESR11134"
"9709","ES754908","ESR11135"
"9710","ES754909","ESR11136"
"9711","ES754910","ESR11137"
"9712","ES754911","ESR11139"
"9713","ES754912","ESR11140"
"9714","ES754913","ESR11142"
"9715","ES754914","ESR11147"
"9716","ES754915","ESR11134"
"9717","ES754916","ESR11135"
"9718","ES754917","ESR11136"
"9719","ES754918","ESR11137"
"9720","ES754919","ESR11139"
"9721","ES754920","ESR11140"
"9722","ES754921","ESR11142"
"9723","ES754922","ESR11147"
"9724","ES754923","ESR11134"
"9725","ES754924","ESR11135"
"9726","ES754925","ESR11136"
"9727","ES754926","ESR11137"
"9728","ES754927","ESR11139"
"9729","ES754928","ESR11140"
"9730","ES754929","ESR11142"
"9731","ES754930","ESR11147"
"9732","ES754931","ESR11134"
"9733","ES754932","ESR11135"
"9734","ES754933","ESR11136"
"9735","ES754934","ESR11137"
"9736","ES754935","ESR11139"
"9737","ES754936","ESR11140"
"9738","ES754937","ESR11142"
"9739","ES754938","ESR11147"
"9740","ES754939","ESR11134"
"9741","ES754940","ESR11135"
"9742","ES754941","ESR11136"
"9743","ES754942","ESR11137"
"9744","ES754943","ESR11139"
"9745","ES754944","ESR11140"
"9746","ES754945","ESR11142"
"9747","ES754946","ESR11147"
"9748","ES754947","ESR11134"
"9749","ES754948","ESR11135"
"9750","ES754949","ESR11136"
"9751","ES754950","ESR11137"
"9752","ES754951","ESR11139"
"9753","ES754952","ESR11140"
"9754","ES754953","ESR11142"
"9755","ES754954","ESR11147"
"9756","ES754955","ESR11134"
"9757","ES754956","ESR11135"
"9758","ES754957","ESR11136"
"9759","ES754958","ESR11137"
"9760","ES754959","ESR11139"
"9761","ES754960","ESR11140"
"9762","ES754961","ESR11142"
"9763","ES754962","ESR11147"
"9764","ES754963","ESR11134"
"9765","ES754964","ESR11135"
"9766","ES754965","ESR11136"
"9767","ES754966","ESR11137"
"9768","ES754967","ESR11139"
"9769","ES754968","ESR11140"
"9770","ES754969","ESR11142"
"9771","ES754970","ESR11147"
"9772","ES754971","ESR11134"
"9773","ES754972","ESR11135"
"9774","ES754973","ESR11136"
"9775","ES754974","ESR11137"
"9776","ES754975","ESR11139"
"9777","ES754976","ESR11140"
"9778","ES754977","ESR11142"
"9779","ES754978","ESR11147"
"9780","ES754979","ESR11134"
"9781","ES754980","ESR11135"
"9782","ES754981","ESR11136"
"9783","ES754982","ESR11137"
"9784","ES754983","ESR11139"
"9785","ES754984","ESR11140"
"9786","ES754985","ESR11142"
"9787","ES754986","ESR11147"
"9788","ES754987","ESR11134"
"9789","ES754988","ESR11135"
