"","EXPSAMPLE_ACCESSION","TREATMENT_ACCESSION"
"1925","ES754855","TRT870"
"1926","ES754856","TRT870"
"1927","ES754857","TRT870"
"1928","ES754858","TRT870"
"1929","ES754859","TRT870"
"1930","ES754860","TRT870"
"1931","ES754861","TRT870"
"1932","ES754862","TRT870"
"1933","ES754863","TRT870"
"1934","ES754864","TRT870"
"1935","ES754865","TRT870"
"1936","ES754866","TRT870"
"1937","ES754867","TRT870"
"1938","ES754868","TRT870"
"1939","ES754869","TRT870"
"1940","ES754870","TRT870"
"1941","ES754871","TRT870"
"1942","ES754872","TRT870"
"1943","ES754873","TRT870"
"1944","ES754874","TRT870"
"1945","ES754875","TRT870"
"1946","ES754876","TRT870"
"1947","ES754877","TRT870"
"1948","ES754878","TRT870"
"1949","ES754879","TRT870"
"1950","ES754880","TRT870"
"1951","ES754881","TRT870"
"1952","ES754882","TRT870"
"1953","ES754883","TRT870"
"1954","ES754884","TRT870"
"1955","ES754885","TRT870"
"1956","ES754886","TRT870"
"1957","ES754887","TRT870"
"1958","ES754888","TRT870"
"1959","ES754889","TRT870"
"1960","ES754890","TRT870"
"1961","ES754891","TRT870"
"1962","ES754892","TRT870"
"1963","ES754893","TRT870"
"1964","ES754894","TRT870"
"1965","ES754895","TRT870"
"1966","ES754896","TRT870"
"1967","ES754897","TRT870"
"1968","ES754898","TRT870"
"1969","ES754899","TRT870"
"1970","ES754900","TRT870"
"1971","ES754901","TRT870"
"1972","ES754902","TRT870"
"1973","ES754903","TRT870"
"1974","ES754904","TRT870"
"1975","ES754905","TRT870"
"1976","ES754906","TRT870"
"1977","ES754907","TRT870"
"1978","ES754908","TRT870"
"1979","ES754909","TRT870"
"1980","ES754910","TRT870"
"1981","ES754911","TRT870"
"1982","ES754912","TRT870"
"1983","ES754913","TRT870"
"1984","ES754914","TRT870"
"1985","ES754915","TRT870"
"1986","ES754916","TRT870"
"1987","ES754917","TRT870"
"1988","ES754918","TRT870"
"1989","ES754919","TRT870"
"1990","ES754920","TRT870"
"1991","ES754921","TRT870"
"1992","ES754922","TRT870"
"1993","ES754923","TRT870"
"1994","ES754924","TRT870"
"1995","ES754925","TRT870"
"1996","ES754926","TRT870"
"1997","ES754927","TRT870"
"1998","ES754928","TRT870"
"1999","ES754929","TRT870"
"2000","ES754930","TRT870"
"2001","ES754931","TRT870"
"2002","ES754932","TRT870"
"2003","ES754933","TRT870"
"2004","ES754934","TRT870"
"2005","ES754935","TRT870"
"2006","ES754936","TRT870"
"2007","ES754937","TRT870"
"2008","ES754938","TRT870"
"2009","ES754939","TRT870"
"2010","ES754940","TRT870"
"2011","ES754941","TRT870"
"2012","ES754942","TRT870"
"2013","ES754943","TRT870"
"2014","ES754944","TRT870"
"2015","ES754945","TRT870"
"2016","ES754946","TRT870"
"2017","ES754947","TRT870"
"2018","ES754948","TRT870"
"2019","ES754949","TRT870"
"2020","ES754950","TRT870"
"2021","ES754951","TRT870"
"2022","ES754952","TRT870"
"2023","ES754953","TRT870"
"2024","ES754954","TRT870"
"2025","ES754955","TRT870"
"2026","ES754956","TRT870"
"2027","ES754957","TRT870"
"2028","ES754958","TRT870"
"2029","ES754959","TRT870"
"2030","ES754960","TRT870"
"2031","ES754961","TRT870"
"2032","ES754962","TRT870"
"2033","ES754963","TRT870"
"2034","ES754964","TRT870"
"2035","ES754965","TRT870"
"2036","ES754966","TRT870"
"2037","ES754967","TRT870"
"2038","ES754968","TRT870"
"2039","ES754969","TRT870"
"2040","ES754970","TRT870"
"2041","ES754971","TRT870"
"2042","ES754972","TRT870"
"2043","ES754973","TRT870"
"2044","ES754974","TRT870"
"2045","ES754975","TRT870"
"2046","ES754976","TRT870"
"2047","ES754977","TRT870"
"2048","ES754978","TRT870"
"2049","ES754979","TRT870"
"2050","ES754980","TRT870"
"2051","ES754981","TRT870"
"2052","ES754982","TRT870"
"2053","ES754983","TRT870"
"2054","ES754984","TRT870"
"2055","ES754985","TRT870"
"2056","ES754986","TRT870"
"2057","ES754987","TRT870"
"2058","ES754988","TRT870"
"2059","ES754989","TRT870"
"2060","ES754990","TRT870"
"2061","ES754991","TRT870"
"2062","ES754992","TRT870"
"2063","ES754993","TRT870"
"2064","ES754994","TRT870"
"2065","ES754995","TRT870"
"2066","ES754996","TRT870"
"2067","ES754997","TRT870"
"2068","ES754998","TRT870"
"2069","ES754999","TRT870"
"2070","ES755000","TRT870"
"2071","ES755001","TRT870"
"2072","ES755002","TRT870"
"2073","ES755003","TRT870"
"2074","ES755004","TRT870"
"2075","ES755005","TRT870"
"2076","ES755006","TRT870"
"2077","ES755007","TRT870"
"2078","ES755008","TRT870"
"2079","ES755009","TRT870"
"2080","ES755010","TRT870"
"2081","ES755011","TRT870"
"2082","ES755012","TRT870"
"2083","ES755013","TRT870"
"2084","ES755014","TRT870"
"2085","ES755015","TRT870"
"2086","ES755016","TRT870"
"2087","ES755017","TRT870"
"2088","ES755018","TRT870"
"2089","ES755019","TRT870"
"2090","ES755020","TRT870"
"2091","ES755021","TRT870"
"2092","ES755022","TRT870"
"2093","ES755023","TRT870"
"2094","ES755024","TRT870"
"2095","ES755025","TRT870"
"2096","ES755026","TRT870"
"2097","ES755027","TRT870"
"2098","ES755028","TRT870"
"2099","ES755029","TRT870"
"2100","ES755030","TRT870"
"2101","ES755031","TRT870"
"2102","ES755032","TRT870"
"2103","ES755033","TRT870"
"2104","ES755034","TRT870"
"2105","ES755035","TRT870"
"2106","ES755036","TRT870"
"2107","ES755037","TRT870"
"2108","ES755038","TRT870"
"2109","ES755039","TRT870"
"2110","ES755040","TRT870"
"2111","ES755041","TRT870"
"2112","ES755042","TRT870"
"2113","ES755043","TRT870"
"2114","ES755044","TRT870"
"2115","ES755045","TRT870"
"2116","ES755046","TRT870"
"2117","ES755047","TRT870"
"2118","ES755048","TRT870"
"2119","ES755049","TRT870"
"2120","ES755050","TRT870"
"2121","ES755051","TRT870"
"2122","ES755052","TRT870"
"2123","ES755053","TRT870"
"2124","ES755054","TRT870"
"2125","ES755055","TRT870"
"2126","ES755056","TRT870"
"2127","ES755057","TRT870"
"2128","ES755058","TRT870"
"2129","ES755059","TRT870"
"2130","ES755060","TRT870"
"2131","ES755061","TRT870"
"2132","ES755062","TRT870"
"2133","ES755063","TRT870"
"2134","ES755064","TRT870"
"2135","ES755065","TRT870"
"2136","ES755066","TRT870"
"2137","ES755067","TRT870"
"2138","ES755068","TRT870"
"2139","ES755069","TRT870"
"2140","ES755070","TRT870"
"2141","ES755071","TRT870"
"2142","ES755072","TRT870"
"2143","ES755073","TRT870"
"2144","ES755074","TRT870"
"2145","ES755075","TRT870"
"2146","ES755076","TRT870"
"2147","ES755077","TRT870"
"2148","ES755078","TRT870"
"2149","ES755079","TRT870"
"2150","ES755080","TRT870"
"2151","ES755081","TRT870"
"2152","ES755082","TRT870"
"2153","ES755083","TRT870"
"2154","ES755084","TRT870"
"2155","ES755085","TRT870"
"2156","ES755086","TRT870"
"2157","ES755087","TRT870"
"2158","ES755088","TRT870"
"2159","ES755089","TRT870"
"2160","ES755090","TRT870"
"2161","ES755091","TRT870"
"2162","ES755092","TRT870"
"2163","ES755093","TRT870"
"2164","ES755094","TRT870"
"2165","ES755095","TRT870"
"2166","ES755096","TRT870"
"2167","ES755097","TRT870"
"2168","ES755098","TRT870"
"2169","ES755099","TRT870"
"2170","ES755100","TRT870"
"2171","ES755101","TRT870"
"2172","ES755102","TRT870"
"2173","ES755103","TRT870"
"2174","ES755104","TRT870"
"2175","ES755105","TRT870"
"2176","ES755106","TRT870"
"2177","ES755107","TRT870"
"2178","ES755108","TRT870"
"2179","ES755109","TRT870"
"2180","ES755110","TRT870"
"2181","ES755111","TRT870"
"2182","ES755112","TRT870"
"2183","ES755113","TRT870"
"2184","ES755114","TRT870"
"2185","ES755115","TRT870"
"2186","ES755116","TRT870"
"2187","ES755117","TRT870"
"2188","ES755118","TRT870"
"2189","ES755119","TRT870"
"2190","ES755120","TRT870"
"2191","ES755121","TRT870"
"2192","ES755122","TRT870"
"2193","ES755123","TRT870"
"2194","ES755124","TRT870"
"2195","ES755125","TRT870"
"2196","ES755126","TRT870"
"2197","ES755127","TRT870"
"2198","ES755128","TRT870"
"2199","ES755129","TRT870"
"2200","ES755130","TRT870"
"2201","ES755131","TRT870"
"2202","ES755132","TRT870"
"2203","ES755133","TRT870"
"2204","ES755134","TRT870"
"2205","ES755135","TRT870"
"2206","ES755136","TRT870"
"2207","ES755137","TRT870"
"2208","ES755138","TRT870"
"2209","ES755139","TRT870"
"2210","ES755140","TRT870"
"2211","ES755141","TRT870"
"2212","ES755142","TRT870"
"2213","ES755143","TRT870"
"2214","ES755144","TRT870"
"2215","ES755145","TRT870"
"2216","ES755146","TRT870"
"2217","ES755147","TRT870"
"2218","ES755148","TRT870"
"2219","ES755149","TRT870"
"2220","ES755150","TRT870"
"2221","ES755151","TRT870"
"2222","ES755152","TRT870"
"2223","ES755153","TRT870"
"2224","ES755154","TRT870"
"2225","ES755155","TRT870"
"2226","ES755156","TRT870"
"2227","ES755157","TRT870"
"2228","ES755158","TRT870"
"2229","ES755159","TRT870"
"2230","ES755160","TRT870"
"2231","ES755161","TRT870"
"2232","ES755162","TRT870"
"2233","ES755163","TRT870"
"2234","ES755164","TRT870"
"2235","ES755165","TRT870"
"2236","ES755166","TRT870"
"2237","ES755167","TRT870"
"2238","ES755168","TRT870"
"2239","ES755169","TRT870"
"2240","ES755170","TRT870"
"2241","ES755171","TRT870"
"2242","ES755172","TRT870"
"2243","ES755173","TRT870"
"2244","ES755174","TRT870"
"2245","ES755175","TRT870"
"2246","ES755176","TRT870"
"2247","ES755177","TRT870"
"2248","ES755178","TRT870"
"2249","ES755179","TRT870"
"2250","ES755180","TRT870"
"2251","ES755181","TRT870"
"2252","ES755182","TRT870"
"2253","ES755183","TRT870"
"2254","ES755184","TRT870"
"2255","ES755185","TRT870"
"2256","ES755186","TRT870"
"2257","ES755187","TRT870"
"2258","ES755188","TRT870"
"2259","ES755189","TRT870"
"2260","ES755190","TRT870"
"2261","ES755191","TRT870"
"2262","ES755192","TRT870"
"2263","ES755193","TRT870"
"2264","ES755194","TRT870"
"2265","ES755195","TRT870"
"2266","ES755196","TRT870"
"2267","ES755197","TRT870"
"2268","ES755198","TRT870"
"2269","ES755199","TRT870"
"2270","ES755200","TRT870"
"2271","ES755201","TRT870"
"2272","ES755202","TRT870"
"2273","ES755203","TRT870"
"2274","ES755204","TRT870"
"2275","ES755205","TRT870"
"2276","ES755206","TRT870"
"2277","ES755207","TRT870"
"2278","ES755208","TRT870"
"2279","ES755209","TRT870"
"2280","ES755210","TRT870"
"2281","ES755211","TRT870"
"2282","ES755212","TRT870"
"2283","ES755213","TRT870"
"2284","ES755214","TRT870"
"2285","ES755215","TRT870"
"2286","ES755216","TRT870"
"2287","ES755217","TRT870"
"2288","ES755218","TRT870"
"2289","ES755219","TRT870"
"2290","ES755220","TRT870"
"2291","ES755221","TRT870"
"2292","ES755222","TRT870"
"2293","ES755223","TRT870"
"2294","ES755224","TRT870"
"2295","ES755225","TRT870"
"2296","ES755226","TRT870"
"2297","ES755227","TRT870"
"2298","ES755228","TRT870"
"2299","ES755229","TRT870"
"2300","ES755230","TRT870"
"2301","ES755231","TRT870"
"2302","ES755232","TRT870"
"2303","ES755233","TRT870"
"2304","ES755234","TRT870"
"2305","ES755235","TRT870"
"2306","ES755236","TRT870"
"2307","ES755237","TRT870"
"2308","ES755238","TRT870"
"2309","ES755239","TRT870"
"2310","ES755240","TRT870"
"2311","ES755241","TRT870"
"2312","ES755242","TRT870"
"2313","ES755243","TRT870"
"2314","ES755244","TRT870"
"2315","ES755245","TRT870"
"2316","ES755246","TRT870"
"2317","ES755247","TRT870"
"2318","ES755248","TRT870"
"2319","ES755249","TRT870"
"2320","ES755250","TRT870"
"2321","ES755251","TRT870"
"2322","ES755252","TRT870"
"2323","ES755253","TRT870"
"2324","ES755254","TRT870"
"2325","ES755255","TRT870"
"2326","ES755256","TRT870"
"2327","ES755257","TRT870"
"2328","ES755258","TRT870"
"2329","ES755259","TRT870"
"2330","ES755260","TRT870"
"2331","ES755261","TRT870"
"2332","ES755262","TRT870"
"2333","ES755263","TRT870"
"2334","ES755264","TRT870"
"2335","ES755265","TRT870"
"2336","ES755266","TRT870"
"2337","ES755267","TRT870"
"2338","ES755268","TRT870"
"2339","ES755269","TRT870"
"2340","ES755270","TRT870"
"2341","ES755271","TRT870"
"2342","ES755272","TRT870"
"2343","ES755273","TRT870"
"2344","ES755274","TRT870"
"2345","ES755275","TRT870"
"2346","ES755276","TRT870"
"2347","ES755277","TRT870"
"2348","ES755278","TRT870"
"2349","ES755279","TRT870"
"2350","ES755280","TRT870"
"2351","ES755281","TRT870"
"2352","ES755282","TRT870"
"2353","ES755283","TRT870"
"2354","ES755284","TRT870"
"2355","ES755285","TRT870"
"2356","ES755286","TRT870"
"2357","ES755287","TRT870"
"2358","ES755288","TRT870"
"2359","ES755289","TRT870"
"2360","ES755290","TRT870"
"2361","ES755291","TRT870"
"2362","ES755292","TRT870"
"2363","ES755293","TRT870"
"2364","ES755294","TRT870"
"2365","ES755295","TRT870"
"2366","ES755296","TRT870"
"2367","ES755297","TRT870"
"2368","ES755298","TRT870"
"2369","ES755299","TRT870"
"2370","ES755300","TRT870"
"2371","ES755301","TRT870"
"2372","ES755302","TRT870"
"2373","ES755303","TRT870"
"2374","ES755304","TRT870"
"2375","ES755305","TRT870"
"2376","ES755306","TRT870"
"2377","ES755307","TRT870"
"2378","ES755308","TRT870"
"2379","ES755309","TRT870"
"2380","ES755310","TRT870"
"2381","ES755311","TRT870"
"2382","ES755312","TRT870"
"2383","ES755313","TRT870"
"2384","ES755314","TRT870"
"2385","ES755315","TRT870"
"2386","ES755316","TRT870"
"2387","ES755317","TRT870"
"2388","ES755318","TRT870"
"2389","ES755319","TRT870"
"2390","ES755320","TRT870"
"2391","ES755321","TRT870"
"2392","ES755322","TRT870"
"2393","ES755323","TRT870"
"2394","ES755324","TRT870"
"2395","ES755325","TRT870"
"2396","ES755326","TRT870"
"2397","ES755327","TRT870"
"2398","ES755328","TRT870"
"2399","ES755329","TRT870"
"2400","ES755330","TRT870"
"2401","ES755331","TRT870"
"2402","ES755332","TRT870"
"2403","ES755333","TRT870"
"2404","ES755334","TRT870"
"2405","ES755335","TRT870"
"2406","ES755336","TRT870"
"2407","ES755337","TRT870"
"2408","ES755338","TRT870"
"2409","ES755339","TRT870"
"2410","ES755340","TRT870"
"2411","ES755341","TRT870"
"2412","ES755342","TRT870"
"2413","ES755343","TRT870"
"2414","ES755344","TRT870"
"2415","ES755345","TRT870"
"2416","ES755346","TRT870"
"2417","ES755347","TRT870"
"2418","ES755348","TRT870"
"2419","ES755349","TRT870"
"2420","ES755350","TRT870"
"2421","ES755351","TRT870"
"2422","ES755352","TRT870"
"2423","ES755353","TRT870"
"2424","ES755354","TRT870"
"2425","ES755355","TRT870"
"2426","ES755356","TRT870"
"2427","ES755357","TRT870"
"2428","ES755358","TRT870"
"2429","ES755359","TRT870"
"2430","ES755360","TRT870"
"2431","ES755361","TRT870"
"2432","ES755362","TRT870"
"2433","ES755363","TRT870"
"2434","ES755364","TRT870"
"2435","ES755365","TRT870"
"2436","ES755366","TRT870"
"2437","ES755367","TRT870"
"2438","ES755368","TRT870"
"2439","ES755369","TRT870"
"2440","ES755370","TRT870"
"2441","ES755371","TRT870"
"2442","ES755372","TRT870"
"2443","ES755373","TRT870"
"2444","ES755374","TRT870"
"2445","ES755375","TRT870"
"2446","ES755376","TRT870"
"2447","ES755377","TRT870"
"2448","ES755378","TRT870"
"2449","ES755379","TRT870"
"2450","ES755380","TRT870"
"2451","ES755381","TRT870"
"2452","ES755382","TRT870"
"2453","ES755383","TRT870"
"2454","ES755384","TRT870"
"2455","ES755385","TRT870"
"2456","ES755386","TRT870"
"2457","ES755387","TRT870"
"2458","ES755388","TRT870"
"2459","ES755389","TRT870"
"2460","ES755390","TRT870"
"2461","ES755391","TRT870"
"2462","ES755392","TRT870"
"2463","ES755393","TRT870"
"2464","ES755394","TRT870"
"2465","ES755395","TRT870"
"2466","ES755396","TRT870"
"2467","ES755397","TRT870"
"2468","ES755398","TRT870"
"2469","ES755399","TRT870"
"2470","ES755400","TRT870"
"2471","ES755401","TRT870"
"2472","ES755402","TRT870"
"2473","ES755403","TRT870"
"2474","ES755404","TRT870"
"2475","ES755405","TRT870"
"2476","ES755406","TRT870"
"2477","ES755407","TRT870"
"2478","ES755408","TRT870"
"2479","ES755409","TRT870"
"2480","ES755410","TRT870"
"2481","ES755411","TRT870"
"2482","ES755412","TRT870"
"2483","ES755413","TRT870"
"2484","ES755414","TRT870"
"2485","ES755415","TRT870"
"2486","ES755416","TRT870"
"2487","ES755417","TRT870"
"2488","ES755418","TRT870"
"2489","ES755419","TRT870"
"2490","ES755420","TRT870"
"2491","ES755421","TRT870"
"2492","ES755422","TRT870"
"2493","ES755423","TRT870"
"2494","ES755424","TRT870"
"2495","ES755425","TRT870"
"2496","ES755426","TRT870"
"2497","ES755427","TRT870"
"2498","ES755428","TRT870"
"2499","ES755429","TRT870"
"2500","ES755430","TRT870"
"2501","ES755431","TRT870"
"2502","ES755432","TRT870"
"2503","ES755433","TRT870"
"2504","ES755434","TRT870"
"2505","ES755435","TRT870"
"2506","ES755436","TRT870"
"2507","ES755437","TRT870"
"2508","ES755438","TRT870"
"2509","ES755439","TRT870"
"2510","ES755440","TRT870"
"2511","ES755441","TRT870"
"2512","ES755442","TRT870"
"2513","ES755443","TRT870"
"2514","ES755444","TRT870"
"2515","ES755445","TRT870"
"2516","ES755446","TRT870"
"2517","ES755447","TRT870"
"2518","ES755448","TRT870"
"2519","ES755449","TRT870"
"2520","ES755450","TRT870"
"2521","ES755451","TRT870"
"2522","ES755452","TRT870"
"2523","ES755453","TRT870"
"2524","ES755454","TRT870"
"2525","ES755455","TRT870"
"2526","ES755456","TRT870"
"2527","ES755457","TRT870"
"2528","ES755458","TRT870"
"2529","ES755459","TRT870"
"2530","ES755460","TRT870"
"2531","ES755461","TRT870"
"2532","ES755462","TRT870"
"2533","ES755463","TRT870"
"2534","ES755464","TRT870"
"2535","ES755465","TRT870"
"2536","ES755466","TRT870"
"2537","ES755467","TRT870"
"2538","ES755468","TRT870"
"2539","ES755469","TRT870"
"2540","ES755470","TRT870"
"2541","ES755471","TRT870"
"2542","ES755472","TRT870"
"2543","ES755473","TRT870"
"2544","ES755474","TRT870"
"2545","ES755475","TRT870"
"2546","ES755476","TRT870"
"2547","ES755477","TRT870"
"2548","ES755478","TRT870"
"2549","ES755479","TRT870"
"2550","ES755480","TRT870"
"2551","ES755481","TRT870"
"2552","ES755482","TRT870"
"2553","ES755483","TRT870"
"2554","ES755484","TRT870"
"2555","ES755485","TRT870"
"2556","ES755486","TRT870"
"2557","ES755487","TRT870"
"2558","ES755488","TRT870"
"2559","ES755489","TRT870"
"2560","ES755490","TRT870"
"2561","ES755491","TRT870"
"2562","ES755492","TRT870"
"2563","ES755493","TRT870"
"2564","ES755494","TRT870"
"2565","ES755495","TRT870"
"2566","ES755496","TRT870"
"2567","ES755497","TRT870"
"2568","ES755498","TRT870"
"2569","ES755499","TRT870"
"2570","ES755500","TRT870"
"2571","ES755501","TRT870"
"2572","ES755502","TRT870"
"2573","ES755503","TRT870"
"2574","ES755504","TRT870"
"2575","ES755505","TRT870"
"2576","ES755506","TRT870"
"2577","ES755507","TRT870"
"2578","ES755508","TRT870"
"2579","ES755509","TRT870"
"2580","ES755510","TRT870"
"2581","ES755511","TRT870"
"2582","ES755512","TRT870"
"2583","ES755513","TRT870"
"2584","ES755514","TRT870"
"2585","ES755515","TRT870"
"2586","ES755516","TRT870"
"2587","ES755517","TRT870"
"2588","ES755518","TRT870"
"2589","ES755519","TRT870"
"2590","ES755520","TRT870"
"2591","ES755521","TRT870"
"2592","ES755522","TRT870"
"2593","ES755523","TRT870"
"2594","ES755524","TRT870"
"2595","ES755525","TRT870"
"2596","ES755526","TRT870"
"2597","ES755527","TRT870"
"2598","ES755528","TRT870"
"2599","ES755529","TRT870"
"2600","ES755530","TRT870"
"2601","ES755531","TRT870"
"2602","ES755532","TRT870"
"2603","ES755533","TRT870"
"2604","ES755534","TRT870"
"2605","ES755535","TRT870"
"2606","ES755536","TRT870"
"2607","ES755537","TRT870"
"2608","ES755538","TRT870"
"2609","ES755539","TRT870"
"2610","ES755540","TRT870"
"2611","ES755541","TRT870"
"2612","ES755542","TRT870"
"2613","ES755543","TRT870"
"2614","ES755544","TRT870"
"2615","ES755545","TRT870"
"2616","ES755546","TRT870"
"2617","ES755547","TRT870"
"2618","ES755548","TRT870"
"2619","ES755549","TRT870"
"2620","ES755550","TRT870"
"2621","ES755551","TRT870"
"2622","ES755552","TRT870"
"2623","ES755553","TRT870"
"2624","ES755554","TRT870"
"2625","ES755555","TRT870"
"2626","ES755556","TRT870"
"2627","ES755557","TRT870"
"2628","ES755558","TRT870"
"2629","ES755559","TRT870"
"2630","ES755560","TRT870"
"2631","ES755561","TRT870"
"2632","ES755562","TRT870"
"2633","ES755563","TRT870"
"2634","ES755564","TRT870"
"2635","ES755565","TRT870"
"2636","ES755566","TRT870"
"2637","ES755567","TRT870"
"2638","ES755568","TRT870"
"2639","ES755569","TRT870"
"2640","ES755570","TRT870"
"2641","ES755571","TRT870"
"2642","ES755572","TRT870"
"2643","ES755573","TRT870"
"2644","ES755574","TRT870"
"2645","ES755575","TRT870"
"2646","ES755576","TRT870"
"2647","ES755577","TRT870"
"2648","ES755578","TRT870"
"2649","ES755579","TRT870"
"2650","ES755580","TRT870"
"2651","ES755581","TRT870"
"2652","ES755582","TRT870"
"2653","ES755583","TRT870"
"2654","ES755584","TRT870"
"2655","ES755585","TRT870"
"2656","ES755586","TRT870"
"2657","ES755587","TRT870"
"2658","ES755588","TRT870"
"2659","ES755589","TRT870"
"2660","ES755590","TRT870"
"2661","ES755591","TRT870"
"2662","ES755592","TRT870"
"2663","ES755593","TRT870"
"2664","ES755594","TRT870"
"2665","ES755595","TRT870"
"2666","ES755596","TRT870"
"2667","ES755597","TRT870"
"2668","ES755598","TRT870"
"2669","ES755599","TRT870"
"2670","ES755600","TRT870"
"2671","ES755601","TRT870"
"2672","ES755602","TRT870"
"2673","ES755603","TRT870"
"2674","ES755604","TRT870"
"2675","ES755605","TRT870"
"2676","ES755606","TRT870"
"2677","ES755607","TRT870"
"2678","ES755608","TRT870"
"2679","ES755609","TRT870"
"2680","ES755610","TRT870"
"2681","ES755611","TRT870"
"2682","ES755612","TRT870"
"2683","ES755613","TRT870"
"2684","ES755614","TRT870"
"2685","ES755615","TRT870"
"2686","ES755616","TRT870"
"2687","ES755617","TRT870"
"2688","ES755618","TRT870"
"2689","ES755619","TRT870"
"2690","ES755620","TRT870"
"2691","ES755621","TRT870"
"2692","ES755622","TRT870"
"2693","ES755623","TRT870"
"2694","ES755624","TRT870"
"2695","ES755625","TRT870"
"2696","ES755626","TRT870"
"2697","ES755627","TRT870"
"2698","ES755628","TRT870"
"2699","ES755629","TRT870"
"2700","ES755630","TRT870"
"2701","ES755631","TRT870"
"2702","ES755632","TRT870"
"2703","ES755633","TRT870"
"2704","ES755634","TRT870"
"2705","ES755635","TRT870"
"2706","ES755636","TRT870"
"2707","ES755637","TRT870"
"2708","ES755638","TRT870"
"2709","ES755639","TRT870"
"2710","ES755640","TRT870"
"2711","ES755641","TRT870"
"2712","ES755642","TRT870"
"2713","ES755643","TRT870"
"2714","ES755644","TRT870"
"2715","ES755645","TRT870"
"2716","ES755646","TRT870"
"2717","ES755647","TRT870"
"2718","ES755648","TRT870"
"2719","ES755649","TRT870"
"2720","ES755650","TRT870"
"2721","ES755651","TRT870"
"2722","ES755652","TRT870"
"2723","ES755653","TRT870"
"2724","ES755654","TRT870"
"2725","ES755655","TRT870"
"2726","ES755656","TRT870"
"2727","ES755657","TRT870"
"2728","ES755658","TRT870"
"2729","ES755659","TRT870"
"2730","ES755660","TRT870"
"2731","ES755661","TRT870"
"2732","ES755662","TRT870"
"2733","ES755663","TRT870"
"2734","ES755664","TRT870"
"2735","ES755665","TRT870"
"2736","ES755666","TRT870"
"2737","ES755667","TRT870"
"2738","ES755668","TRT870"
"2739","ES755669","TRT870"
"2740","ES755670","TRT870"
"2741","ES755671","TRT870"
"2742","ES755672","TRT870"
"2743","ES755673","TRT870"
"2744","ES755674","TRT870"
"2745","ES755675","TRT870"
"2746","ES755676","TRT870"
"2747","ES755677","TRT870"
"2748","ES755678","TRT870"
"2749","ES755679","TRT870"
"2750","ES755680","TRT870"
"2751","ES755681","TRT870"
"2752","ES755682","TRT870"
"2753","ES755683","TRT870"
"2754","ES755684","TRT870"
"2755","ES755685","TRT870"
"2756","ES755686","TRT870"
"2757","ES755687","TRT870"
"2758","ES755688","TRT870"
"2759","ES755689","TRT870"
"2760","ES755690","TRT870"
"2761","ES755691","TRT870"
"2762","ES755692","TRT870"
"2763","ES755693","TRT870"
"2764","ES755694","TRT870"
"2765","ES755695","TRT870"
"2766","ES755696","TRT870"
"2767","ES755697","TRT870"
"2768","ES755698","TRT870"
"2769","ES755699","TRT870"
"2770","ES755700","TRT870"
"2771","ES755701","TRT870"
"2772","ES755702","TRT870"
"2773","ES755703","TRT870"
"2774","ES755704","TRT870"
"2775","ES755705","TRT870"
"2776","ES755706","TRT870"
"2777","ES755707","TRT870"
"2778","ES755708","TRT870"
"2779","ES755709","TRT870"
"2780","ES755710","TRT870"
"2781","ES755711","TRT870"
"2782","ES755712","TRT870"
"2783","ES755713","TRT870"
"2784","ES755714","TRT870"
"2785","ES755715","TRT870"
"2786","ES755716","TRT870"
"2787","ES755717","TRT870"
"2788","ES755718","TRT870"
"2789","ES755719","TRT870"
"2790","ES755720","TRT870"
"2791","ES755721","TRT870"
"2792","ES755722","TRT870"
"2793","ES755723","TRT870"
"2794","ES755724","TRT870"
"2795","ES755725","TRT870"
"2796","ES755726","TRT870"
"2797","ES755727","TRT870"
"2798","ES755728","TRT870"
"2799","ES755729","TRT870"
"2800","ES755730","TRT870"
"2801","ES755731","TRT870"
"2802","ES755732","TRT870"
"2803","ES755733","TRT870"
"2804","ES755734","TRT870"
"2805","ES755735","TRT870"
"2806","ES755736","TRT870"
"2807","ES755737","TRT870"
"2808","ES755738","TRT870"
"2809","ES755739","TRT870"
"2810","ES755740","TRT870"
"2811","ES755741","TRT870"
"2812","ES755742","TRT870"
"2813","ES755743","TRT870"
"2814","ES755744","TRT870"
"2815","ES755745","TRT870"
"2816","ES755746","TRT870"
"2817","ES755747","TRT870"
"2818","ES755748","TRT870"
"2819","ES755749","TRT870"
"2820","ES755750","TRT870"
"2821","ES755751","TRT870"
"2822","ES755752","TRT870"
"2823","ES755753","TRT870"
"2824","ES755754","TRT870"
"2825","ES755755","TRT870"
"2826","ES755756","TRT870"
"2827","ES755757","TRT870"
"2828","ES755758","TRT870"
"2829","ES755759","TRT870"
"2830","ES755760","TRT870"
"2831","ES755761","TRT870"
"2832","ES755762","TRT870"
"2833","ES755763","TRT870"
"2834","ES755764","TRT870"
"2835","ES755765","TRT870"
"2836","ES755766","TRT870"
"2837","ES755767","TRT870"
"2838","ES755768","TRT870"
"2839","ES755769","TRT870"
"2840","ES755770","TRT870"
"2841","ES755771","TRT870"
"2842","ES755772","TRT870"
"2843","ES755773","TRT870"
"2844","ES755774","TRT870"
"2845","ES755775","TRT870"
"2846","ES755776","TRT870"
"2847","ES755777","TRT870"
"2848","ES755778","TRT870"
"2849","ES755779","TRT870"
"2850","ES755780","TRT870"
"2851","ES755781","TRT870"
"2852","ES755782","TRT870"
"2853","ES755783","TRT870"
"2854","ES755784","TRT870"
"2855","ES755785","TRT870"
