"","EXPSAMPLE_ACCESSION","DESCRIPTION","EXPERIMENT_ACCESSION","NAME","RESULT_SCHEMA","UPLOAD_RESULT_STATUS","WORKSPACE_ID"
"1472","ES754217","","EXP11770",NA,"FCM","Parsed",2799
"1473","ES754218","","EXP11770",NA,"FCM","Parsed",2799
"1474","ES754219","","EXP11770",NA,"FCM","Parsed",2799
"1475","ES754220","","EXP11770",NA,"FCM","Parsed",2799
"1476","ES754221","","EXP11770",NA,"FCM","Parsed",2799
"1477","ES754222","","EXP11770",NA,"FCM","Parsed",2799
"1478","ES754223","","EXP11770",NA,"FCM","Parsed",2799
"1479","ES754224","","EXP11770",NA,"FCM","Parsed",2799
"1480","ES754225","","EXP11770",NA,"FCM","Parsed",2799
"1481","ES754226","","EXP11770",NA,"FCM","Parsed",2799
"1482","ES754227","","EXP11770",NA,"FCM","Parsed",2799
"1483","ES754228","","EXP11770",NA,"FCM","Parsed",2799
"1484","ES754229","","EXP11770",NA,"FCM","Parsed",2799
"1485","ES754230","","EXP11770",NA,"FCM","Parsed",2799
"1486","ES754231","","EXP11770",NA,"FCM","Parsed",2799
"1487","ES754232","","EXP11770",NA,"FCM","Parsed",2799
"1488","ES754233","","EXP11770",NA,"FCM","Parsed",2799
"1489","ES754234","","EXP11770",NA,"FCM","Parsed",2799
"1490","ES754235","","EXP11770",NA,"FCM","Parsed",2799
"1491","ES754236","","EXP11770",NA,"FCM","Parsed",2799
"1492","ES754237","","EXP11770",NA,"FCM","Parsed",2799
"1493","ES754238","","EXP11770",NA,"FCM","Parsed",2799
"1494","ES754239","","EXP11770",NA,"FCM","Parsed",2799
"1495","ES754240","","EXP11770",NA,"FCM","Parsed",2799
"1496","ES754241","","EXP11770",NA,"FCM","Parsed",2799
"1497","ES754242","","EXP11770",NA,"FCM","Parsed",2799
"1498","ES754243","","EXP11770",NA,"FCM","Parsed",2799
"1499","ES754244","","EXP11770",NA,"FCM","Parsed",2799
"1500","ES754245","","EXP11770",NA,"FCM","Parsed",2799
"1501","ES754246","","EXP11770",NA,"FCM","Parsed",2799
"1502","ES754247","","EXP11770",NA,"FCM","Parsed",2799
"1503","ES754248","","EXP11770",NA,"FCM","Parsed",2799
"1504","ES754249","","EXP11770",NA,"FCM","Parsed",2799
"1505","ES754250","","EXP11770",NA,"FCM","Parsed",2799
"1506","ES754251","","EXP11770",NA,"FCM","Parsed",2799
"1507","ES754252","","EXP11770",NA,"FCM","Parsed",2799
"1508","ES754253","","EXP11770",NA,"FCM","Parsed",2799
"1509","ES754254","","EXP11770",NA,"FCM","Parsed",2799
"1510","ES754255","","EXP11770",NA,"FCM","Parsed",2799
"1511","ES754256","","EXP11770",NA,"FCM","Parsed",2799
"1512","ES754257","","EXP11770",NA,"FCM","Parsed",2799
"1513","ES754258","","EXP11770",NA,"FCM","Parsed",2799
"1514","ES754259","","EXP11770",NA,"FCM","Parsed",2799
"1515","ES754260","","EXP11770",NA,"FCM","Parsed",2799
"1516","ES754261","","EXP11770",NA,"FCM","Parsed",2799
"1517","ES754262","","EXP11770",NA,"FCM","Parsed",2799
"1518","ES754263","","EXP11770",NA,"FCM","Parsed",2799
"1519","ES754264","","EXP11770",NA,"FCM","Parsed",2799
"1520","ES754265","","EXP11770",NA,"FCM","Parsed",2799
"1521","ES754266","","EXP11770",NA,"FCM","Parsed",2799
"1522","ES754267","","EXP11770",NA,"FCM","Parsed",2799
"1523","ES754268","","EXP11770",NA,"FCM","Parsed",2799
"1524","ES754269","","EXP11770",NA,"FCM","Parsed",2799
"1525","ES754270","","EXP11770",NA,"FCM","Parsed",2799
"1526","ES754271","","EXP11770",NA,"FCM","Parsed",2799
"1527","ES754272","","EXP11770",NA,"FCM","Parsed",2799
"1528","ES754273","","EXP11770",NA,"FCM","Parsed",2799
"1529","ES754274","","EXP11770",NA,"FCM","Parsed",2799
"1530","ES754275","","EXP11770",NA,"FCM","Parsed",2799
"1531","ES754276","","EXP11770",NA,"FCM","Parsed",2799
"1532","ES754277","","EXP11770",NA,"FCM","Parsed",2799
"1533","ES754278","","EXP11770",NA,"FCM","Parsed",2799
"1534","ES754279","","EXP11770",NA,"FCM","Parsed",2799
"1535","ES754280","","EXP11770",NA,"FCM","Parsed",2799
"1536","ES754281","","EXP11770",NA,"FCM","Parsed",2799
"1537","ES754282","","EXP11770",NA,"FCM","Parsed",2799
"1538","ES754283","","EXP11770",NA,"FCM","Parsed",2799
"1539","ES754284","","EXP11770",NA,"FCM","Parsed",2799
"1540","ES754285","","EXP11770",NA,"FCM","Parsed",2799
"1541","ES754286","","EXP11770",NA,"FCM","Parsed",2799
"1542","ES754287","","EXP11770",NA,"FCM","Parsed",2799
"1543","ES754288","","EXP11770",NA,"FCM","Parsed",2799
"1544","ES754289","","EXP11770",NA,"FCM","Parsed",2799
"1545","ES754290","","EXP11770",NA,"FCM","Parsed",2799
"1546","ES754291","","EXP11770",NA,"FCM","Parsed",2799
"1547","ES754292","","EXP11770",NA,"FCM","Parsed",2799
"1548","ES754293","","EXP11770",NA,"FCM","Parsed",2799
"1549","ES754294","","EXP11770",NA,"FCM","Parsed",2799
"1550","ES754295","","EXP11770",NA,"FCM","Parsed",2799
"1551","ES754296","","EXP11770",NA,"FCM","Parsed",2799
"1552","ES754297","","EXP11770",NA,"FCM","Parsed",2799
"1553","ES754298","","EXP11770",NA,"FCM","Parsed",2799
"1554","ES754299","","EXP11770",NA,"FCM","Parsed",2799
"1555","ES754300","","EXP11770",NA,"FCM","Parsed",2799
"1556","ES754301","","EXP11770",NA,"FCM","Parsed",2799
"1557","ES754302","","EXP11770",NA,"FCM","Parsed",2799
"1558","ES754303","","EXP11770",NA,"FCM","Parsed",2799
"1559","ES754304","","EXP11770",NA,"FCM","Parsed",2799
"1560","ES754305","","EXP11770",NA,"FCM","Parsed",2799
"1561","ES754306","","EXP11770",NA,"FCM","Parsed",2799
"1562","ES754307","","EXP11770",NA,"FCM","Parsed",2799
"1563","ES754308","","EXP11770",NA,"FCM","Parsed",2799
"1564","ES754309","","EXP11770",NA,"FCM","Parsed",2799
"1565","ES754310","","EXP11770",NA,"FCM","Parsed",2799
"1566","ES754311","","EXP11770",NA,"FCM","Parsed",2799
"1567","ES754312","","EXP11770",NA,"FCM","Parsed",2799
"1568","ES754313","","EXP11770",NA,"FCM","Parsed",2799
"1569","ES754314","","EXP11770",NA,"FCM","Parsed",2799
"1570","ES754315","","EXP11770",NA,"FCM","Parsed",2799
"1571","ES754316","","EXP11770",NA,"FCM","Parsed",2799
"1572","ES754317","","EXP11770",NA,"FCM","Parsed",2799
"1573","ES754318","","EXP11770",NA,"FCM","Parsed",2799
"1574","ES754319","","EXP11770",NA,"FCM","Parsed",2799
"1575","ES754320","","EXP11770",NA,"FCM","Parsed",2799
"1576","ES754321","","EXP11770",NA,"FCM","Parsed",2799
"1577","ES754322","","EXP11770",NA,"FCM","Parsed",2799
"1578","ES754323","","EXP11770",NA,"FCM","Parsed",2799
"1579","ES754324","","EXP11770",NA,"FCM","Parsed",2799
"1580","ES754325","","EXP11770",NA,"FCM","Parsed",2799
"1581","ES754326","","EXP11770",NA,"FCM","Parsed",2799
"1582","ES754327","","EXP11770",NA,"FCM","Parsed",2799
"1583","ES754328","","EXP11770",NA,"FCM","Parsed",2799
"1584","ES754329","","EXP11770",NA,"FCM","Parsed",2799
"1585","ES754330","","EXP11770",NA,"FCM","Parsed",2799
"1586","ES754331","","EXP11770",NA,"FCM","Parsed",2799
"1587","ES754332","","EXP11770",NA,"FCM","Parsed",2799
"1588","ES754333","","EXP11770",NA,"FCM","Parsed",2799
"1589","ES754334","","EXP11770",NA,"FCM","Parsed",2799
"1590","ES754335","","EXP11770",NA,"FCM","Parsed",2799
"1591","ES754336","","EXP11770",NA,"FCM","Parsed",2799
"1592","ES754337","","EXP11770",NA,"FCM","Parsed",2799
"1593","ES754338","","EXP11770",NA,"FCM","Parsed",2799
"1594","ES754339","","EXP11770",NA,"FCM","Parsed",2799
"1595","ES754340","","EXP11770",NA,"FCM","Parsed",2799
"1596","ES754341","","EXP11770",NA,"FCM","Parsed",2799
"1597","ES754342","","EXP11770",NA,"FCM","Parsed",2799
"1598","ES754343","","EXP11770",NA,"FCM","Parsed",2799
"1599","ES754344","","EXP11770",NA,"FCM","Parsed",2799
"1600","ES754345","","EXP11770",NA,"FCM","Parsed",2799
"1601","ES754346","","EXP11770",NA,"FCM","Parsed",2799
"1602","ES754347","","EXP11770",NA,"FCM","Parsed",2799
"1603","ES754348","","EXP11770",NA,"FCM","Parsed",2799
"1604","ES754349","","EXP11770",NA,"FCM","Parsed",2799
"1605","ES754350","","EXP11770",NA,"FCM","Parsed",2799
"1606","ES754351","","EXP11770",NA,"FCM","Parsed",2799
"1607","ES754352","","EXP11770",NA,"FCM","Parsed",2799
"1608","ES754353","","EXP11770",NA,"FCM","Parsed",2799
"1609","ES754354","","EXP11770",NA,"FCM","Parsed",2799
"1610","ES754355","","EXP11770",NA,"FCM","Parsed",2799
"1611","ES754356","","EXP11770",NA,"FCM","Parsed",2799
"1612","ES754357","","EXP11770",NA,"FCM","Parsed",2799
"1613","ES754358","","EXP11770",NA,"FCM","Parsed",2799
"1614","ES754359","","EXP11770",NA,"FCM","Parsed",2799
"1615","ES754360","","EXP11770",NA,"FCM","Parsed",2799
"1616","ES754361","","EXP11770",NA,"FCM","Parsed",2799
"1617","ES754362","","EXP11770",NA,"FCM","Parsed",2799
"1618","ES754363","","EXP11770",NA,"FCM","Parsed",2799
"1619","ES754364","","EXP11770",NA,"FCM","Parsed",2799
"1620","ES754365","","EXP11770",NA,"FCM","Parsed",2799
"1621","ES754366","","EXP11770",NA,"FCM","Parsed",2799
"1622","ES754367","","EXP11770",NA,"FCM","Parsed",2799
"1623","ES754368","","EXP11770",NA,"FCM","Parsed",2799
"1624","ES754369","","EXP11770",NA,"FCM","Parsed",2799
"1625","ES754370","","EXP11770",NA,"FCM","Parsed",2799
"1626","ES754371","","EXP11770",NA,"FCM","Parsed",2799
"1627","ES754372","","EXP11770",NA,"FCM","Parsed",2799
"1628","ES754373","","EXP11770",NA,"FCM","Parsed",2799
"1629","ES754374","","EXP11770",NA,"FCM","Parsed",2799
"1630","ES754375","","EXP11770",NA,"FCM","Parsed",2799
"1631","ES754376","","EXP11770",NA,"FCM","Parsed",2799
"1632","ES754377","","EXP11770",NA,"FCM","Parsed",2799
"1633","ES754378","","EXP11770",NA,"FCM","Parsed",2799
"1634","ES754379","","EXP11770",NA,"FCM","Parsed",2799
"1635","ES754380","","EXP11770",NA,"FCM","Parsed",2799
"1636","ES754381","","EXP11770",NA,"FCM","Parsed",2799
"1637","ES754382","","EXP11770",NA,"FCM","Parsed",2799
"1638","ES754383","","EXP11770",NA,"FCM","Parsed",2799
"1639","ES754384","","EXP11770",NA,"FCM","Parsed",2799
"1640","ES754385","","EXP11770",NA,"FCM","Parsed",2799
"1641","ES754386","","EXP11770",NA,"FCM","Parsed",2799
"1642","ES754387","","EXP11770",NA,"FCM","Parsed",2799
"1643","ES754388","","EXP11770",NA,"FCM","Parsed",2799
"1644","ES754389","","EXP11770",NA,"FCM","Parsed",2799
"1645","ES754390","","EXP11770",NA,"FCM","Parsed",2799
"1646","ES754391","","EXP11770",NA,"FCM","Parsed",2799
"1647","ES754392","","EXP11770",NA,"FCM","Parsed",2799
"1648","ES754393","","EXP11770",NA,"FCM","Parsed",2799
"1649","ES754394","","EXP11770",NA,"FCM","Parsed",2799
"1650","ES754395","","EXP11770",NA,"FCM","Parsed",2799
"1651","ES754396","","EXP11770",NA,"FCM","Parsed",2799
"1652","ES754397","","EXP11770",NA,"FCM","Parsed",2799
"1653","ES754398","","EXP11770",NA,"FCM","Parsed",2799
"1654","ES754399","","EXP11770",NA,"FCM","Parsed",2799
"1655","ES754400","","EXP11770",NA,"FCM","Parsed",2799
"1656","ES754401","","EXP11770",NA,"FCM","Parsed",2799
"1657","ES754402","","EXP11770",NA,"FCM","Parsed",2799
"1658","ES754403","","EXP11770",NA,"FCM","Parsed",2799
"1659","ES754404","","EXP11770",NA,"FCM","Parsed",2799
"1660","ES754405","","EXP11770",NA,"FCM","Parsed",2799
"1661","ES754406","","EXP11770",NA,"FCM","Parsed",2799
"1662","ES754407","","EXP11770",NA,"FCM","Parsed",2799
"1663","ES754408","","EXP11770",NA,"FCM","Parsed",2799
"1664","ES754409","","EXP11770",NA,"FCM","Parsed",2799
"1665","ES754410","","EXP11770",NA,"FCM","Parsed",2799
"1666","ES754411","","EXP11770",NA,"FCM","Parsed",2799
"1667","ES754412","","EXP11770",NA,"FCM","Parsed",2799
"1668","ES754413","","EXP11770",NA,"FCM","Parsed",2799
"1669","ES754414","","EXP11770",NA,"FCM","Parsed",2799
"1670","ES754415","","EXP11770",NA,"FCM","Parsed",2799
"1671","ES754416","","EXP11770",NA,"FCM","Parsed",2799
"1672","ES754417","","EXP11770",NA,"FCM","Parsed",2799
"1673","ES754418","","EXP11770",NA,"FCM","Parsed",2799
"1674","ES754419","","EXP11770",NA,"FCM","Parsed",2799
"1675","ES754420","","EXP11770",NA,"FCM","Parsed",2799
"1676","ES754421","","EXP11770",NA,"FCM","Parsed",2799
"1677","ES754422","","EXP11770",NA,"FCM","Parsed",2799
"1678","ES754423","","EXP11770",NA,"FCM","Parsed",2799
"1679","ES754424","","EXP11770",NA,"FCM","Parsed",2799
"1680","ES754425","","EXP11770",NA,"FCM","Parsed",2799
"1681","ES754426","","EXP11770",NA,"FCM","Parsed",2799
"1682","ES754427","","EXP11770",NA,"FCM","Parsed",2799
"1683","ES754428","","EXP11770",NA,"FCM","Parsed",2799
"1684","ES754429","","EXP11770",NA,"FCM","Parsed",2799
"1685","ES754430","","EXP11770",NA,"FCM","Parsed",2799
"1686","ES754431","","EXP11770",NA,"FCM","Parsed",2799
"1687","ES754432","","EXP11770",NA,"FCM","Parsed",2799
"1688","ES754433","","EXP11770",NA,"FCM","Parsed",2799
"1689","ES754434","","EXP11770",NA,"FCM","Parsed",2799
"1690","ES754435","","EXP11770",NA,"FCM","Parsed",2799
"1691","ES754436","","EXP11770",NA,"FCM","Parsed",2799
"1692","ES754437","","EXP11770",NA,"FCM","Parsed",2799
"1693","ES754438","","EXP11770",NA,"FCM","Parsed",2799
"1694","ES754439","","EXP11770",NA,"FCM","Parsed",2799
"1695","ES754440","","EXP11770",NA,"FCM","Parsed",2799
"1696","ES754441","","EXP11770",NA,"FCM","Parsed",2799
"1697","ES754442","","EXP11770",NA,"FCM","Parsed",2799
"1698","ES754443","","EXP11770",NA,"FCM","Parsed",2799
"1699","ES754444","","EXP11770",NA,"FCM","Parsed",2799
"1700","ES754445","","EXP11770",NA,"FCM","Parsed",2799
"1701","ES754446","","EXP11770",NA,"FCM","Parsed",2799
"1702","ES754447","","EXP11770",NA,"FCM","Parsed",2799
"1703","ES754448","","EXP11770",NA,"FCM","Parsed",2799
"1704","ES754449","","EXP11770",NA,"FCM","Parsed",2799
"1705","ES754450","","EXP11770",NA,"FCM","Parsed",2799
"1706","ES754451","","EXP11770",NA,"FCM","Parsed",2799
"1707","ES754452","","EXP11770",NA,"FCM","Parsed",2799
"1708","ES754453","","EXP11770",NA,"FCM","Parsed",2799
"1709","ES754454","","EXP11770",NA,"FCM","Parsed",2799
"1710","ES754455","","EXP11770",NA,"FCM","Parsed",2799
"1711","ES754456","","EXP11770",NA,"FCM","Parsed",2799
"1712","ES754457","","EXP11770",NA,"FCM","Parsed",2799
"1713","ES754458","","EXP11770",NA,"FCM","Parsed",2799
"1714","ES754459","","EXP11770",NA,"FCM","Parsed",2799
"1715","ES754460","","EXP11770",NA,"FCM","Parsed",2799
"1716","ES754461","","EXP11770",NA,"FCM","Parsed",2799
"1717","ES754462","","EXP11770",NA,"FCM","Parsed",2799
"1718","ES754463","","EXP11770",NA,"FCM","Parsed",2799
"1719","ES754464","","EXP11770",NA,"FCM","Parsed",2799
"1720","ES754465","","EXP11770",NA,"FCM","Parsed",2799
"1721","ES754466","","EXP11770",NA,"FCM","Parsed",2799
"1722","ES754467","","EXP11770",NA,"FCM","Parsed",2799
"1723","ES754468","","EXP11770",NA,"FCM","Parsed",2799
"1724","ES754469","","EXP11770",NA,"FCM","Parsed",2799
"1725","ES754470","","EXP11770",NA,"FCM","Parsed",2799
"1726","ES754471","","EXP11770",NA,"FCM","Parsed",2799
"1727","ES754472","","EXP11770",NA,"FCM","Parsed",2799
"1728","ES754473","","EXP11770",NA,"FCM","Parsed",2799
"1729","ES754474","","EXP11770",NA,"FCM","Parsed",2799
"1730","ES754475","","EXP11770",NA,"FCM","Parsed",2799
"1731","ES754476","","EXP11770",NA,"FCM","Parsed",2799
"1732","ES754477","","EXP11770",NA,"FCM","Parsed",2799
"1733","ES754478","","EXP11770",NA,"FCM","Parsed",2799
"1734","ES754479","","EXP11770",NA,"FCM","Parsed",2799
"1735","ES754480","","EXP11770",NA,"FCM","Parsed",2799
"1736","ES754481","","EXP11770",NA,"FCM","Parsed",2799
"1737","ES754482","","EXP11770",NA,"FCM","Parsed",2799
"1738","ES754483","","EXP11770",NA,"FCM","Parsed",2799
"1739","ES754484","","EXP11770",NA,"FCM","Parsed",2799
"1740","ES754485","","EXP11770",NA,"FCM","Parsed",2799
"1741","ES754486","","EXP11770",NA,"FCM","Parsed",2799
"1742","ES754487","","EXP11770",NA,"FCM","Parsed",2799
"1743","ES754488","","EXP11770",NA,"FCM","Parsed",2799
"1744","ES754489","","EXP11770",NA,"FCM","Parsed",2799
"1745","ES754490","","EXP11770",NA,"FCM","Parsed",2799
"1746","ES754491","","EXP11770",NA,"FCM","Parsed",2799
"1747","ES754492","","EXP11770",NA,"FCM","Parsed",2799
"1748","ES754493","","EXP11770",NA,"FCM","Parsed",2799
"1749","ES754494","","EXP11770",NA,"FCM","Parsed",2799
"1750","ES754495","","EXP11770",NA,"FCM","Parsed",2799
"1751","ES754496","","EXP11770",NA,"FCM","Parsed",2799
"1752","ES754497","","EXP11770",NA,"FCM","Parsed",2799
"1753","ES754498","","EXP11770",NA,"FCM","Parsed",2799
"1754","ES754499","","EXP11770",NA,"FCM","Parsed",2799
"1755","ES754500","","EXP11770",NA,"FCM","Parsed",2799
"1756","ES754501","","EXP11770",NA,"FCM","Parsed",2799
"1757","ES754502","","EXP11770",NA,"FCM","Parsed",2799
"1758","ES754503","","EXP11770",NA,"FCM","Parsed",2799
"1759","ES754504","","EXP11770",NA,"FCM","Parsed",2799
"1760","ES754505","","EXP11770",NA,"FCM","Parsed",2799
"1761","ES754506","","EXP11770",NA,"FCM","Parsed",2799
"1762","ES754507","","EXP11770",NA,"FCM","Parsed",2799
"1763","ES754508","","EXP11770",NA,"FCM","Parsed",2799
"1764","ES754509","","EXP11770",NA,"FCM","Parsed",2799
"1765","ES754510","","EXP11770",NA,"FCM","Parsed",2799
"1766","ES754511","","EXP11770",NA,"FCM","Parsed",2799
"1767","ES754512","","EXP11770",NA,"FCM","Parsed",2799
"1768","ES754513","","EXP11770",NA,"FCM","Parsed",2799
"1769","ES754514","","EXP11770",NA,"FCM","Parsed",2799
"1770","ES754515","","EXP11770",NA,"FCM","Parsed",2799
"1771","ES754516","","EXP11770",NA,"FCM","Parsed",2799
"1772","ES754517","","EXP11770",NA,"FCM","Parsed",2799
"1773","ES754518","","EXP11770",NA,"FCM","Parsed",2799
"1774","ES754519","","EXP11770",NA,"FCM","Parsed",2799
"1775","ES754520","","EXP11770",NA,"FCM","Parsed",2799
"1776","ES754521","","EXP11770",NA,"FCM","Parsed",2799
"1777","ES754522","","EXP11770",NA,"FCM","Parsed",2799
"1778","ES754523","","EXP11770",NA,"FCM","Parsed",2799
"1779","ES754524","","EXP11770",NA,"FCM","Parsed",2799
"1780","ES754525","","EXP11770",NA,"FCM","Parsed",2799
"1781","ES754526","","EXP11770",NA,"FCM","Parsed",2799
"1782","ES754527","","EXP11770",NA,"FCM","Parsed",2799
"1783","ES754528","","EXP11770",NA,"FCM","Parsed",2799
"1784","ES754529","","EXP11770",NA,"FCM","Parsed",2799
"1785","ES754530","","EXP11770",NA,"FCM","Parsed",2799
"1786","ES754531","","EXP11770",NA,"FCM","Parsed",2799
"1787","ES754532","","EXP11770",NA,"FCM","Parsed",2799
"1788","ES754533","","EXP11770",NA,"FCM","Parsed",2799
"1789","ES754534","","EXP11770",NA,"FCM","Parsed",2799
"1790","ES754535","","EXP11770",NA,"FCM","Parsed",2799
"1791","ES754536","","EXP11770",NA,"FCM","Parsed",2799
"1792","ES754537","","EXP11770",NA,"FCM","Parsed",2799
"1793","ES754538","","EXP11770",NA,"FCM","Parsed",2799
"1794","ES754539","","EXP11770",NA,"FCM","Parsed",2799
"1795","ES754540","","EXP11770",NA,"FCM","Parsed",2799
"1796","ES754541","","EXP11770",NA,"FCM","Parsed",2799
"1797","ES754542","","EXP11770",NA,"FCM","Parsed",2799
"1798","ES754543","","EXP11770",NA,"FCM","Parsed",2799
"1799","ES754544","","EXP11770",NA,"FCM","Parsed",2799
"1800","ES754545","","EXP11770",NA,"FCM","Parsed",2799
"1801","ES754546","","EXP11770",NA,"FCM","Parsed",2799
"1802","ES754547","","EXP11770",NA,"FCM","Parsed",2799
"1803","ES754548","","EXP11770",NA,"FCM","Parsed",2799
"1804","ES754549","","EXP11770",NA,"FCM","Parsed",2799
"1805","ES754550","","EXP11770",NA,"FCM","Parsed",2799
"1806","ES754551","","EXP11770",NA,"FCM","Parsed",2799
"1807","ES754552","","EXP11770",NA,"FCM","Parsed",2799
"1808","ES754553","","EXP11770",NA,"FCM","Parsed",2799
"1809","ES754554","","EXP11770",NA,"FCM","Parsed",2799
"1810","ES754555","","EXP11770",NA,"FCM","Parsed",2799
"1811","ES754556","","EXP11770",NA,"FCM","Parsed",2799
"1812","ES754557","","EXP11770",NA,"FCM","Parsed",2799
"1813","ES754558","","EXP11770",NA,"FCM","Parsed",2799
"1814","ES754559","","EXP11770",NA,"FCM","Parsed",2799
"1815","ES754560","","EXP11770",NA,"FCM","Parsed",2799
"1816","ES754561","","EXP11770",NA,"FCM","Parsed",2799
"1817","ES754562","","EXP11770",NA,"FCM","Parsed",2799
"1818","ES754563","","EXP11770",NA,"FCM","Parsed",2799
"1819","ES754564","","EXP11770",NA,"FCM","Parsed",2799
"1820","ES754565","","EXP11770",NA,"FCM","Parsed",2799
"1821","ES754566","","EXP11770",NA,"FCM","Parsed",2799
"1822","ES754567","","EXP11770",NA,"FCM","Parsed",2799
"1823","ES754568","","EXP11770",NA,"FCM","Parsed",2799
"1824","ES754569","","EXP11770",NA,"FCM","Parsed",2799
"1825","ES754570","","EXP11770",NA,"FCM","Parsed",2799
"1826","ES754571","","EXP11770",NA,"FCM","Parsed",2799
"1827","ES754572","","EXP11770",NA,"FCM","Parsed",2799
"1828","ES754573","","EXP11770",NA,"FCM","Parsed",2799
"1829","ES754574","","EXP11770",NA,"FCM","Parsed",2799
"1830","ES754575","","EXP11770",NA,"FCM","Parsed",2799
"1831","ES754576","","EXP11770",NA,"FCM","Parsed",2799
"1832","ES754577","","EXP11770",NA,"FCM","Parsed",2799
"1833","ES754578","","EXP11770",NA,"FCM","Parsed",2799
"1834","ES754579","","EXP11770",NA,"FCM","Parsed",2799
"1835","ES754580","","EXP11770",NA,"FCM","Parsed",2799
"1836","ES754581","","EXP11770",NA,"FCM","Parsed",2799
"1837","ES754582","","EXP11770",NA,"FCM","Parsed",2799
"1838","ES754583","","EXP11770",NA,"FCM","Parsed",2799
"1839","ES754584","","EXP11770",NA,"FCM","Parsed",2799
"1840","ES754585","","EXP11770",NA,"FCM","Parsed",2799
"1841","ES754586","","EXP11770",NA,"FCM","Parsed",2799
"1842","ES754587","","EXP11770",NA,"FCM","Parsed",2799
"1843","ES754588","","EXP11770",NA,"FCM","Parsed",2799
"1844","ES754589","","EXP11770",NA,"FCM","Parsed",2799
"1845","ES754590","","EXP11770",NA,"FCM","Parsed",2799
"1846","ES754591","","EXP11770",NA,"FCM","Parsed",2799
"1847","ES754592","","EXP11770",NA,"FCM","Parsed",2799
"1848","ES754593","","EXP11770",NA,"FCM","Parsed",2799
"1849","ES754594","","EXP11770",NA,"FCM","Parsed",2799
"1850","ES754595","","EXP11770",NA,"FCM","Parsed",2799
"1851","ES754596","","EXP11770",NA,"FCM","Parsed",2799
"1852","ES754597","","EXP11770",NA,"FCM","Parsed",2799
"1853","ES754598","","EXP11770",NA,"FCM","Parsed",2799
"1854","ES754599","","EXP11770",NA,"FCM","Parsed",2799
"1855","ES754600","","EXP11770",NA,"FCM","Parsed",2799
"1856","ES754601","","EXP11770",NA,"FCM","Parsed",2799
"1857","ES754602","","EXP11770",NA,"FCM","Parsed",2799
"1858","ES754603","","EXP11770",NA,"FCM","Parsed",2799
"1859","ES754604","","EXP11770",NA,"FCM","Parsed",2799
"1860","ES754605","","EXP11770",NA,"FCM","Parsed",2799
"1861","ES754606","","EXP11770",NA,"FCM","Parsed",2799
"1862","ES754607","","EXP11770",NA,"FCM","Parsed",2799
"1863","ES754608","","EXP11770",NA,"FCM","Parsed",2799
"1864","ES754609","","EXP11770",NA,"FCM","Parsed",2799
"1865","ES754610","","EXP11770",NA,"FCM","Parsed",2799
"1866","ES754611","","EXP11770",NA,"FCM","Parsed",2799
"1867","ES754612","","EXP11770",NA,"FCM","Parsed",2799
"1868","ES754613","","EXP11770",NA,"FCM","Parsed",2799
"1869","ES754614","","EXP11770",NA,"FCM","Parsed",2799
"1870","ES754615","","EXP11770",NA,"FCM","Parsed",2799
"1871","ES754616","","EXP11770",NA,"FCM","Parsed",2799
"1872","ES754617","","EXP11770",NA,"FCM","Parsed",2799
"1873","ES754618","","EXP11770",NA,"FCM","Parsed",2799
"1874","ES754619","","EXP11770",NA,"FCM","Parsed",2799
"1875","ES754620","","EXP11770",NA,"FCM","Parsed",2799
"1876","ES754621","","EXP11770",NA,"FCM","Parsed",2799
"1877","ES754622","","EXP11770",NA,"FCM","Parsed",2799
"1878","ES754623","","EXP11770",NA,"FCM","Parsed",2799
"1879","ES754624","","EXP11770",NA,"FCM","Parsed",2799
"1880","ES754625","","EXP11770",NA,"FCM","Parsed",2799
"1881","ES754626","","EXP11770",NA,"FCM","Parsed",2799
"1882","ES754627","","EXP11770",NA,"FCM","Parsed",2799
"1883","ES754628","","EXP11770",NA,"FCM","Parsed",2799
"1884","ES754629","","EXP11770",NA,"FCM","Parsed",2799
"1885","ES754630","","EXP11770",NA,"FCM","Parsed",2799
"1886","ES754631","","EXP11770",NA,"FCM","Parsed",2799
"1887","ES754632","","EXP11770",NA,"FCM","Parsed",2799
"1888","ES754633","","EXP11770",NA,"FCM","Parsed",2799
"1889","ES754634","","EXP11770",NA,"FCM","Parsed",2799
"1890","ES754635","","EXP11770",NA,"FCM","Parsed",2799
"1891","ES754636","","EXP11770",NA,"FCM","Parsed",2799
"1892","ES754637","","EXP11770",NA,"FCM","Parsed",2799
"1893","ES754638","","EXP11770",NA,"FCM","Parsed",2799
"1894","ES754639","","EXP11770",NA,"FCM","Parsed",2799
"1895","ES754640","","EXP11770",NA,"FCM","Parsed",2799
"1896","ES754641","","EXP11770",NA,"FCM","Parsed",2799
"1897","ES754642","","EXP11770",NA,"FCM","Parsed",2799
"1898","ES754643","","EXP11770",NA,"FCM","Parsed",2799
"1899","ES754644","","EXP11770",NA,"FCM","Parsed",2799
"1900","ES754645","","EXP11770",NA,"FCM","Parsed",2799
"1901","ES754646","","EXP11770",NA,"FCM","Parsed",2799
"1902","ES754647","","EXP11770",NA,"FCM","Parsed",2799
"1903","ES754648","","EXP11770",NA,"FCM","Parsed",2799
"1904","ES754649","","EXP11770",NA,"FCM","Parsed",2799
"1905","ES754650","","EXP11770",NA,"FCM","Parsed",2799
