"","EXPSAMPLE_ACCESSION","TREATMENT_ACCESSION"
"925","ES798783","TRT1105"
"926","ES798784","TRT1105"
"927","ES798785","TRT1105"
"928","ES798786","TRT1105"
"929","ES798787","TRT1105"
"930","ES798788","TRT1105"
"931","ES798789","TRT1105"
"932","ES798790","TRT1105"
"933","ES798791","TRT1105"
"934","ES798792","TRT1105"
"935","ES798793","TRT1105"
"936","ES798794","TRT1105"
"937","ES798795","TRT1105"
"938","ES798796","TRT1105"
"939","ES798797","TRT1105"
"940","ES798798","TRT1105"
"941","ES798799","TRT1105"
"942","ES798800","TRT1105"
"943","ES798801","TRT1105"
"944","ES798802","TRT1105"
"945","ES798803","TRT1105"
"946","ES798804","TRT1105"
"947","ES798805","TRT1105"
"948","ES798806","TRT1105"
"949","ES798807","TRT1105"
"950","ES798808","TRT1105"
"951","ES798809","TRT1105"
"952","ES798810","TRT1105"
"953","ES798811","TRT1105"
"954","ES798812","TRT1105"
"955","ES798813","TRT1105"
"956","ES798814","TRT1105"
"957","ES798815","TRT1105"
"958","ES798816","TRT1105"
"959","ES798817","TRT1105"
"960","ES798818","TRT1105"
"961","ES798819","TRT1105"
"962","ES798820","TRT1105"
"963","ES798821","TRT1105"
"964","ES798822","TRT1105"
"965","ES798823","TRT1105"
"966","ES798824","TRT1105"
"967","ES798825","TRT1105"
"968","ES798826","TRT1105"
"969","ES798827","TRT1105"
"970","ES798828","TRT1105"
"971","ES798829","TRT1105"
"972","ES798830","TRT1105"
"973","ES798831","TRT1105"
"974","ES798832","TRT1105"
"975","ES798833","TRT1105"
"976","ES798834","TRT1105"
"977","ES798835","TRT1105"
"978","ES798836","TRT1105"
"979","ES798837","TRT1105"
"980","ES798838","TRT1105"
"981","ES798839","TRT1105"
"982","ES798840","TRT1105"
"983","ES798841","TRT1105"
"984","ES798842","TRT1105"
"985","ES798843","TRT1105"
"986","ES798844","TRT1105"
"987","ES798845","TRT1105"
"988","ES798846","TRT1105"
"989","ES798847","TRT1105"
"990","ES798848","TRT1105"
"991","ES798849","TRT1105"
"992","ES798850","TRT1105"
"993","ES798851","TRT1105"
"994","ES798852","TRT1105"
"995","ES798853","TRT1105"
"996","ES798854","TRT1105"
"997","ES798855","TRT1105"
"998","ES798856","TRT1105"
"999","ES798857","TRT1105"
"1000","ES798858","TRT1105"
"1001","ES798859","TRT1105"
"1002","ES798860","TRT1105"
"1003","ES798861","TRT1105"
"1004","ES798862","TRT1105"
"1005","ES798863","TRT1105"
"1006","ES798864","TRT1105"
"1007","ES798865","TRT1105"
"1008","ES798866","TRT1105"
"1009","ES798867","TRT1105"
"1010","ES798868","TRT1105"
"1011","ES798869","TRT1105"
"1012","ES798870","TRT1105"
"1013","ES798871","TRT1105"
"1014","ES798872","TRT1105"
"1015","ES798873","TRT1105"
"1016","ES798874","TRT1105"
"1017","ES798875","TRT1105"
"1018","ES798876","TRT1105"
"1019","ES798877","TRT1105"
"1020","ES798878","TRT1105"
"1021","ES798879","TRT1105"
"1022","ES798880","TRT1105"
"1023","ES798881","TRT1105"
"1024","ES798882","TRT1105"
"1025","ES798883","TRT1105"
"1026","ES798884","TRT1105"
"1027","ES798885","TRT1105"
"1028","ES798886","TRT1105"
"1029","ES798887","TRT1105"
"1030","ES798888","TRT1105"
"1031","ES798889","TRT1105"
"1032","ES798890","TRT1105"
"1033","ES798891","TRT1105"
"1034","ES798892","TRT1105"
"1035","ES798893","TRT1105"
"1036","ES798894","TRT1105"
"1037","ES798895","TRT1105"
"1038","ES798896","TRT1105"
"1039","ES798897","TRT1105"
"1040","ES798898","TRT1105"
"1041","ES798899","TRT1105"
"1042","ES798900","TRT1105"
"1043","ES798901","TRT1105"
"1044","ES798902","TRT1105"
"1045","ES798903","TRT1105"
"1046","ES798904","TRT1105"
"1047","ES798905","TRT1105"
"1048","ES798906","TRT1105"
"1049","ES798907","TRT1105"
"1050","ES798908","TRT1105"
"1051","ES798909","TRT1105"
"1052","ES798910","TRT1105"
"1053","ES798911","TRT1105"
"1054","ES798912","TRT1105"
"1055","ES798913","TRT1105"
"1056","ES798914","TRT1105"
"1057","ES798915","TRT1105"
"1058","ES798916","TRT1105"
"1059","ES798917","TRT1105"
"1060","ES798918","TRT1105"
"1061","ES798919","TRT1105"
"1062","ES798920","TRT1105"
"1063","ES798921","TRT1105"
"1064","ES798922","TRT1105"
"1065","ES798923","TRT1105"
"1066","ES798924","TRT1105"
"1067","ES798925","TRT1105"
"1068","ES798926","TRT1105"
"1069","ES798927","TRT1105"
"1070","ES798928","TRT1105"
"1071","ES798929","TRT1105"
"1072","ES798930","TRT1105"
"1073","ES798931","TRT1105"
"1074","ES798932","TRT1105"
"1075","ES798933","TRT1105"
"1076","ES798934","TRT1105"
"1077","ES798935","TRT1105"
"1078","ES798936","TRT1105"
"1079","ES798937","TRT1105"
"1080","ES798938","TRT1105"
"1081","ES798939","TRT1105"
"1082","ES798940","TRT1105"
"1083","ES798941","TRT1105"
"1084","ES798942","TRT1105"
"1085","ES798943","TRT1105"
"1086","ES798944","TRT1105"
"1087","ES798945","TRT1105"
"1088","ES798946","TRT1105"
"1089","ES798947","TRT1105"
"1090","ES798948","TRT1105"
"1091","ES798949","TRT1105"
"1092","ES798950","TRT1105"
"1093","ES798951","TRT1105"
"1094","ES798952","TRT1105"
"1095","ES798953","TRT1105"
"1096","ES798954","TRT1105"
"1097","ES798955","TRT1105"
"1098","ES798956","TRT1105"
"1099","ES798957","TRT1105"
"1100","ES798958","TRT1105"
"1101","ES798959","TRT1105"
"1102","ES798960","TRT1105"
"1103","ES798961","TRT1105"
"1104","ES798962","TRT1105"
"1105","ES798963","TRT1105"
"1106","ES798964","TRT1105"
"1107","ES798965","TRT1105"
"1108","ES798966","TRT1105"
"1109","ES798967","TRT1105"
"1110","ES798968","TRT1105"
"1111","ES798969","TRT1105"
"1112","ES798970","TRT1105"
"1113","ES798971","TRT1105"
"1114","ES798972","TRT1105"
"1115","ES798973","TRT1105"
"1116","ES798974","TRT1105"
"1117","ES798975","TRT1105"
"1118","ES798976","TRT1105"
"1119","ES798977","TRT1105"
"1120","ES798978","TRT1105"
"1121","ES798979","TRT1105"
"1122","ES798980","TRT1105"
"1123","ES798981","TRT1105"
"1124","ES798982","TRT1105"
"1125","ES798983","TRT1105"
"1126","ES798984","TRT1105"
"1127","ES798985","TRT1105"
"1128","ES798986","TRT1105"
"1129","ES798987","TRT1105"
"1130","ES798988","TRT1105"
"1131","ES798989","TRT1105"
"1132","ES798990","TRT1105"
"1133","ES798991","TRT1105"
"1134","ES798992","TRT1105"
"1135","ES798993","TRT1105"
"1136","ES798994","TRT1105"
"1137","ES798995","TRT1105"
"1138","ES798996","TRT1105"
"1139","ES798997","TRT1105"
"1140","ES798998","TRT1105"
"1141","ES798999","TRT1105"
"1142","ES799000","TRT1105"
"1143","ES799001","TRT1105"
"1144","ES799002","TRT1105"
"1145","ES799003","TRT1105"
"1146","ES799004","TRT1105"
"1147","ES799005","TRT1105"
"1148","ES799006","TRT1105"
"1149","ES799007","TRT1105"
"1150","ES799008","TRT1105"
"1151","ES799009","TRT1105"
"1152","ES799010","TRT1105"
"1153","ES799011","TRT1105"
"1154","ES799012","TRT1105"
"1155","ES799013","TRT1105"
"1156","ES799014","TRT1105"
"1157","ES799015","TRT1105"
"1158","ES799016","TRT1105"
"1159","ES799017","TRT1105"
"1160","ES799018","TRT1105"
"1161","ES799019","TRT1105"
"1162","ES799020","TRT1105"
"1163","ES799021","TRT1105"
"1164","ES799022","TRT1105"
"1165","ES799023","TRT1105"
"1166","ES799024","TRT1105"
"1167","ES799025","TRT1105"
"1168","ES799026","TRT1105"
"1169","ES799027","TRT1105"
"1170","ES799028","TRT1105"
"1171","ES799029","TRT1105"
"1172","ES799030","TRT1105"
"1173","ES799031","TRT1105"
"1174","ES799032","TRT1105"
"1175","ES799033","TRT1105"
"1176","ES799034","TRT1105"
"1177","ES799035","TRT1105"
"1178","ES799036","TRT1105"
"1179","ES799037","TRT1105"
"1180","ES799038","TRT1105"
"1181","ES799039","TRT1105"
"1182","ES799040","TRT1105"
"1183","ES799041","TRT1105"
"1184","ES799042","TRT1105"
"1185","ES799043","TRT1105"
"1186","ES799044","TRT1105"
"1187","ES799045","TRT1105"
"1188","ES799046","TRT1105"
"1189","ES799047","TRT1105"
"1190","ES799048","TRT1105"
"1191","ES799049","TRT1105"
"1192","ES799050","TRT1105"
"1193","ES799051","TRT1105"
"1194","ES799052","TRT1105"
"1195","ES799053","TRT1105"
"1196","ES799054","TRT1105"
"1197","ES799055","TRT1105"
"1198","ES799056","TRT1105"
"1199","ES799057","TRT1105"
"1200","ES799058","TRT1105"
"1201","ES799059","TRT1105"
"1202","ES799060","TRT1105"
"1203","ES799061","TRT1105"
"1204","ES799062","TRT1105"
"1205","ES799063","TRT1105"
"1206","ES799064","TRT1105"
"1207","ES799065","TRT1105"
"1208","ES799066","TRT1105"
"1209","ES799067","TRT1105"
"1210","ES799068","TRT1105"
"1211","ES799069","TRT1105"
"1212","ES799070","TRT1105"
"1213","ES799071","TRT1105"
"1214","ES799072","TRT1105"
"1215","ES799073","TRT1105"
"1216","ES799074","TRT1105"
"1217","ES799075","TRT1105"
"1218","ES799076","TRT1105"
"1219","ES799077","TRT1105"
"1220","ES799078","TRT1105"
"1221","ES799079","TRT1105"
"1222","ES799080","TRT1105"
"1223","ES799081","TRT1105"
"1224","ES799082","TRT1105"
"1225","ES799083","TRT1105"
"1226","ES799084","TRT1105"
"1227","ES799085","TRT1105"
"1228","ES799086","TRT1105"
"1229","ES799087","TRT1105"
"1230","ES799088","TRT1105"
"1231","ES799089","TRT1105"
"1232","ES799090","TRT1105"
"1233","ES799091","TRT1105"
"1234","ES799092","TRT1105"
"1235","ES799093","TRT1105"
"1236","ES799094","TRT1105"
"1237","ES799095","TRT1105"
"1238","ES799096","TRT1105"
"1239","ES799097","TRT1105"
"1240","ES799098","TRT1105"
"1241","ES799099","TRT1105"
"1242","ES799100","TRT1105"
"1243","ES799101","TRT1105"
"1244","ES799102","TRT1105"
"1245","ES799103","TRT1105"
"1246","ES799104","TRT1105"
"1247","ES799105","TRT1105"
"1248","ES799106","TRT1105"
"1249","ES799107","TRT1105"
"1250","ES799108","TRT1105"
"1251","ES799109","TRT1105"
"1252","ES799110","TRT1105"
"1253","ES799111","TRT1105"
"1254","ES799112","TRT1105"
"1255","ES799113","TRT1105"
"1256","ES799114","TRT1105"
"1257","ES799115","TRT1105"
"1258","ES799116","TRT1105"
"1259","ES799117","TRT1105"
"1260","ES799118","TRT1105"
"1261","ES799119","TRT1105"
"1262","ES799120","TRT1105"
"1263","ES799121","TRT1105"
"1264","ES799122","TRT1105"
"1265","ES799123","TRT1105"
"1266","ES799124","TRT1105"
"1267","ES799125","TRT1105"
"1268","ES799126","TRT1105"
"1269","ES799127","TRT1105"
"1270","ES799128","TRT1105"
"1271","ES799129","TRT1105"
"1272","ES799130","TRT1105"
"1273","ES799131","TRT1105"
"1274","ES799132","TRT1105"
"1275","ES799133","TRT1105"
"1276","ES799134","TRT1105"
"1277","ES799135","TRT1105"
"1278","ES799136","TRT1105"
"1279","ES799137","TRT1105"
"1280","ES799138","TRT1105"
"1281","ES799139","TRT1105"
"1282","ES799140","TRT1105"
"1283","ES799141","TRT1105"
"1284","ES799142","TRT1105"
"1285","ES799143","TRT1105"
"1286","ES799144","TRT1105"
"1287","ES799145","TRT1105"
"1288","ES799146","TRT1105"
"1289","ES799147","TRT1105"
"1290","ES799148","TRT1105"
"1291","ES799149","TRT1105"
"1292","ES799150","TRT1105"
"1293","ES799151","TRT1105"
"1294","ES799152","TRT1105"
"1295","ES799153","TRT1105"
"1296","ES799154","TRT1105"
"1297","ES799155","TRT1105"
"1298","ES799156","TRT1105"
"1299","ES799157","TRT1105"
"1300","ES799158","TRT1105"
"1301","ES799159","TRT1105"
"1302","ES799160","TRT1105"
"1303","ES799161","TRT1105"
"1304","ES799162","TRT1105"
"1305","ES799163","TRT1105"
"1306","ES799164","TRT1105"
"1307","ES799165","TRT1105"
"1308","ES799166","TRT1105"
"1309","ES799167","TRT1105"
"1310","ES799168","TRT1105"
"1311","ES799169","TRT1105"
"1312","ES799170","TRT1105"
"1313","ES799171","TRT1105"
"1314","ES799172","TRT1105"
"1315","ES799173","TRT1105"
"1316","ES799174","TRT1105"
"1317","ES799175","TRT1105"
"1318","ES799176","TRT1105"
"1319","ES799177","TRT1105"
"1320","ES799178","TRT1105"
"1321","ES799179","TRT1105"
"1322","ES799180","TRT1105"
"1323","ES799181","TRT1105"
"1324","ES799182","TRT1105"
"1325","ES799183","TRT1105"
"1326","ES799184","TRT1105"
"1327","ES799185","TRT1105"
"1328","ES799186","TRT1105"
"1329","ES799187","TRT1105"
"1330","ES799188","TRT1105"
"1331","ES799189","TRT1105"
"1332","ES799190","TRT1105"
"1333","ES799191","TRT1105"
"1334","ES799192","TRT1105"
"1335","ES799193","TRT1105"
"1336","ES799194","TRT1105"
"1337","ES799195","TRT1105"
"1338","ES799196","TRT1105"
"1339","ES799197","TRT1105"
"1340","ES799198","TRT1105"
"1341","ES799199","TRT1105"
"1342","ES799200","TRT1105"
"1343","ES799201","TRT1105"
"1344","ES799202","TRT1105"
"1345","ES799203","TRT1105"
"1346","ES799204","TRT1105"
"1347","ES799205","TRT1105"
"1348","ES799206","TRT1105"
"1349","ES799207","TRT1105"
"1350","ES799208","TRT1105"
"1351","ES799209","TRT1105"
"1352","ES799210","TRT1105"
"1353","ES799211","TRT1105"
"1354","ES799212","TRT1105"
"1355","ES799213","TRT1105"
"1356","ES799214","TRT1105"
"1357","ES799215","TRT1105"
"1358","ES799216","TRT1105"
"1359","ES799217","TRT1105"
"1360","ES799218","TRT1105"
"1361","ES799219","TRT1105"
"1362","ES799220","TRT1105"
"1363","ES799221","TRT1105"
"1364","ES799222","TRT1105"
"1365","ES799223","TRT1105"
"1366","ES799224","TRT1105"
"1367","ES799225","TRT1105"
"1368","ES799226","TRT1105"
"1369","ES799227","TRT1105"
"1370","ES799228","TRT1105"
"1371","ES799229","TRT1105"
"1372","ES799230","TRT1105"
"1373","ES799231","TRT1105"
"1374","ES799232","TRT1105"
"1375","ES799233","TRT1105"
"1376","ES799234","TRT1105"
"1377","ES799235","TRT1105"
"1378","ES799236","TRT1105"
"1379","ES799237","TRT1105"
"1380","ES799238","TRT1105"
"1381","ES799239","TRT1105"
"1382","ES799240","TRT1105"
"1383","ES799241","TRT1105"
"1384","ES799242","TRT1105"
"1385","ES799243","TRT1105"
"1386","ES799244","TRT1105"
"1387","ES799245","TRT1105"
"1388","ES799246","TRT1105"
"1389","ES799247","TRT1105"
"1390","ES799248","TRT1105"
"1391","ES799249","TRT1105"
"1392","ES799250","TRT1105"
"1393","ES799251","TRT1105"
"1394","ES799252","TRT1105"
"1395","ES799253","TRT1105"
"1396","ES799254","TRT1105"
"1397","ES799255","TRT1105"
"1398","ES799256","TRT1105"
"1399","ES799257","TRT1105"
"1400","ES799258","TRT1105"
"1401","ES799259","TRT1105"
"1402","ES799260","TRT1105"
"1403","ES799261","TRT1105"
"1404","ES799262","TRT1105"
"1405","ES799263","TRT1105"
"1406","ES799264","TRT1105"
"1407","ES799265","TRT1105"
"1408","ES799266","TRT1105"
"1409","ES799267","TRT1105"
"1410","ES799268","TRT1105"
"1411","ES799269","TRT1105"
"1412","ES799270","TRT1105"
"1413","ES799271","TRT1105"
"1414","ES799272","TRT1105"
"1415","ES799273","TRT1105"
"1416","ES799274","TRT1105"
"1417","ES799275","TRT1105"
"1418","ES799276","TRT1105"
"1419","ES799277","TRT1105"
"1420","ES799278","TRT1105"
"1421","ES799279","TRT1105"
"1422","ES799280","TRT1105"
"1423","ES799281","TRT1105"
"1424","ES799282","TRT1105"
"1425","ES799283","TRT1105"
"1426","ES799284","TRT1105"
"1427","ES799285","TRT1105"
"1428","ES799286","TRT1105"
"1429","ES799287","TRT1105"
"1430","ES799288","TRT1105"
"1431","ES799289","TRT1105"
"1432","ES799290","TRT1105"
"1433","ES799291","TRT1105"
"1434","ES799292","TRT1105"
"1435","ES799293","TRT1105"
"1436","ES799294","TRT1105"
"1437","ES799295","TRT1105"
"1438","ES799296","TRT1105"
"1439","ES799297","TRT1105"
"1440","ES799298","TRT1105"
"1441","ES799299","TRT1105"
"1442","ES799300","TRT1105"
"1443","ES799301","TRT1105"
"1444","ES823339","TRT1713"
"1445","ES823340","TRT1713"
"1446","ES823341","TRT1713"
"1447","ES823342","TRT1713"
"1448","ES823343","TRT1713"
"1449","ES823344","TRT1713"
"1450","ES823345","TRT1713"
"1451","ES823346","TRT1713"
"1452","ES823347","TRT1713"
"1453","ES823348","TRT1713"
"1454","ES823349","TRT1713"
"1455","ES823350","TRT1713"
"1456","ES823351","TRT1713"
"1457","ES823352","TRT1713"
"1458","ES823353","TRT1713"
"1459","ES823354","TRT1713"
"1460","ES823355","TRT1713"
"1461","ES823356","TRT1713"
"1462","ES823357","TRT1713"
"1463","ES823358","TRT1713"
"1464","ES823359","TRT1713"
"1465","ES823360","TRT1713"
"1466","ES823361","TRT1713"
"1467","ES823362","TRT1713"
"1468","ES823363","TRT1713"
"1469","ES823364","TRT1713"
"1470","ES823365","TRT1713"
"1471","ES823366","TRT1713"
"1472","ES823367","TRT1713"
"1473","ES823368","TRT1713"
"1474","ES823369","TRT1713"
"1475","ES823370","TRT1713"
"1476","ES823371","TRT1713"
"1477","ES823372","TRT1713"
"1478","ES823373","TRT1713"
"1479","ES823374","TRT1713"
"1480","ES823375","TRT1713"
"1481","ES823376","TRT1713"
