"","EXPSAMPLE_ACCESSION","REAGENT_ACCESSION"
"1806","ES770755","ESR11482"
"1807","ES770755","ESR11483"
"1808","ES770756","ESR11482"
"1809","ES770756","ESR11483"
"1810","ES770757","ESR11482"
"1811","ES770757","ESR11483"
"1812","ES770758","ESR11482"
"1813","ES770758","ESR11483"
"1814","ES770759","ESR11482"
"1815","ES770759","ESR11483"
"1816","ES770760","ESR11482"
"1817","ES770760","ESR11483"
"1818","ES770761","ESR11482"
"1819","ES770761","ESR11483"
"1820","ES770762","ESR11482"
"1821","ES770762","ESR11483"
"1822","ES770763","ESR11482"
"1823","ES770763","ESR11483"
"1824","ES770764","ESR11482"
"1825","ES770764","ESR11483"
"1826","ES770765","ESR11482"
"1827","ES770765","ESR11483"
"1828","ES770766","ESR11482"
"1829","ES770766","ESR11483"
"1830","ES770767","ESR11482"
"1831","ES770767","ESR11483"
"1832","ES770768","ESR11482"
"1833","ES770768","ESR11483"
"1834","ES770769","ESR11482"
"1835","ES770769","ESR11483"
"1836","ES770770","ESR11482"
"1837","ES770770","ESR11483"
"1838","ES770771","ESR11482"
"1839","ES770771","ESR11483"
"1840","ES770772","ESR11482"
"1841","ES770772","ESR11483"
"1842","ES770773","ESR11482"
"1843","ES770773","ESR11483"
"1844","ES770774","ESR11482"
"1845","ES770774","ESR11483"
"1846","ES770775","ESR11482"
"1847","ES770775","ESR11483"
"1848","ES770776","ESR11482"
"1849","ES770776","ESR11483"
"1850","ES770777","ESR11482"
"1851","ES770777","ESR11483"
"1852","ES770778","ESR11482"
"1853","ES770778","ESR11483"
"1854","ES770779","ESR11482"
"1855","ES770779","ESR11483"
"1856","ES770780","ESR11482"
"1857","ES770780","ESR11483"
"1858","ES770781","ESR11482"
"1859","ES770781","ESR11483"
"1860","ES770782","ESR11482"
"1861","ES770782","ESR11483"
"1862","ES770783","ESR11482"
"1863","ES770783","ESR11483"
"1864","ES770784","ESR11482"
"1865","ES770784","ESR11483"
"1866","ES770785","ESR11482"
"1867","ES770785","ESR11483"
"1868","ES770786","ESR11482"
"1869","ES770786","ESR11483"
"1870","ES770787","ESR11482"
"1871","ES770787","ESR11483"
"1872","ES770788","ESR11482"
"1873","ES770788","ESR11483"
"1874","ES770789","ESR11482"
"1875","ES770789","ESR11483"
"1876","ES770790","ESR11482"
"1877","ES770790","ESR11483"
"1878","ES770791","ESR11482"
"1879","ES770791","ESR11483"
"1880","ES770792","ESR11482"
"1881","ES770792","ESR11483"
"1882","ES789718","ESR12499"
"1883","ES789718","ESR12500"
"1884","ES789718","ESR12501"
"1885","ES789718","ESR12502"
"1886","ES789718","ESR12503"
"1887","ES789718","ESR12504"
"1888","ES789718","ESR12505"
"1889","ES789718","ESR12506"
"1890","ES789718","ESR12507"
"1891","ES789718","ESR12508"
"1892","ES789718","ESR12509"
"1893","ES789719","ESR12499"
"1894","ES789719","ESR12500"
"1895","ES789719","ESR12501"
"1896","ES789719","ESR12502"
"1897","ES789719","ESR12503"
"1898","ES789719","ESR12504"
"1899","ES789719","ESR12505"
"1900","ES789719","ESR12506"
"1901","ES789719","ESR12507"
"1902","ES789719","ESR12508"
"1903","ES789719","ESR12509"
"1904","ES789720","ESR12499"
"1905","ES789720","ESR12500"
"1906","ES789720","ESR12501"
"1907","ES789720","ESR12502"
"1908","ES789720","ESR12503"
"1909","ES789720","ESR12504"
"1910","ES789720","ESR12505"
"1911","ES789720","ESR12506"
"1912","ES789720","ESR12507"
"1913","ES789720","ESR12508"
"1914","ES789720","ESR12509"
"1915","ES789721","ESR12499"
"1916","ES789721","ESR12500"
"1917","ES789721","ESR12501"
"1918","ES789721","ESR12502"
"1919","ES789721","ESR12503"
"1920","ES789721","ESR12504"
"1921","ES789721","ESR12505"
"1922","ES789721","ESR12506"
"1923","ES789721","ESR12507"
"1924","ES789721","ESR12508"
"1925","ES789721","ESR12509"
"1926","ES789722","ESR12499"
"1927","ES789722","ESR12500"
"1928","ES789722","ESR12501"
"1929","ES789722","ESR12502"
"1930","ES789722","ESR12503"
"1931","ES789722","ESR12504"
"1932","ES789722","ESR12505"
"1933","ES789722","ESR12506"
"1934","ES789722","ESR12507"
"1935","ES789722","ESR12508"
"1936","ES789722","ESR12509"
"1937","ES789723","ESR12499"
"1938","ES789723","ESR12500"
"1939","ES789723","ESR12501"
"1940","ES789723","ESR12502"
"1941","ES789723","ESR12503"
"1942","ES789723","ESR12504"
"1943","ES789723","ESR12505"
"1944","ES789723","ESR12506"
"1945","ES789723","ESR12507"
"1946","ES789723","ESR12508"
"1947","ES789723","ESR12509"
"1948","ES789724","ESR12499"
"1949","ES789724","ESR12500"
"1950","ES789724","ESR12501"
"1951","ES789724","ESR12502"
"1952","ES789724","ESR12503"
"1953","ES789724","ESR12504"
"1954","ES789724","ESR12505"
"1955","ES789724","ESR12506"
"1956","ES789724","ESR12507"
"1957","ES789724","ESR12508"
"1958","ES789724","ESR12509"
"1959","ES789725","ESR12499"
"1960","ES789725","ESR12500"
"1961","ES789725","ESR12501"
"1962","ES789725","ESR12502"
"1963","ES789725","ESR12503"
"1964","ES789725","ESR12504"
"1965","ES789725","ESR12505"
"1966","ES789725","ESR12506"
"1967","ES789725","ESR12507"
"1968","ES789725","ESR12508"
"1969","ES789725","ESR12509"
"1970","ES789726","ESR12499"
"1971","ES789726","ESR12500"
"1972","ES789726","ESR12501"
"1973","ES789726","ESR12502"
"1974","ES789726","ESR12503"
"1975","ES789726","ESR12504"
"1976","ES789726","ESR12505"
"1977","ES789726","ESR12506"
"1978","ES789726","ESR12507"
"1979","ES789726","ESR12508"
"1980","ES789726","ESR12509"
"1981","ES789727","ESR12499"
"1982","ES789727","ESR12500"
"1983","ES789727","ESR12501"
"1984","ES789727","ESR12502"
"1985","ES789727","ESR12503"
"1986","ES789727","ESR12504"
"1987","ES789727","ESR12505"
"1988","ES789727","ESR12506"
"1989","ES789727","ESR12507"
"1990","ES789727","ESR12508"
"1991","ES789727","ESR12509"
"1992","ES789728","ESR12499"
"1993","ES789728","ESR12500"
"1994","ES789728","ESR12501"
"1995","ES789728","ESR12502"
"1996","ES789728","ESR12503"
"1997","ES789728","ESR12504"
"1998","ES789728","ESR12505"
"1999","ES789728","ESR12506"
"2000","ES789728","ESR12507"
"2001","ES789728","ESR12508"
"2002","ES789728","ESR12509"
"2003","ES789729","ESR12499"
"2004","ES789729","ESR12500"
"2005","ES789729","ESR12501"
"2006","ES789729","ESR12502"
"2007","ES789729","ESR12503"
"2008","ES789729","ESR12504"
"2009","ES789729","ESR12505"
"2010","ES789729","ESR12506"
"2011","ES789729","ESR12507"
"2012","ES789729","ESR12508"
"2013","ES789729","ESR12509"
"2014","ES789730","ESR12499"
"2015","ES789730","ESR12500"
"2016","ES789730","ESR12501"
"2017","ES789730","ESR12502"
"2018","ES789730","ESR12503"
"2019","ES789730","ESR12504"
"2020","ES789730","ESR12505"
"2021","ES789730","ESR12506"
"2022","ES789730","ESR12507"
"2023","ES789730","ESR12508"
"2024","ES789730","ESR12509"
"2025","ES789731","ESR12499"
"2026","ES789731","ESR12500"
"2027","ES789731","ESR12501"
"2028","ES789731","ESR12502"
"2029","ES789731","ESR12503"
"2030","ES789731","ESR12504"
"2031","ES789731","ESR12505"
"2032","ES789731","ESR12506"
"2033","ES789731","ESR12507"
"2034","ES789731","ESR12508"
"2035","ES789731","ESR12509"
"2036","ES789732","ESR12499"
"2037","ES789732","ESR12500"
"2038","ES789732","ESR12501"
"2039","ES789732","ESR12502"
"2040","ES789732","ESR12503"
"2041","ES789732","ESR12504"
"2042","ES789732","ESR12505"
"2043","ES789732","ESR12506"
"2044","ES789732","ESR12507"
"2045","ES789732","ESR12508"
"2046","ES789732","ESR12509"
"2047","ES789733","ESR12499"
"2048","ES789733","ESR12500"
"2049","ES789733","ESR12501"
"2050","ES789733","ESR12502"
"2051","ES789733","ESR12503"
"2052","ES789733","ESR12504"
"2053","ES789733","ESR12505"
"2054","ES789733","ESR12506"
"2055","ES789733","ESR12507"
"2056","ES789733","ESR12508"
"2057","ES789733","ESR12509"
"2058","ES789734","ESR12499"
"2059","ES789734","ESR12500"
"2060","ES789734","ESR12501"
"2061","ES789734","ESR12502"
"2062","ES789734","ESR12503"
"2063","ES789734","ESR12504"
"2064","ES789734","ESR12505"
"2065","ES789734","ESR12506"
"2066","ES789734","ESR12507"
"2067","ES789734","ESR12508"
"2068","ES789734","ESR12509"
"2069","ES789735","ESR12499"
"2070","ES789735","ESR12500"
"2071","ES789735","ESR12501"
"2072","ES789735","ESR12502"
"2073","ES789735","ESR12503"
"2074","ES789735","ESR12504"
"2075","ES789735","ESR12505"
"2076","ES789735","ESR12506"
"2077","ES789735","ESR12507"
"2078","ES789735","ESR12508"
"2079","ES789735","ESR12509"
"2080","ES789736","ESR12499"
"2081","ES789736","ESR12500"
"2082","ES789736","ESR12501"
"2083","ES789736","ESR12502"
"2084","ES789736","ESR12503"
"2085","ES789736","ESR12504"
"2086","ES789736","ESR12505"
"2087","ES789736","ESR12506"
"2088","ES789736","ESR12507"
"2089","ES789736","ESR12508"
"2090","ES789736","ESR12509"
"2091","ES789737","ESR12499"
"2092","ES789737","ESR12500"
"2093","ES789737","ESR12501"
"2094","ES789737","ESR12502"
"2095","ES789737","ESR12503"
"2096","ES789737","ESR12504"
"2097","ES789737","ESR12505"
"2098","ES789737","ESR12506"
"2099","ES789737","ESR12507"
"2100","ES789737","ESR12508"
"2101","ES789737","ESR12509"
"2102","ES789738","ESR12499"
"2103","ES789738","ESR12500"
"2104","ES789738","ESR12501"
"2105","ES789738","ESR12502"
"2106","ES789738","ESR12503"
"2107","ES789738","ESR12504"
"2108","ES789738","ESR12505"
"2109","ES789738","ESR12506"
"2110","ES789738","ESR12507"
"2111","ES789738","ESR12508"
"2112","ES789738","ESR12509"
"2113","ES789739","ESR12499"
"2114","ES789739","ESR12500"
"2115","ES789739","ESR12501"
"2116","ES789739","ESR12502"
"2117","ES789739","ESR12503"
"2118","ES789739","ESR12504"
"2119","ES789739","ESR12505"
"2120","ES789739","ESR12506"
"2121","ES789739","ESR12507"
"2122","ES789739","ESR12508"
"2123","ES789739","ESR12509"
"2124","ES789740","ESR12499"
"2125","ES789740","ESR12500"
"2126","ES789740","ESR12501"
"2127","ES789740","ESR12502"
"2128","ES789740","ESR12503"
"2129","ES789740","ESR12504"
"2130","ES789740","ESR12505"
"2131","ES789740","ESR12506"
"2132","ES789740","ESR12507"
"2133","ES789740","ESR12508"
"2134","ES789740","ESR12509"
"2135","ES789741","ESR12499"
"2136","ES789741","ESR12500"
"2137","ES789741","ESR12501"
"2138","ES789741","ESR12502"
"2139","ES789741","ESR12503"
"2140","ES789741","ESR12504"
"2141","ES789741","ESR12505"
"2142","ES789741","ESR12506"
"2143","ES789741","ESR12507"
"2144","ES789741","ESR12508"
"2145","ES789741","ESR12509"
"2146","ES789742","ESR12499"
"2147","ES789742","ESR12500"
"2148","ES789742","ESR12501"
"2149","ES789742","ESR12502"
"2150","ES789742","ESR12503"
"2151","ES789742","ESR12504"
"2152","ES789742","ESR12505"
"2153","ES789742","ESR12506"
"2154","ES789742","ESR12507"
"2155","ES789742","ESR12508"
"2156","ES789742","ESR12509"
"2157","ES789743","ESR12499"
"2158","ES789743","ESR12500"
"2159","ES789743","ESR12501"
"2160","ES789743","ESR12502"
"2161","ES789743","ESR12503"
"2162","ES789743","ESR12504"
"2163","ES789743","ESR12505"
"2164","ES789743","ESR12506"
"2165","ES789743","ESR12507"
"2166","ES789743","ESR12508"
"2167","ES789743","ESR12509"
"2168","ES789744","ESR12499"
"2169","ES789744","ESR12500"
"2170","ES789744","ESR12501"
"2171","ES789744","ESR12502"
"2172","ES789744","ESR12503"
"2173","ES789744","ESR12504"
"2174","ES789744","ESR12505"
"2175","ES789744","ESR12506"
"2176","ES789744","ESR12507"
"2177","ES789744","ESR12508"
"2178","ES789744","ESR12509"
"2179","ES789745","ESR12499"
"2180","ES789745","ESR12500"
"2181","ES789745","ESR12501"
"2182","ES789745","ESR12502"
"2183","ES789745","ESR12503"
"2184","ES789745","ESR12504"
"2185","ES789745","ESR12505"
"2186","ES789745","ESR12506"
"2187","ES789745","ESR12507"
"2188","ES789745","ESR12508"
"2189","ES789745","ESR12509"
"2190","ES789746","ESR12499"
"2191","ES789746","ESR12500"
"2192","ES789746","ESR12501"
"2193","ES789746","ESR12502"
"2194","ES789746","ESR12503"
"2195","ES789746","ESR12504"
"2196","ES789746","ESR12505"
"2197","ES789746","ESR12506"
"2198","ES789746","ESR12507"
"2199","ES789746","ESR12508"
"2200","ES789746","ESR12509"
"2201","ES789747","ESR12499"
"2202","ES789747","ESR12500"
"2203","ES789747","ESR12501"
"2204","ES789747","ESR12502"
"2205","ES789747","ESR12503"
"2206","ES789747","ESR12504"
"2207","ES789747","ESR12505"
"2208","ES789747","ESR12506"
"2209","ES789747","ESR12507"
"2210","ES789747","ESR12508"
"2211","ES789747","ESR12509"
"2212","ES789748","ESR12499"
"2213","ES789748","ESR12500"
"2214","ES789748","ESR12501"
"2215","ES789748","ESR12502"
"2216","ES789748","ESR12503"
"2217","ES789748","ESR12504"
"2218","ES789748","ESR12505"
"2219","ES789748","ESR12506"
"2220","ES789748","ESR12507"
"2221","ES789748","ESR12508"
"2222","ES789748","ESR12509"
"2223","ES789749","ESR12499"
"2224","ES789749","ESR12500"
"2225","ES789749","ESR12501"
"2226","ES789749","ESR12502"
"2227","ES789749","ESR12503"
"2228","ES789749","ESR12504"
"2229","ES789749","ESR12505"
"2230","ES789749","ESR12506"
"2231","ES789749","ESR12507"
"2232","ES789749","ESR12508"
"2233","ES789749","ESR12509"
"2234","ES789750","ESR12499"
"2235","ES789750","ESR12500"
"2236","ES789750","ESR12501"
"2237","ES789750","ESR12502"
"2238","ES789750","ESR12503"
"2239","ES789750","ESR12504"
"2240","ES789750","ESR12505"
"2241","ES789750","ESR12506"
"2242","ES789750","ESR12507"
"2243","ES789750","ESR12508"
"2244","ES789750","ESR12509"
"2245","ES789751","ESR12499"
"2246","ES789751","ESR12500"
"2247","ES789751","ESR12501"
"2248","ES789751","ESR12502"
"2249","ES789751","ESR12503"
"2250","ES789751","ESR12504"
"2251","ES789751","ESR12505"
"2252","ES789751","ESR12506"
"2253","ES789751","ESR12507"
"2254","ES789751","ESR12508"
"2255","ES789751","ESR12509"
"2256","ES789752","ESR12499"
"2257","ES789752","ESR12500"
"2258","ES789752","ESR12501"
"2259","ES789752","ESR12502"
"2260","ES789752","ESR12503"
"2261","ES789752","ESR12504"
"2262","ES789752","ESR12505"
"2263","ES789752","ESR12506"
"2264","ES789752","ESR12507"
"2265","ES789752","ESR12508"
"2266","ES789752","ESR12509"
"2267","ES789753","ESR12499"
"2268","ES789753","ESR12500"
"2269","ES789753","ESR12501"
"2270","ES789753","ESR12502"
"2271","ES789753","ESR12503"
"2272","ES789753","ESR12504"
"2273","ES789753","ESR12505"
"2274","ES789753","ESR12506"
"2275","ES789753","ESR12507"
"2276","ES789753","ESR12508"
"2277","ES789753","ESR12509"
"2278","ES789754","ESR12499"
"2279","ES789754","ESR12500"
"2280","ES789754","ESR12501"
"2281","ES789754","ESR12502"
"2282","ES789754","ESR12503"
"2283","ES789754","ESR12504"
"2284","ES789754","ESR12505"
"2285","ES789754","ESR12506"
"2286","ES789754","ESR12507"
"2287","ES789754","ESR12508"
"2288","ES789754","ESR12509"
"2289","ES789755","ESR12499"
"2290","ES789755","ESR12500"
"2291","ES789755","ESR12501"
"2292","ES789755","ESR12502"
"2293","ES789755","ESR12503"
"2294","ES789755","ESR12504"
"2295","ES789755","ESR12505"
"2296","ES789755","ESR12506"
"2297","ES789755","ESR12507"
"2298","ES789755","ESR12508"
"2299","ES789755","ESR12509"
"2300","ES789756","ESR12499"
"2301","ES789756","ESR12500"
"2302","ES789756","ESR12501"
"2303","ES789756","ESR12502"
"2304","ES789756","ESR12503"
"2305","ES789756","ESR12504"
"2306","ES789756","ESR12505"
"2307","ES789756","ESR12506"
"2308","ES789756","ESR12507"
"2309","ES789756","ESR12508"
"2310","ES789756","ESR12509"
"2311","ES789757","ESR12499"
"2312","ES789757","ESR12500"
"2313","ES789757","ESR12501"
"2314","ES789757","ESR12502"
"2315","ES789757","ESR12503"
"2316","ES789757","ESR12504"
"2317","ES789757","ESR12505"
"2318","ES789757","ESR12506"
"2319","ES789757","ESR12507"
"2320","ES789757","ESR12508"
"2321","ES789757","ESR12509"
"2322","ES789758","ESR12499"
"2323","ES789758","ESR12500"
"2324","ES789758","ESR12501"
"2325","ES789758","ESR12502"
"2326","ES789758","ESR12503"
"2327","ES789758","ESR12504"
"2328","ES789758","ESR12505"
"2329","ES789758","ESR12506"
"2330","ES789758","ESR12507"
"2331","ES789758","ESR12508"
"2332","ES789758","ESR12509"
"2333","ES789759","ESR12499"
"2334","ES789759","ESR12500"
"2335","ES789759","ESR12501"
"2336","ES789759","ESR12502"
"2337","ES789759","ESR12503"
"2338","ES789759","ESR12504"
"2339","ES789759","ESR12505"
"2340","ES789759","ESR12506"
"2341","ES789759","ESR12507"
"2342","ES789759","ESR12508"
"2343","ES789759","ESR12509"
"2344","ES789760","ESR12499"
"2345","ES789760","ESR12500"
"2346","ES789760","ESR12501"
"2347","ES789760","ESR12502"
"2348","ES789760","ESR12503"
"2349","ES789760","ESR12504"
"2350","ES789760","ESR12505"
"2351","ES789760","ESR12506"
"2352","ES789760","ESR12507"
"2353","ES789760","ESR12508"
"2354","ES789760","ESR12509"
"2355","ES789761","ESR12499"
"2356","ES789761","ESR12500"
"2357","ES789761","ESR12501"
"2358","ES789761","ESR12502"
"2359","ES789761","ESR12503"
"2360","ES789761","ESR12504"
"2361","ES789761","ESR12505"
"2362","ES789761","ESR12506"
"2363","ES789761","ESR12507"
"2364","ES789761","ESR12508"
"2365","ES789761","ESR12509"
"2366","ES789762","ESR12499"
"2367","ES789762","ESR12500"
"2368","ES789762","ESR12501"
"2369","ES789762","ESR12502"
"2370","ES789762","ESR12503"
"2371","ES789762","ESR12504"
"2372","ES789762","ESR12505"
"2373","ES789762","ESR12506"
"2374","ES789762","ESR12507"
"2375","ES789762","ESR12508"
"2376","ES789762","ESR12509"
"2377","ES789763","ESR12499"
"2378","ES789763","ESR12500"
"2379","ES789763","ESR12501"
"2380","ES789763","ESR12502"
"2381","ES789763","ESR12503"
"2382","ES789763","ESR12504"
"2383","ES789763","ESR12505"
"2384","ES789763","ESR12506"
"2385","ES789763","ESR12507"
"2386","ES789763","ESR12508"
"2387","ES789763","ESR12509"
"2388","ES789764","ESR12499"
"2389","ES789764","ESR12500"
"2390","ES789764","ESR12501"
"2391","ES789764","ESR12502"
"2392","ES789764","ESR12503"
"2393","ES789764","ESR12504"
"2394","ES789764","ESR12505"
"2395","ES789764","ESR12506"
"2396","ES789764","ESR12507"
"2397","ES789764","ESR12508"
"2398","ES789764","ESR12509"
"2399","ES789765","ESR12499"
"2400","ES789765","ESR12500"
"2401","ES789765","ESR12501"
"2402","ES789765","ESR12502"
"2403","ES789765","ESR12503"
"2404","ES789765","ESR12504"
"2405","ES789765","ESR12505"
"2406","ES789765","ESR12506"
"2407","ES789765","ESR12507"
"2408","ES789765","ESR12508"
"2409","ES789765","ESR12509"
"2410","ES789766","ESR12499"
"2411","ES789766","ESR12500"
"2412","ES789766","ESR12501"
"2413","ES789766","ESR12502"
"2414","ES789766","ESR12503"
"2415","ES789766","ESR12504"
"2416","ES789766","ESR12505"
"2417","ES789766","ESR12506"
"2418","ES789766","ESR12507"
"2419","ES789766","ESR12508"
"2420","ES789766","ESR12509"
"2421","ES789767","ESR12499"
"2422","ES789767","ESR12500"
"2423","ES789767","ESR12501"
"2424","ES789767","ESR12502"
"2425","ES789767","ESR12503"
"2426","ES789767","ESR12504"
"2427","ES789767","ESR12505"
"2428","ES789767","ESR12506"
"2429","ES789767","ESR12507"
"2430","ES789767","ESR12508"
"2431","ES789767","ESR12509"
"2432","ES789768","ESR12499"
"2433","ES789768","ESR12500"
"2434","ES789768","ESR12501"
"2435","ES789768","ESR12502"
"2436","ES789768","ESR12503"
"2437","ES789768","ESR12504"
"2438","ES789768","ESR12505"
"2439","ES789768","ESR12506"
"2440","ES789768","ESR12507"
"2441","ES789768","ESR12508"
"2442","ES789768","ESR12509"
"2443","ES789769","ESR12499"
"2444","ES789769","ESR12500"
"2445","ES789769","ESR12501"
"2446","ES789769","ESR12502"
"2447","ES789769","ESR12503"
"2448","ES789769","ESR12504"
"2449","ES789769","ESR12505"
"2450","ES789769","ESR12506"
"2451","ES789769","ESR12507"
"2452","ES789769","ESR12508"
"2453","ES789769","ESR12509"
"2454","ES789770","ESR12499"
"2455","ES789770","ESR12500"
"2456","ES789770","ESR12501"
"2457","ES789770","ESR12502"
"2458","ES789770","ESR12503"
"2459","ES789770","ESR12504"
"2460","ES789770","ESR12505"
"2461","ES789770","ESR12506"
"2462","ES789770","ESR12507"
"2463","ES789770","ESR12508"
"2464","ES789770","ESR12509"
"2465","ES789771","ESR12499"
"2466","ES789771","ESR12500"
"2467","ES789771","ESR12501"
"2468","ES789771","ESR12502"
"2469","ES789771","ESR12503"
"2470","ES789771","ESR12504"
"2471","ES789771","ESR12505"
"2472","ES789771","ESR12506"
"2473","ES789771","ESR12507"
"2474","ES789771","ESR12508"
"2475","ES789771","ESR12509"
"2476","ES789772","ESR12499"
"2477","ES789772","ESR12500"
"2478","ES789772","ESR12501"
"2479","ES789772","ESR12502"
"2480","ES789772","ESR12503"
"2481","ES789772","ESR12504"
"2482","ES789772","ESR12505"
"2483","ES789772","ESR12506"
"2484","ES789772","ESR12507"
"2485","ES789772","ESR12508"
"2486","ES789772","ESR12509"
"2487","ES789773","ESR12499"
"2488","ES789773","ESR12500"
"2489","ES789773","ESR12501"
"2490","ES789773","ESR12502"
"2491","ES789773","ESR12503"
"2492","ES789773","ESR12504"
"2493","ES789773","ESR12505"
"2494","ES789773","ESR12506"
"2495","ES789773","ESR12507"
"2496","ES789773","ESR12508"
"2497","ES789773","ESR12509"
"2498","ES789774","ESR12499"
"2499","ES789774","ESR12500"
"2500","ES789774","ESR12501"
"2501","ES789774","ESR12502"
"2502","ES789774","ESR12503"
"2503","ES789774","ESR12504"
"2504","ES789774","ESR12505"
"2505","ES789774","ESR12506"
"2506","ES789774","ESR12507"
"2507","ES789774","ESR12508"
"2508","ES789774","ESR12509"
"2509","ES789775","ESR12499"
"2510","ES789775","ESR12500"
"2511","ES789775","ESR12501"
"2512","ES789775","ESR12502"
"2513","ES789775","ESR12503"
"2514","ES789775","ESR12504"
"2515","ES789775","ESR12505"
"2516","ES789775","ESR12506"
"2517","ES789775","ESR12507"
"2518","ES789775","ESR12508"
"2519","ES789775","ESR12509"
"2520","ES789776","ESR12499"
"2521","ES789776","ESR12500"
"2522","ES789776","ESR12501"
"2523","ES789776","ESR12502"
"2524","ES789776","ESR12503"
"2525","ES789776","ESR12504"
"2526","ES789776","ESR12505"
"2527","ES789776","ESR12506"
"2528","ES789776","ESR12507"
"2529","ES789776","ESR12508"
"2530","ES789776","ESR12509"
"2531","ES789777","ESR12499"
"2532","ES789777","ESR12500"
"2533","ES789777","ESR12501"
"2534","ES789777","ESR12502"
"2535","ES789777","ESR12503"
"2536","ES789777","ESR12504"
"2537","ES789777","ESR12505"
"2538","ES789777","ESR12506"
"2539","ES789777","ESR12507"
"2540","ES789777","ESR12508"
"2541","ES789777","ESR12509"
"2542","ES789778","ESR12499"
"2543","ES789778","ESR12500"
"2544","ES789778","ESR12501"
"2545","ES789778","ESR12502"
"2546","ES789778","ESR12503"
"2547","ES789778","ESR12504"
"2548","ES789778","ESR12505"
"2549","ES789778","ESR12506"
"2550","ES789778","ESR12507"
"2551","ES789778","ESR12508"
"2552","ES789778","ESR12509"
"2553","ES789779","ESR12499"
"2554","ES789779","ESR12500"
"2555","ES789779","ESR12501"
"2556","ES789779","ESR12502"
"2557","ES789779","ESR12503"
"2558","ES789779","ESR12504"
"2559","ES789779","ESR12505"
"2560","ES789779","ESR12506"
"2561","ES789779","ESR12507"
"2562","ES789779","ESR12508"
"2563","ES789779","ESR12509"
"2564","ES789780","ESR12499"
"2565","ES789780","ESR12500"
"2566","ES789780","ESR12501"
"2567","ES789780","ESR12502"
"2568","ES789780","ESR12503"
"2569","ES789780","ESR12504"
"2570","ES789780","ESR12505"
"2571","ES789780","ESR12506"
"2572","ES789780","ESR12507"
"2573","ES789780","ESR12508"
"2574","ES789780","ESR12509"
"2575","ES789781","ESR12499"
"2576","ES789781","ESR12500"
"2577","ES789781","ESR12501"
"2578","ES789781","ESR12502"
"2579","ES789781","ESR12503"
"2580","ES789781","ESR12504"
"2581","ES789781","ESR12505"
"2582","ES789781","ESR12506"
"2583","ES789781","ESR12507"
"2584","ES789781","ESR12508"
"2585","ES789781","ESR12509"
"2586","ES789782","ESR12499"
"2587","ES789782","ESR12500"
"2588","ES789782","ESR12501"
"2589","ES789782","ESR12502"
"2590","ES789782","ESR12503"
"2591","ES789782","ESR12504"
"2592","ES789782","ESR12505"
"2593","ES789782","ESR12506"
"2594","ES789782","ESR12507"
"2595","ES789782","ESR12508"
"2596","ES789782","ESR12509"
"2597","ES789783","ESR12499"
"2598","ES789783","ESR12500"
"2599","ES789783","ESR12501"
"2600","ES789783","ESR12502"
"2601","ES789783","ESR12503"
"2602","ES789783","ESR12504"
"2603","ES789783","ESR12505"
"2604","ES789783","ESR12506"
"2605","ES789783","ESR12507"
"2606","ES789783","ESR12508"
"2607","ES789783","ESR12509"
"2608","ES789784","ESR12499"
"2609","ES789784","ESR12500"
"2610","ES789784","ESR12501"
"2611","ES789784","ESR12502"
"2612","ES789784","ESR12503"
"2613","ES789784","ESR12504"
"2614","ES789784","ESR12505"
"2615","ES789784","ESR12506"
"2616","ES789784","ESR12507"
"2617","ES789784","ESR12508"
"2618","ES789784","ESR12509"
"2619","ES789785","ESR12499"
"2620","ES789785","ESR12500"
"2621","ES789785","ESR12501"
"2622","ES789785","ESR12502"
"2623","ES789785","ESR12503"
"2624","ES789785","ESR12504"
"2625","ES789785","ESR12505"
"2626","ES789785","ESR12506"
"2627","ES789785","ESR12507"
"2628","ES789785","ESR12508"
"2629","ES789785","ESR12509"
"2630","ES789786","ESR12499"
"2631","ES789786","ESR12500"
"2632","ES789786","ESR12501"
"2633","ES789786","ESR12502"
"2634","ES789786","ESR12503"
"2635","ES789786","ESR12504"
"2636","ES789786","ESR12505"
"2637","ES789786","ESR12506"
"2638","ES789786","ESR12507"
"2639","ES789786","ESR12508"
"2640","ES789786","ESR12509"
"2641","ES789787","ESR12499"
"2642","ES789787","ESR12500"
"2643","ES789787","ESR12501"
"2644","ES789787","ESR12502"
"2645","ES789787","ESR12503"
"2646","ES789787","ESR12504"
"2647","ES789787","ESR12505"
"2648","ES789787","ESR12506"
"2649","ES789787","ESR12507"
"2650","ES789787","ESR12508"
"2651","ES789787","ESR12509"
"2652","ES789788","ESR12499"
"2653","ES789788","ESR12500"
"2654","ES789788","ESR12501"
"2655","ES789788","ESR12502"
"2656","ES789788","ESR12503"
"2657","ES789788","ESR12504"
"2658","ES789788","ESR12505"
"2659","ES789788","ESR12506"
"2660","ES789788","ESR12507"
"2661","ES789788","ESR12508"
"2662","ES789788","ESR12509"
"2663","ES789789","ESR12499"
"2664","ES789789","ESR12500"
"2665","ES789789","ESR12501"
"2666","ES789789","ESR12502"
"2667","ES789789","ESR12503"
"2668","ES789789","ESR12504"
"2669","ES789789","ESR12505"
"2670","ES789789","ESR12506"
"2671","ES789789","ESR12507"
"2672","ES789789","ESR12508"
"2673","ES789789","ESR12509"
"2674","ES789790","ESR12499"
"2675","ES789790","ESR12500"
"2676","ES789790","ESR12501"
"2677","ES789790","ESR12502"
