"","EXPSAMPLE_ACCESSION","DESCRIPTION","EXPERIMENT_ACCESSION","NAME","RESULT_SCHEMA","UPLOAD_RESULT_STATUS","WORKSPACE_ID"
"318","ES778486",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"319","ES778487",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"320","ES778488",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"321","ES778489",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"322","ES778490",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"323","ES778491",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"324","ES778492",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"325","ES778493",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"326","ES778494",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"327","ES778495",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"328","ES778496",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"329","ES778497",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"330","ES778498",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"331","ES778499",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"332","ES778500",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"333","ES778501",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"334","ES778502",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"335","ES778503",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"336","ES778504",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"337","ES778505",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"338","ES778506",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"339","ES778507",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"340","ES778508",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"341","ES778509",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"342","ES778510",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"343","ES778511",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"344","ES778512",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"345","ES778513",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"346","ES778514",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"347","ES778515",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"348","ES778516",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"349","ES778517",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"350","ES778518",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"351","ES778519",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"352","ES778520",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"353","ES778521",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"354","ES778522",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"355","ES778523",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"356","ES778524",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"357","ES778525",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"358","ES778526",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"359","ES778527",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"360","ES778528",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"361","ES778529",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"362","ES778530",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"363","ES778531",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"364","ES778532",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"365","ES778533",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"366","ES778534",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"367","ES778535",NA,"EXP13666",NA,"PUBLIC REPOSITORY","Parsed",2799
"368","ES785588",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"369","ES785589",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"370","ES785590",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"371","ES785591",NA,"EXP13579",NA,"FCM","Parsed",2799
"372","ES785592",NA,"EXP13580",NA,"FCM","Parsed",2799
"373","ES785593",NA,"EXP13581",NA,"FCM","Parsed",2799
"374","ES785594",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"375","ES785595",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"376","ES785596",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"377","ES785597",NA,"EXP13579",NA,"FCM","Parsed",2799
"378","ES785598",NA,"EXP13580",NA,"FCM","Parsed",2799
"379","ES785599",NA,"EXP13581",NA,"FCM","Parsed",2799
"380","ES785600",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"381","ES785601",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"382","ES785602",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"383","ES785603",NA,"EXP13579",NA,"FCM","Parsed",2799
"384","ES785604",NA,"EXP13580",NA,"FCM","Parsed",2799
"385","ES785605",NA,"EXP13581",NA,"FCM","Parsed",2799
"386","ES785606",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"387","ES785607",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"388","ES785608",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"389","ES785609",NA,"EXP13579",NA,"FCM","Parsed",2799
"390","ES785610",NA,"EXP13580",NA,"FCM","Parsed",2799
"391","ES785611",NA,"EXP13581",NA,"FCM","Parsed",2799
"392","ES785612",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"393","ES785613",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"394","ES785614",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"395","ES785615",NA,"EXP13579",NA,"FCM","Parsed",2799
"396","ES785616",NA,"EXP13580",NA,"FCM","Parsed",2799
"397","ES785617",NA,"EXP13581",NA,"FCM","Parsed",2799
"398","ES785618",NA,"EXP13579",NA,"FCM","Parsed",2799
"399","ES785619",NA,"EXP13580",NA,"FCM","Parsed",2799
"400","ES785620",NA,"EXP13581",NA,"FCM","Parsed",2799
"401","ES785621",NA,"EXP13579",NA,"FCM","Parsed",2799
"402","ES785622",NA,"EXP13580",NA,"FCM","Parsed",2799
"403","ES785623",NA,"EXP13581",NA,"FCM","Parsed",2799
"404","ES785624",NA,"EXP13579",NA,"FCM","Parsed",2799
"405","ES785625",NA,"EXP13580",NA,"FCM","Parsed",2799
"406","ES785626",NA,"EXP13581",NA,"FCM","Parsed",2799
"407","ES785627",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"408","ES785628",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"409","ES785629",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"410","ES785630",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"411","ES785631",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"412","ES785632",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"413","ES785633",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"414","ES785634",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"415","ES785635",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"416","ES785636",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"417","ES785637",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"418","ES785638",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"419","ES785639",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"420","ES785640",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"421","ES785641",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"422","ES785642",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"423","ES785643",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"424","ES785644",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"425","ES785645",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"426","ES785646",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"427","ES785647",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"428","ES785648",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"429","ES785649",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"430","ES785650",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"431","ES785651",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"432","ES785652",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"433","ES785653",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"434","ES785654",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"435","ES785655",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"436","ES785656",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"437","ES785657",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"438","ES785658",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"439","ES785659",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"440","ES785660",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"441","ES785661",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"442","ES785662",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"443","ES785663",NA,"EXP13579",NA,"FCM","Parsed",2799
"444","ES785664",NA,"EXP13580",NA,"FCM","Parsed",2799
"445","ES785665",NA,"EXP13581",NA,"FCM","Parsed",2799
"446","ES785666",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"447","ES785667",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"448","ES785668",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"449","ES785669",NA,"EXP13579",NA,"FCM","Parsed",2799
"450","ES785670",NA,"EXP13580",NA,"FCM","Parsed",2799
"451","ES785671",NA,"EXP13581",NA,"FCM","Parsed",2799
"452","ES785672",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"453","ES785673",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"454","ES785674",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"455","ES785675",NA,"EXP13579",NA,"FCM","Parsed",2799
"456","ES785676",NA,"EXP13580",NA,"FCM","Parsed",2799
"457","ES785677",NA,"EXP13581",NA,"FCM","Parsed",2799
"458","ES785678",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"459","ES785679",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"460","ES785680",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"461","ES785681",NA,"EXP13579",NA,"FCM","Parsed",2799
"462","ES785682",NA,"EXP13580",NA,"FCM","Parsed",2799
"463","ES785683",NA,"EXP13581",NA,"FCM","Parsed",2799
"464","ES785684",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"465","ES785685",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"466","ES785686",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"467","ES785687",NA,"EXP13579",NA,"FCM","Parsed",2799
"468","ES785688",NA,"EXP13580",NA,"FCM","Parsed",2799
"469","ES785761",NA,"EXP13581",NA,"FCM","Parsed",2799
"470","ES785762",NA,"EXP13579",NA,"FCM","Parsed",2799
"471","ES785763",NA,"EXP13580",NA,"FCM","Parsed",2799
"472","ES785764",NA,"EXP13581",NA,"FCM","Parsed",2799
"473","ES785765",NA,"EXP13579",NA,"FCM","Parsed",2799
"474","ES785766",NA,"EXP13580",NA,"FCM","Parsed",2799
"475","ES785767",NA,"EXP13581",NA,"FCM","Parsed",2799
"476","ES785768",NA,"EXP13579",NA,"FCM","Parsed",2799
"477","ES785769",NA,"EXP13580",NA,"FCM","Parsed",2799
"478","ES785770",NA,"EXP13581",NA,"FCM","Parsed",2799
"479","ES785771",NA,"EXP13579",NA,"FCM","Parsed",2799
"480","ES785772",NA,"EXP13580",NA,"FCM","Parsed",2799
"481","ES785773",NA,"EXP13581",NA,"FCM","Parsed",2799
"482","ES785774",NA,"EXP13579",NA,"FCM","Parsed",2799
"483","ES785775",NA,"EXP13580",NA,"FCM","Parsed",2799
"484","ES785776",NA,"EXP13581",NA,"FCM","Parsed",2799
"485","ES785777",NA,"EXP13579",NA,"FCM","Parsed",2799
"486","ES785778",NA,"EXP13580",NA,"FCM","Parsed",2799
"487","ES785779",NA,"EXP13581",NA,"FCM","Parsed",2799
"488","ES785780",NA,"EXP13579",NA,"FCM","Parsed",2799
"489","ES785781",NA,"EXP13580",NA,"FCM","Parsed",2799
"490","ES785782",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"491","ES785783",NA,"EXP13579",NA,"FCM","Parsed",2799
"492","ES785784",NA,"EXP13580",NA,"FCM","Parsed",2799
"493","ES785785",NA,"EXP13581",NA,"FCM","Parsed",2799
"494","ES785786",NA,"EXP13579",NA,"FCM","Parsed",2799
"495","ES785787",NA,"EXP13580",NA,"FCM","Parsed",2799
"496","ES785788",NA,"EXP13581",NA,"FCM","Parsed",2799
"497","ES785789",NA,"EXP13579",NA,"FCM","Parsed",2799
"498","ES785790",NA,"EXP13580",NA,"FCM","Parsed",2799
"499","ES785791",NA,"EXP13581",NA,"FCM","Parsed",2799
"500","ES785792",NA,"EXP13579",NA,"FCM","Parsed",2799
"501","ES785793",NA,"EXP13580",NA,"FCM","Parsed",2799
"502","ES785794",NA,"EXP13581",NA,"FCM","Parsed",2799
"503","ES785795",NA,"EXP13579",NA,"FCM","Parsed",2799
"504","ES785796",NA,"EXP13580",NA,"FCM","Parsed",2799
"505","ES785797",NA,"EXP13581",NA,"FCM","Parsed",2799
"506","ES785798",NA,"EXP13579",NA,"FCM","Parsed",2799
"507","ES785799",NA,"EXP13580",NA,"FCM","Parsed",2799
"508","ES785800",NA,"EXP13581",NA,"FCM","Parsed",2799
"509","ES785801",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"510","ES785802",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"511","ES785803",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"512","ES785804",NA,"EXP13579",NA,"FCM","Parsed",2799
"513","ES785805",NA,"EXP13580",NA,"FCM","Parsed",2799
"514","ES785806",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"515","ES785807",NA,"EXP13579",NA,"FCM","Parsed",2799
"516","ES785808",NA,"EXP13580",NA,"FCM","Parsed",2799
"517","ES785809",NA,"EXP13581",NA,"FCM","Parsed",2799
"518","ES785810",NA,"EXP13579",NA,"FCM","Parsed",2799
"519","ES785811",NA,"EXP13580",NA,"FCM","Parsed",2799
"520","ES785812",NA,"EXP13581",NA,"FCM","Parsed",2799
"521","ES785813",NA,"EXP13579",NA,"FCM","Parsed",2799
"522","ES785814",NA,"EXP13580",NA,"FCM","Parsed",2799
"523","ES785815",NA,"EXP13581",NA,"FCM","Parsed",2799
"524","ES785816",NA,"EXP13579",NA,"FCM","Parsed",2799
"525","ES785817",NA,"EXP13580",NA,"FCM","Parsed",2799
"526","ES785818",NA,"EXP13581",NA,"FCM","Parsed",2799
"527","ES785819",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"528","ES785820",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"529","ES785821",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"530","ES785822",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"531","ES785823",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"532","ES785824",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"533","ES785825",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"534","ES785826",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"535","ES785827",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"536","ES785828",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"537","ES785829",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"538","ES785830",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"539","ES785831",NA,"EXP13579",NA,"OTHER","Not_Parsed",2799
"540","ES785832",NA,"EXP13580",NA,"OTHER","Not_Parsed",2799
"541","ES785833",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"542","ES785834",NA,"EXP13579",NA,"FCM","Parsed",2799
"543","ES785835",NA,"EXP13580",NA,"FCM","Parsed",2799
"544","ES785836",NA,"EXP13581",NA,"FCM","Parsed",2799
"545","ES785837",NA,"EXP13579",NA,"FCM","Parsed",2799
"546","ES785838",NA,"EXP13580",NA,"FCM","Parsed",2799
"547","ES785839",NA,"EXP13581",NA,"FCM","Parsed",2799
"548","ES785840",NA,"EXP13579",NA,"FCM","Parsed",2799
"549","ES785841",NA,"EXP13580",NA,"FCM","Parsed",2799
"550","ES785842",NA,"EXP13581",NA,"FCM","Parsed",2799
"551","ES785843",NA,"EXP13579",NA,"FCM","Parsed",2799
"552","ES785844",NA,"EXP13580",NA,"FCM","Parsed",2799
"553","ES785845",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"554","ES785846",NA,"EXP13579",NA,"FCM","Parsed",2799
"555","ES785847",NA,"EXP13580",NA,"FCM","Parsed",2799
"556","ES785848",NA,"EXP13581",NA,"FCM","Parsed",2799
"557","ES785849",NA,"EXP13580",NA,"FCM","Parsed",2799
"558","ES785850",NA,"EXP13579",NA,"FCM","Parsed",2799
"559","ES785851",NA,"EXP13581",NA,"FCM","Parsed",2799
"560","ES785852",NA,"EXP13579",NA,"FCM","Parsed",2799
"561","ES785853",NA,"EXP13581",NA,"FCM","Parsed",2799
"562","ES785854",NA,"EXP13580",NA,"FCM","Parsed",2799
"563","ES785855",NA,"EXP13579",NA,"FCM","Parsed",2799
"564","ES785856",NA,"EXP13580",NA,"FCM","Parsed",2799
"565","ES785857",NA,"EXP13581",NA,"FCM","Parsed",2799
"566","ES785858",NA,"EXP13579",NA,"FCM","Parsed",2799
"567","ES785859",NA,"EXP13580",NA,"FCM","Parsed",2799
"568","ES785860",NA,"EXP13581",NA,"FCM","Parsed",2799
"569","ES785861",NA,"EXP13579",NA,"FCM","Parsed",2799
"570","ES785862",NA,"EXP13580",NA,"FCM","Parsed",2799
"571","ES785863",NA,"EXP13581",NA,"FCM","Parsed",2799
"572","ES785864",NA,"EXP13579",NA,"FCM","Parsed",2799
"573","ES785865",NA,"EXP13580",NA,"FCM","Parsed",2799
"574","ES785866",NA,"EXP13581",NA,"FCM","Parsed",2799
"575","ES785867",NA,"EXP13579",NA,"FCM","Parsed",2799
"576","ES785868",NA,"EXP13580",NA,"FCM","Parsed",2799
"577","ES785869",NA,"EXP13581",NA,"OTHER","Not_Parsed",2799
"578","ES785870",NA,"EXP13579",NA,"FCM","Parsed",2799
"579","ES785871",NA,"EXP13580",NA,"FCM","Parsed",2799
"580","ES785872",NA,"EXP13581",NA,"FCM","Parsed",2799
"581","ES785873",NA,"EXP13579",NA,"FCM","Parsed",2799
"582","ES785874",NA,"EXP13580",NA,"FCM","Parsed",2799
"583","ES785875",NA,"EXP13581",NA,"FCM","Parsed",2799
"584","ES785876",NA,"EXP13579",NA,"FCM","Parsed",2799
"585","ES785877",NA,"EXP13580",NA,"FCM","Parsed",2799
"586","ES785878",NA,"EXP13581",NA,"FCM","Parsed",2799
"587","ES785879",NA,"EXP13579",NA,"FCM","Parsed",2799
"588","ES785880",NA,"EXP13580",NA,"FCM","Parsed",2799
"589","ES785881",NA,"EXP13581",NA,"FCM","Parsed",2799
"590","ES785882",NA,"EXP13579",NA,"FCM","Parsed",2799
"591","ES785883",NA,"EXP13580",NA,"FCM","Parsed",2799
"592","ES785884",NA,"EXP13581",NA,"FCM","Parsed",2799
"593","ES785885",NA,"EXP13579",NA,"FCM","Parsed",2799
"594","ES785886",NA,"EXP13580",NA,"FCM","Parsed",2799
"595","ES785887",NA,"EXP13581",NA,"FCM","Parsed",2799
"596","ES785888",NA,"EXP13579",NA,"FCM","Parsed",2799
"597","ES785889",NA,"EXP13580",NA,"FCM","Parsed",2799
"598","ES785890",NA,"EXP13581",NA,"FCM","Parsed",2799
"599","ES785891",NA,"EXP13579",NA,"FCM","Parsed",2799
"600","ES785892",NA,"EXP13580",NA,"FCM","Parsed",2799
"601","ES785893",NA,"EXP13581",NA,"FCM","Parsed",2799
"602","ES785894",NA,"EXP13579",NA,"FCM","Parsed",2799
"603","ES785895",NA,"EXP13580",NA,"FCM","Parsed",2799
"604","ES785896",NA,"EXP13581",NA,"FCM","Parsed",2799
"605","ES785897",NA,"EXP13579",NA,"FCM","Parsed",2799
"606","ES785898",NA,"EXP13580",NA,"FCM","Parsed",2799
"607","ES785899",NA,"EXP13581",NA,"FCM","Parsed",2799
"608","ES785900",NA,"EXP13579",NA,"FCM","Parsed",2799
"609","ES785901",NA,"EXP13580",NA,"FCM","Parsed",2799
"610","ES785902",NA,"EXP13581",NA,"FCM","Parsed",2799
"611","ES785903",NA,"EXP13579",NA,"FCM","Parsed",2799
"612","ES785904",NA,"EXP13580",NA,"FCM","Parsed",2799
"613","ES785905",NA,"EXP13581",NA,"FCM","Parsed",2799
"614","ES785906",NA,"EXP13579",NA,"FCM","Parsed",2799
"615","ES785907",NA,"EXP13580",NA,"FCM","Parsed",2799
"616","ES785908",NA,"EXP13581",NA,"FCM","Parsed",2799
"617","ES785909",NA,"EXP13579",NA,"FCM","Parsed",2799
"618","ES785910",NA,"EXP13580",NA,"FCM","Parsed",2799
"619","ES785911",NA,"EXP13581",NA,"FCM","Parsed",2799
"620","ES785912",NA,"EXP13579",NA,"FCM","Parsed",2799
"621","ES785913",NA,"EXP13580",NA,"FCM","Parsed",2799
"622","ES785914",NA,"EXP13581",NA,"FCM","Parsed",2799
"623","ES785915",NA,"EXP13579",NA,"FCM","Parsed",2799
"624","ES785916",NA,"EXP13580",NA,"FCM","Parsed",2799
"625","ES785917",NA,"EXP13581",NA,"FCM","Parsed",2799
"626","ES785918",NA,"EXP13579",NA,"FCM","Parsed",2799
"627","ES785919",NA,"EXP13580",NA,"FCM","Parsed",2799
"628","ES785920",NA,"EXP13581",NA,"FCM","Parsed",2799
"629","ES785921",NA,"EXP13579",NA,"FCM","Parsed",2799
"630","ES785922",NA,"EXP13580",NA,"FCM","Parsed",2799
"631","ES785923",NA,"EXP13581",NA,"FCM","Parsed",2799
"632","ES785924",NA,"EXP13579",NA,"FCM","Parsed",2799
"633","ES785925",NA,"EXP13580",NA,"FCM","Parsed",2799
"634","ES785926",NA,"EXP13581",NA,"FCM","Parsed",2799
"635","ES785927",NA,"EXP13579",NA,"FCM","Parsed",2799
"636","ES785928",NA,"EXP13580",NA,"FCM","Parsed",2799
"637","ES785929",NA,"EXP13581",NA,"FCM","Parsed",2799
"638","ES785930",NA,"EXP13579",NA,"FCM","Parsed",2799
"639","ES785931",NA,"EXP13580",NA,"FCM","Parsed",2799
"640","ES785932",NA,"EXP13581",NA,"FCM","Parsed",2799
"641","ES785933",NA,"EXP13579",NA,"FCM","Parsed",2799
"642","ES785934",NA,"EXP13580",NA,"FCM","Parsed",2799
"643","ES785935",NA,"EXP13581",NA,"FCM","Parsed",2799
"644","ES785936",NA,"EXP13579",NA,"FCM","Parsed",2799
"645","ES785937",NA,"EXP13580",NA,"FCM","Parsed",2799
"646","ES785938",NA,"EXP13581",NA,"FCM","Parsed",2799
"647","ES785939",NA,"EXP13579",NA,"FCM","Parsed",2799
"648","ES785940",NA,"EXP13580",NA,"FCM","Parsed",2799
"649","ES785941",NA,"EXP13581",NA,"FCM","Parsed",2799
"650","ES785942",NA,"EXP13579",NA,"FCM","Parsed",2799
"651","ES785943",NA,"EXP13580",NA,"FCM","Parsed",2799
"652","ES785944",NA,"EXP13581",NA,"FCM","Parsed",2799
"653","ES785945",NA,"EXP13579",NA,"FCM","Parsed",2799
"654","ES785946",NA,"EXP13580",NA,"FCM","Parsed",2799
"655","ES785947",NA,"EXP13581",NA,"FCM","Parsed",2799
"656","ES785948",NA,"EXP13579",NA,"FCM","Parsed",2799
"657","ES785949",NA,"EXP13580",NA,"FCM","Parsed",2799
"658","ES785950",NA,"EXP13581",NA,"FCM","Parsed",2799
"659","ES785951",NA,"EXP13579",NA,"FCM","Parsed",2799
"660","ES785952",NA,"EXP13580",NA,"FCM","Parsed",2799
"661","ES785953",NA,"EXP13581",NA,"FCM","Parsed",2799
"662","ES785954",NA,"EXP13579",NA,"FCM","Parsed",2799
"663","ES785955",NA,"EXP13580",NA,"FCM","Parsed",2799
"664","ES785956",NA,"EXP13581",NA,"FCM","Parsed",2799
"665","ES785957",NA,"EXP13579",NA,"FCM","Parsed",2799
"666","ES785958",NA,"EXP13580",NA,"FCM","Parsed",2799
"667","ES785959",NA,"EXP13581",NA,"FCM","Parsed",2799
"668","ES785960",NA,"EXP13579",NA,"FCM","Parsed",2799
"669","ES785961",NA,"EXP13580",NA,"FCM","Parsed",2799
"670","ES785962",NA,"EXP13581",NA,"FCM","Parsed",2799
"671","ES785963",NA,"EXP13579",NA,"FCM","Parsed",2799
"672","ES785964",NA,"EXP13580",NA,"FCM","Parsed",2799
"673","ES785965",NA,"EXP13581",NA,"FCM","Parsed",2799
"674","ES785966",NA,"EXP13579",NA,"FCM","Parsed",2799
"675","ES785967",NA,"EXP13580",NA,"FCM","Parsed",2799
"676","ES785968",NA,"EXP13581",NA,"FCM","Parsed",2799
"677","ES785969",NA,"EXP13579",NA,"FCM","Parsed",2799
"678","ES785970",NA,"EXP13580",NA,"FCM","Parsed",2799
"679","ES785971",NA,"EXP13581",NA,"FCM","Parsed",2799
"680","ES785972",NA,"EXP13579",NA,"FCM","Parsed",2799
"681","ES785973",NA,"EXP13580",NA,"FCM","Parsed",2799
"682","ES785974",NA,"EXP13581",NA,"FCM","Parsed",2799
"683","ES785975",NA,"EXP13579",NA,"FCM","Parsed",2799
"684","ES785976",NA,"EXP13580",NA,"FCM","Parsed",2799
"685","ES785977",NA,"EXP13581",NA,"FCM","Parsed",2799
"686","ES785978",NA,"EXP13579",NA,"FCM","Parsed",2799
"687","ES785979",NA,"EXP13580",NA,"FCM","Parsed",2799
"688","ES785980",NA,"EXP13581",NA,"FCM","Parsed",2799
"689","ES785981",NA,"EXP13579",NA,"FCM","Parsed",2799
"690","ES785982",NA,"EXP13580",NA,"FCM","Parsed",2799
"691","ES785983",NA,"EXP13581",NA,"FCM","Parsed",2799
"692","ES785984",NA,"EXP13579",NA,"FCM","Parsed",2799
"693","ES785985",NA,"EXP13580",NA,"FCM","Parsed",2799
"694","ES785986",NA,"EXP13581",NA,"FCM","Parsed",2799
"695","ES785987",NA,"EXP13579",NA,"FCM","Parsed",2799
"696","ES785988",NA,"EXP13580",NA,"FCM","Parsed",2799
"697","ES785989",NA,"EXP13581",NA,"FCM","Parsed",2799
"698","ES785990",NA,"EXP13579",NA,"FCM","Parsed",2799
"699","ES785991",NA,"EXP13580",NA,"FCM","Parsed",2799
"700","ES785992",NA,"EXP13581",NA,"FCM","Parsed",2799
"701","ES785993",NA,"EXP13579",NA,"FCM","Parsed",2799
