"","EXPSAMPLE_ACCESSION","FILE_INFO_ID","RESULT_SCHEMA"
"45","ES778361",703269,"PUBLIC REPOSITORY"
"46","ES778362",703269,"PUBLIC REPOSITORY"
"47","ES778363",703269,"PUBLIC REPOSITORY"
"48","ES778364",703269,"PUBLIC REPOSITORY"
"49","ES778365",703269,"PUBLIC REPOSITORY"
"50","ES778366",703269,"PUBLIC REPOSITORY"
"51","ES778367",703269,"PUBLIC REPOSITORY"
"52","ES778368",703269,"PUBLIC REPOSITORY"
"53","ES778369",703269,"PUBLIC REPOSITORY"
"54","ES778370",703269,"PUBLIC REPOSITORY"
"55","ES778371",703269,"PUBLIC REPOSITORY"
"56","ES778372",703269,"PUBLIC REPOSITORY"
"57","ES778373",703269,"PUBLIC REPOSITORY"
"58","ES778374",703269,"PUBLIC REPOSITORY"
"59","ES778375",703269,"PUBLIC REPOSITORY"
"60","ES778376",703269,"PUBLIC REPOSITORY"
"61","ES778377",703269,"PUBLIC REPOSITORY"
"62","ES778378",703269,"PUBLIC REPOSITORY"
"63","ES778379",703269,"PUBLIC REPOSITORY"
"64","ES778380",703269,"PUBLIC REPOSITORY"
"65","ES778381",703269,"PUBLIC REPOSITORY"
"66","ES778382",703269,"PUBLIC REPOSITORY"
"67","ES778383",703269,"PUBLIC REPOSITORY"
"68","ES778384",703269,"PUBLIC REPOSITORY"
"69","ES778385",703269,"PUBLIC REPOSITORY"
"70","ES778386",703269,"PUBLIC REPOSITORY"
"71","ES778387",703269,"PUBLIC REPOSITORY"
"72","ES778388",703269,"PUBLIC REPOSITORY"
"73","ES778389",703269,"PUBLIC REPOSITORY"
"74","ES778390",703269,"PUBLIC REPOSITORY"
"75","ES778391",703269,"PUBLIC REPOSITORY"
"76","ES778392",703269,"PUBLIC REPOSITORY"
"77","ES778393",703269,"PUBLIC REPOSITORY"
"78","ES778394",703269,"PUBLIC REPOSITORY"
"79","ES778395",703269,"PUBLIC REPOSITORY"
"80","ES778396",703269,"PUBLIC REPOSITORY"
"81","ES778397",703269,"PUBLIC REPOSITORY"
"82","ES778398",703269,"PUBLIC REPOSITORY"
"83","ES778399",703269,"PUBLIC REPOSITORY"
"84","ES778400",703269,"PUBLIC REPOSITORY"
"85","ES778401",703269,"PUBLIC REPOSITORY"
"86","ES778402",703269,"PUBLIC REPOSITORY"
"87","ES778403",703269,"PUBLIC REPOSITORY"
"88","ES778404",703269,"PUBLIC REPOSITORY"
"89","ES778405",703269,"PUBLIC REPOSITORY"
"90","ES778406",703269,"PUBLIC REPOSITORY"
"91","ES778407",703269,"PUBLIC REPOSITORY"
"92","ES778408",703269,"PUBLIC REPOSITORY"
"93","ES778409",703269,"PUBLIC REPOSITORY"
"94","ES778410",703269,"PUBLIC REPOSITORY"
"95","ES778411",703269,"PUBLIC REPOSITORY"
"96","ES778412",703269,"PUBLIC REPOSITORY"
"97","ES778413",703269,"PUBLIC REPOSITORY"
"98","ES778414",703269,"PUBLIC REPOSITORY"
"99","ES778415",703269,"PUBLIC REPOSITORY"
"100","ES778416",703269,"PUBLIC REPOSITORY"
"101","ES778417",703269,"PUBLIC REPOSITORY"
"102","ES778418",703269,"PUBLIC REPOSITORY"
"103","ES778419",703269,"PUBLIC REPOSITORY"
"104","ES778420",703269,"PUBLIC REPOSITORY"
"105","ES778421",703269,"PUBLIC REPOSITORY"
"106","ES778422",703269,"PUBLIC REPOSITORY"
"107","ES778423",703269,"PUBLIC REPOSITORY"
"108","ES778424",703269,"PUBLIC REPOSITORY"
"109","ES778425",703269,"PUBLIC REPOSITORY"
"110","ES778426",703269,"PUBLIC REPOSITORY"
"111","ES778427",703269,"PUBLIC REPOSITORY"
"112","ES778428",703269,"PUBLIC REPOSITORY"
"113","ES778429",703269,"PUBLIC REPOSITORY"
"114","ES778430",703269,"PUBLIC REPOSITORY"
"115","ES778431",703269,"PUBLIC REPOSITORY"
"116","ES778432",703269,"PUBLIC REPOSITORY"
"117","ES778433",703269,"PUBLIC REPOSITORY"
"118","ES778434",703269,"PUBLIC REPOSITORY"
"119","ES778435",703269,"PUBLIC REPOSITORY"
"120","ES778436",703269,"PUBLIC REPOSITORY"
"121","ES778437",703269,"PUBLIC REPOSITORY"
"122","ES778438",703269,"PUBLIC REPOSITORY"
"123","ES778439",703269,"PUBLIC REPOSITORY"
"124","ES778440",703269,"PUBLIC REPOSITORY"
"125","ES778441",703269,"PUBLIC REPOSITORY"
"126","ES778442",703269,"PUBLIC REPOSITORY"
"127","ES778443",703269,"PUBLIC REPOSITORY"
"128","ES778444",703269,"PUBLIC REPOSITORY"
"129","ES778445",703269,"PUBLIC REPOSITORY"
"130","ES778446",703269,"PUBLIC REPOSITORY"
"131","ES778447",703269,"PUBLIC REPOSITORY"
"132","ES778448",703269,"PUBLIC REPOSITORY"
"133","ES778449",703269,"PUBLIC REPOSITORY"
"134","ES778450",703269,"PUBLIC REPOSITORY"
"135","ES778451",703269,"PUBLIC REPOSITORY"
"136","ES778452",703269,"PUBLIC REPOSITORY"
"137","ES778453",703269,"PUBLIC REPOSITORY"
"138","ES778454",703269,"PUBLIC REPOSITORY"
"139","ES778455",703269,"PUBLIC REPOSITORY"
"140","ES778456",703269,"PUBLIC REPOSITORY"
"141","ES778457",703269,"PUBLIC REPOSITORY"
"142","ES778458",703269,"PUBLIC REPOSITORY"
"143","ES778459",703269,"PUBLIC REPOSITORY"
"144","ES778460",703269,"PUBLIC REPOSITORY"
"145","ES778461",703269,"PUBLIC REPOSITORY"
"146","ES778462",703269,"PUBLIC REPOSITORY"
"147","ES778463",703269,"PUBLIC REPOSITORY"
"148","ES778464",703269,"PUBLIC REPOSITORY"
"149","ES778465",703269,"PUBLIC REPOSITORY"
"150","ES778466",703269,"PUBLIC REPOSITORY"
"151","ES778467",703269,"PUBLIC REPOSITORY"
"152","ES778468",703269,"PUBLIC REPOSITORY"
"153","ES778469",703269,"PUBLIC REPOSITORY"
"154","ES778470",703269,"PUBLIC REPOSITORY"
"155","ES778471",703269,"PUBLIC REPOSITORY"
"156","ES778472",703269,"PUBLIC REPOSITORY"
"157","ES778473",703269,"PUBLIC REPOSITORY"
"158","ES778474",703269,"PUBLIC REPOSITORY"
"159","ES778475",703269,"PUBLIC REPOSITORY"
"160","ES778476",703269,"PUBLIC REPOSITORY"
"161","ES778477",703269,"PUBLIC REPOSITORY"
"162","ES778478",703269,"PUBLIC REPOSITORY"
"163","ES778479",703269,"PUBLIC REPOSITORY"
"164","ES778480",703269,"PUBLIC REPOSITORY"
"165","ES778481",703269,"PUBLIC REPOSITORY"
"166","ES778482",703269,"PUBLIC REPOSITORY"
"167","ES778483",703269,"PUBLIC REPOSITORY"
"168","ES778484",703269,"PUBLIC REPOSITORY"
"169","ES778485",703269,"PUBLIC REPOSITORY"
"170","ES778486",703269,"PUBLIC REPOSITORY"
"171","ES778487",703269,"PUBLIC REPOSITORY"
"172","ES778488",703269,"PUBLIC REPOSITORY"
"173","ES778489",703269,"PUBLIC REPOSITORY"
"174","ES778490",703269,"PUBLIC REPOSITORY"
"175","ES778491",703269,"PUBLIC REPOSITORY"
"176","ES778492",703269,"PUBLIC REPOSITORY"
"177","ES778493",703269,"PUBLIC REPOSITORY"
"178","ES778494",703269,"PUBLIC REPOSITORY"
"179","ES778495",703269,"PUBLIC REPOSITORY"
"180","ES778496",703269,"PUBLIC REPOSITORY"
"181","ES778497",703269,"PUBLIC REPOSITORY"
"182","ES778498",703269,"PUBLIC REPOSITORY"
"183","ES778499",703269,"PUBLIC REPOSITORY"
"184","ES778500",703269,"PUBLIC REPOSITORY"
"185","ES778501",703269,"PUBLIC REPOSITORY"
"186","ES778502",703269,"PUBLIC REPOSITORY"
"187","ES778503",703269,"PUBLIC REPOSITORY"
"188","ES778504",703269,"PUBLIC REPOSITORY"
"189","ES778505",703269,"PUBLIC REPOSITORY"
"190","ES778506",703269,"PUBLIC REPOSITORY"
"191","ES778507",703269,"PUBLIC REPOSITORY"
"192","ES778508",703269,"PUBLIC REPOSITORY"
"193","ES778509",703269,"PUBLIC REPOSITORY"
"194","ES778510",703269,"PUBLIC REPOSITORY"
"195","ES778511",703269,"PUBLIC REPOSITORY"
"196","ES778512",703269,"PUBLIC REPOSITORY"
"197","ES778513",703269,"PUBLIC REPOSITORY"
"198","ES778514",703269,"PUBLIC REPOSITORY"
"199","ES778515",703269,"PUBLIC REPOSITORY"
"200","ES778516",703269,"PUBLIC REPOSITORY"
"201","ES778517",703269,"PUBLIC REPOSITORY"
"202","ES778518",703269,"PUBLIC REPOSITORY"
"203","ES778519",703269,"PUBLIC REPOSITORY"
"204","ES778520",703269,"PUBLIC REPOSITORY"
"205","ES778521",703269,"PUBLIC REPOSITORY"
"206","ES778522",703269,"PUBLIC REPOSITORY"
"207","ES778523",703269,"PUBLIC REPOSITORY"
"208","ES778524",703269,"PUBLIC REPOSITORY"
"209","ES778525",703269,"PUBLIC REPOSITORY"
"210","ES778526",703269,"PUBLIC REPOSITORY"
"211","ES778527",703269,"PUBLIC REPOSITORY"
"212","ES778528",703269,"PUBLIC REPOSITORY"
"213","ES778529",703269,"PUBLIC REPOSITORY"
"214","ES778530",703269,"PUBLIC REPOSITORY"
"215","ES778531",703269,"PUBLIC REPOSITORY"
"216","ES778532",703269,"PUBLIC REPOSITORY"
"217","ES778533",703269,"PUBLIC REPOSITORY"
"218","ES778534",703269,"PUBLIC REPOSITORY"
"219","ES778535",703269,"PUBLIC REPOSITORY"
"220","ES785588",468726,"FCM"
"221","ES785588",468727,"FCM"
"222","ES785588",468728,"FCM"
"223","ES785588",468729,"FCM"
"224","ES785588",468730,"FCM"
"225","ES785588",468731,"FCM"
"226","ES785588",468732,"FCM"
"227","ES785588",468733,"FCM"
"228","ES785588",468734,"FCM"
"229","ES785588",468735,"FCM"
"230","ES785588",468736,"FCM"
"231","ES785588",468737,"FCM"
"232","ES785588",468738,"FCM"
"233","ES785588",468739,"FCM"
"234","ES785588",468740,"FCM"
"235","ES785588",468741,"FCM"
"236","ES785588",468742,"FCM"
"237","ES785588",468743,"FCM"
"238","ES785589",468727,"FCM"
"239","ES785589",468728,"FCM"
"240","ES785589",468729,"FCM"
"241","ES785589",468730,"FCM"
"242","ES785589",468731,"FCM"
"243","ES785589",468732,"FCM"
"244","ES785589",468733,"FCM"
"245","ES785589",468734,"FCM"
"246","ES785589",468735,"FCM"
"247","ES785589",468736,"FCM"
"248","ES785589",468737,"FCM"
"249","ES785589",468738,"FCM"
"250","ES785589",468739,"FCM"
"251","ES785589",468740,"FCM"
"252","ES785589",468741,"FCM"
"253","ES785589",468742,"FCM"
"254","ES785589",468744,"FCM"
"255","ES785589",468745,"FCM"
"256","ES785590",468727,"FCM"
"257","ES785590",468728,"FCM"
"258","ES785590",468729,"FCM"
"259","ES785590",468730,"FCM"
"260","ES785590",468731,"FCM"
"261","ES785590",468732,"FCM"
"262","ES785590",468733,"FCM"
"263","ES785590",468734,"FCM"
"264","ES785590",468735,"FCM"
"265","ES785590",468736,"FCM"
"266","ES785590",468737,"FCM"
"267","ES785590",468738,"FCM"
"268","ES785590",468739,"FCM"
"269","ES785590",468740,"FCM"
"270","ES785590",468741,"FCM"
"271","ES785590",468742,"FCM"
"272","ES785590",468746,"FCM"
"273","ES785590",468747,"FCM"
"274","ES785591",468748,"FCM"
"275","ES785591",468749,"FCM"
"276","ES785591",468750,"FCM"
"277","ES785591",468751,"FCM"
"278","ES785591",468752,"FCM"
"279","ES785591",468753,"FCM"
"280","ES785591",468754,"FCM"
"281","ES785591",468755,"FCM"
"282","ES785591",468756,"FCM"
"283","ES785591",468757,"FCM"
"284","ES785591",468758,"FCM"
"285","ES785591",468759,"FCM"
"286","ES785591",468760,"FCM"
"287","ES785591",496681,"FCM"
"288","ES785592",468749,"FCM"
"289","ES785592",468750,"FCM"
"290","ES785592",468751,"FCM"
"291","ES785592",468752,"FCM"
"292","ES785592",468753,"FCM"
"293","ES785592",468754,"FCM"
"294","ES785592",468755,"FCM"
"295","ES785592",468756,"FCM"
"296","ES785592",468757,"FCM"
"297","ES785592",468758,"FCM"
"298","ES785592",468759,"FCM"
"299","ES785592",468761,"FCM"
"300","ES785592",468762,"FCM"
"301","ES785592",496681,"FCM"
"302","ES785593",468749,"FCM"
"303","ES785593",468750,"FCM"
"304","ES785593",468751,"FCM"
"305","ES785593",468752,"FCM"
"306","ES785593",468753,"FCM"
"307","ES785593",468754,"FCM"
"308","ES785593",468755,"FCM"
"309","ES785593",468756,"FCM"
"310","ES785593",468757,"FCM"
"311","ES785593",468758,"FCM"
"312","ES785593",468759,"FCM"
"313","ES785593",468763,"FCM"
"314","ES785593",468764,"FCM"
"315","ES785593",496681,"FCM"
"316","ES785594",468727,"FCM"
"317","ES785594",468728,"FCM"
"318","ES785594",468729,"FCM"
"319","ES785594",468730,"FCM"
"320","ES785594",468731,"FCM"
"321","ES785594",468732,"FCM"
"322","ES785594",468733,"FCM"
"323","ES785594",468734,"FCM"
"324","ES785594",468735,"FCM"
"325","ES785594",468736,"FCM"
"326","ES785594",468737,"FCM"
"327","ES785594",468738,"FCM"
"328","ES785594",468739,"FCM"
"329","ES785594",468740,"FCM"
"330","ES785594",468741,"FCM"
"331","ES785594",468742,"FCM"
"332","ES785594",468765,"FCM"
"333","ES785594",468766,"FCM"
"334","ES785595",468727,"FCM"
"335","ES785595",468728,"FCM"
"336","ES785595",468729,"FCM"
"337","ES785595",468730,"FCM"
"338","ES785595",468731,"FCM"
"339","ES785595",468732,"FCM"
"340","ES785595",468733,"FCM"
"341","ES785595",468734,"FCM"
"342","ES785595",468735,"FCM"
"343","ES785595",468736,"FCM"
"344","ES785595",468737,"FCM"
"345","ES785595",468738,"FCM"
"346","ES785595",468739,"FCM"
"347","ES785595",468740,"FCM"
"348","ES785595",468741,"FCM"
"349","ES785595",468742,"FCM"
"350","ES785595",468767,"FCM"
"351","ES785595",468768,"FCM"
"352","ES785596",468727,"FCM"
"353","ES785596",468728,"FCM"
"354","ES785596",468729,"FCM"
"355","ES785596",468730,"FCM"
"356","ES785596",468731,"FCM"
"357","ES785596",468732,"FCM"
"358","ES785596",468733,"FCM"
"359","ES785596",468734,"FCM"
"360","ES785596",468735,"FCM"
"361","ES785596",468736,"FCM"
"362","ES785596",468737,"FCM"
"363","ES785596",468738,"FCM"
"364","ES785596",468739,"FCM"
"365","ES785596",468740,"FCM"
"366","ES785596",468741,"FCM"
"367","ES785596",468742,"FCM"
"368","ES785596",468769,"FCM"
"369","ES785596",468770,"FCM"
"370","ES785597",468771,"FCM"
"371","ES785597",468772,"FCM"
"372","ES785597",468773,"FCM"
"373","ES785597",468774,"FCM"
"374","ES785597",468775,"FCM"
"375","ES785597",468776,"FCM"
"376","ES785597",468777,"FCM"
"377","ES785597",468778,"FCM"
"378","ES785597",468779,"FCM"
"379","ES785597",468780,"FCM"
"380","ES785597",468781,"FCM"
"381","ES785597",468782,"FCM"
"382","ES785597",468783,"FCM"
"383","ES785597",468784,"FCM"
"384","ES785597",496681,"FCM"
"385","ES785598",468772,"FCM"
"386","ES785598",468773,"FCM"
"387","ES785598",468774,"FCM"
"388","ES785598",468775,"FCM"
"389","ES785598",468776,"FCM"
"390","ES785598",468777,"FCM"
"391","ES785598",468778,"FCM"
"392","ES785598",468779,"FCM"
"393","ES785598",468780,"FCM"
"394","ES785598",468781,"FCM"
"395","ES785598",468782,"FCM"
"396","ES785598",468783,"FCM"
"397","ES785598",468785,"FCM"
"398","ES785598",468786,"FCM"
"399","ES785598",496681,"FCM"
"400","ES785599",468772,"FCM"
"401","ES785599",468773,"FCM"
"402","ES785599",468774,"FCM"
"403","ES785599",468775,"FCM"
"404","ES785599",468776,"FCM"
"405","ES785599",468777,"FCM"
"406","ES785599",468778,"FCM"
"407","ES785599",468779,"FCM"
"408","ES785599",468780,"FCM"
"409","ES785599",468781,"FCM"
"410","ES785599",468782,"FCM"
"411","ES785599",468783,"FCM"
"412","ES785599",468787,"FCM"
"413","ES785599",468788,"FCM"
"414","ES785599",496681,"FCM"
"415","ES785600",468727,"FCM"
"416","ES785600",468728,"FCM"
"417","ES785600",468729,"FCM"
"418","ES785600",468730,"FCM"
"419","ES785600",468731,"FCM"
"420","ES785600",468732,"FCM"
"421","ES785600",468733,"FCM"
"422","ES785600",468734,"FCM"
"423","ES785600",468735,"FCM"
"424","ES785600",468736,"FCM"
"425","ES785600",468737,"FCM"
"426","ES785600",468738,"FCM"
"427","ES785600",468739,"FCM"
"428","ES785600",468740,"FCM"
"429","ES785600",468741,"FCM"
"430","ES785600",468742,"FCM"
"431","ES785600",468789,"FCM"
"432","ES785600",468790,"FCM"
"433","ES785601",468727,"FCM"
"434","ES785601",468728,"FCM"
"435","ES785601",468729,"FCM"
"436","ES785601",468730,"FCM"
"437","ES785601",468731,"FCM"
"438","ES785601",468732,"FCM"
"439","ES785601",468733,"FCM"
"440","ES785601",468734,"FCM"
"441","ES785601",468735,"FCM"
"442","ES785601",468736,"FCM"
"443","ES785601",468737,"FCM"
"444","ES785601",468738,"FCM"
"445","ES785601",468739,"FCM"
"446","ES785601",468740,"FCM"
"447","ES785601",468741,"FCM"
"448","ES785601",468742,"FCM"
"449","ES785601",468791,"FCM"
"450","ES785601",468792,"FCM"
"451","ES785602",468727,"FCM"
"452","ES785602",468728,"FCM"
"453","ES785602",468729,"FCM"
"454","ES785602",468730,"FCM"
"455","ES785602",468731,"FCM"
"456","ES785602",468732,"FCM"
"457","ES785602",468733,"FCM"
"458","ES785602",468734,"FCM"
"459","ES785602",468735,"FCM"
"460","ES785602",468736,"FCM"
"461","ES785602",468737,"FCM"
"462","ES785602",468738,"FCM"
"463","ES785602",468739,"FCM"
"464","ES785602",468740,"FCM"
"465","ES785602",468741,"FCM"
"466","ES785602",468742,"FCM"
"467","ES785602",468793,"FCM"
"468","ES785602",468794,"FCM"
"469","ES785603",468795,"FCM"
"470","ES785603",468796,"FCM"
"471","ES785603",468797,"FCM"
"472","ES785603",468798,"FCM"
"473","ES785603",468799,"FCM"
"474","ES785603",468800,"FCM"
"475","ES785603",468801,"FCM"
"476","ES785603",468802,"FCM"
"477","ES785603",468803,"FCM"
"478","ES785603",468804,"FCM"
"479","ES785603",468805,"FCM"
"480","ES785603",468806,"FCM"
"481","ES785603",468807,"FCM"
"482","ES785603",468808,"FCM"
"483","ES785603",496681,"FCM"
"484","ES785604",468796,"FCM"
"485","ES785604",468797,"FCM"
"486","ES785604",468798,"FCM"
"487","ES785604",468799,"FCM"
"488","ES785604",468800,"FCM"
"489","ES785604",468801,"FCM"
"490","ES785604",468802,"FCM"
"491","ES785604",468803,"FCM"
"492","ES785604",468804,"FCM"
"493","ES785604",468805,"FCM"
"494","ES785604",468806,"FCM"
"495","ES785604",468807,"FCM"
"496","ES785604",468809,"FCM"
"497","ES785604",468810,"FCM"
"498","ES785604",496681,"FCM"
"499","ES785605",468796,"FCM"
"500","ES785605",468797,"FCM"
"501","ES785605",468798,"FCM"
"502","ES785605",468799,"FCM"
"503","ES785605",468800,"FCM"
"504","ES785605",468801,"FCM"
"505","ES785605",468802,"FCM"
"506","ES785605",468803,"FCM"
"507","ES785605",468804,"FCM"
"508","ES785605",468805,"FCM"
"509","ES785605",468806,"FCM"
"510","ES785605",468807,"FCM"
"511","ES785605",468811,"FCM"
"512","ES785605",468812,"FCM"
"513","ES785605",496681,"FCM"
"514","ES785606",468727,"FCM"
"515","ES785606",468728,"FCM"
"516","ES785606",468729,"FCM"
"517","ES785606",468730,"FCM"
"518","ES785606",468731,"FCM"
"519","ES785606",468732,"FCM"
"520","ES785606",468733,"FCM"
"521","ES785606",468734,"FCM"
"522","ES785606",468735,"FCM"
"523","ES785606",468736,"FCM"
"524","ES785606",468737,"FCM"
"525","ES785606",468738,"FCM"
"526","ES785606",468739,"FCM"
"527","ES785606",468740,"FCM"
"528","ES785606",468741,"FCM"
"529","ES785606",468742,"FCM"
"530","ES785606",468813,"FCM"
"531","ES785606",468814,"FCM"
"532","ES785607",468727,"FCM"
"533","ES785607",468728,"FCM"
"534","ES785607",468729,"FCM"
"535","ES785607",468730,"FCM"
"536","ES785607",468731,"FCM"
"537","ES785607",468732,"FCM"
"538","ES785607",468733,"FCM"
"539","ES785607",468734,"FCM"
"540","ES785607",468735,"FCM"
"541","ES785607",468736,"FCM"
"542","ES785607",468737,"FCM"
"543","ES785607",468738,"FCM"
"544","ES785607",468739,"FCM"
"545","ES785607",468740,"FCM"
"546","ES785607",468741,"FCM"
"547","ES785607",468742,"FCM"
"548","ES785607",468815,"FCM"
"549","ES785607",468816,"FCM"
"550","ES785608",468727,"FCM"
"551","ES785608",468728,"FCM"
"552","ES785608",468729,"FCM"
"553","ES785608",468730,"FCM"
"554","ES785608",468731,"FCM"
"555","ES785608",468732,"FCM"
"556","ES785608",468733,"FCM"
"557","ES785608",468734,"FCM"
"558","ES785608",468735,"FCM"
"559","ES785608",468736,"FCM"
"560","ES785608",468737,"FCM"
"561","ES785608",468738,"FCM"
"562","ES785608",468739,"FCM"
"563","ES785608",468740,"FCM"
"564","ES785608",468741,"FCM"
"565","ES785608",468742,"FCM"
"566","ES785608",468817,"FCM"
"567","ES785608",468818,"FCM"
"568","ES785609",468819,"FCM"
"569","ES785609",468820,"FCM"
"570","ES785609",468821,"FCM"
"571","ES785609",468822,"FCM"
"572","ES785609",468823,"FCM"
"573","ES785609",468824,"FCM"
"574","ES785609",468825,"FCM"
"575","ES785609",468826,"FCM"
"576","ES785609",468827,"FCM"
"577","ES785609",468828,"FCM"
"578","ES785609",468829,"FCM"
"579","ES785609",468830,"FCM"
"580","ES785609",468831,"FCM"
"581","ES785609",468832,"FCM"
"582","ES785609",496681,"FCM"
"583","ES785610",468820,"FCM"
"584","ES785610",468821,"FCM"
"585","ES785610",468822,"FCM"
"586","ES785610",468823,"FCM"
"587","ES785610",468824,"FCM"
"588","ES785610",468825,"FCM"
"589","ES785610",468826,"FCM"
"590","ES785610",468827,"FCM"
"591","ES785610",468828,"FCM"
"592","ES785610",468829,"FCM"
"593","ES785610",468830,"FCM"
"594","ES785610",468831,"FCM"
"595","ES785610",468833,"FCM"
"596","ES785610",468834,"FCM"
"597","ES785610",496681,"FCM"
"598","ES785611",468820,"FCM"
"599","ES785611",468821,"FCM"
"600","ES785611",468822,"FCM"
"601","ES785611",468823,"FCM"
"602","ES785611",468824,"FCM"
"603","ES785611",468825,"FCM"
"604","ES785611",468826,"FCM"
"605","ES785611",468827,"FCM"
"606","ES785611",468828,"FCM"
"607","ES785611",468829,"FCM"
"608","ES785611",468830,"FCM"
"609","ES785611",468831,"FCM"
"610","ES785611",468835,"FCM"
"611","ES785611",468836,"FCM"
"612","ES785611",496681,"FCM"
"613","ES785612",468727,"FCM"
"614","ES785612",468728,"FCM"
"615","ES785612",468729,"FCM"
"616","ES785612",468730,"FCM"
"617","ES785612",468731,"FCM"
"618","ES785612",468732,"FCM"
"619","ES785612",468733,"FCM"
"620","ES785612",468734,"FCM"
"621","ES785612",468735,"FCM"
"622","ES785612",468736,"FCM"
"623","ES785612",468737,"FCM"
"624","ES785612",468738,"FCM"
"625","ES785612",468739,"FCM"
"626","ES785612",468740,"FCM"
"627","ES785612",468741,"FCM"
"628","ES785612",468742,"FCM"
"629","ES785612",468837,"FCM"
"630","ES785612",468838,"FCM"
"631","ES785613",468727,"FCM"
"632","ES785613",468728,"FCM"
"633","ES785613",468729,"FCM"
"634","ES785613",468730,"FCM"
"635","ES785613",468731,"FCM"
"636","ES785613",468732,"FCM"
"637","ES785613",468733,"FCM"
"638","ES785613",468734,"FCM"
"639","ES785613",468735,"FCM"
"640","ES785613",468736,"FCM"
"641","ES785613",468737,"FCM"
"642","ES785613",468738,"FCM"
"643","ES785613",468739,"FCM"
"644","ES785613",468740,"FCM"
"645","ES785613",468741,"FCM"
"646","ES785613",468742,"FCM"
"647","ES785613",468839,"FCM"
"648","ES785613",468840,"FCM"
"649","ES785614",468727,"FCM"
"650","ES785614",468728,"FCM"
"651","ES785614",468729,"FCM"
"652","ES785614",468730,"FCM"
"653","ES785614",468731,"FCM"
"654","ES785614",468732,"FCM"
"655","ES785614",468733,"FCM"
"656","ES785614",468734,"FCM"
"657","ES785614",468735,"FCM"
"658","ES785614",468736,"FCM"
"659","ES785614",468737,"FCM"
"660","ES785614",468738,"FCM"
"661","ES785614",468739,"FCM"
"662","ES785614",468740,"FCM"
"663","ES785614",468741,"FCM"
"664","ES785614",468742,"FCM"
"665","ES785614",468841,"FCM"
"666","ES785614",468842,"FCM"
"667","ES785615",468843,"FCM"
"668","ES785615",468844,"FCM"
"669","ES785615",468845,"FCM"
"670","ES785615",468846,"FCM"
"671","ES785615",468847,"FCM"
"672","ES785615",468848,"FCM"
"673","ES785615",468849,"FCM"
"674","ES785615",468850,"FCM"
"675","ES785615",468851,"FCM"
"676","ES785615",468852,"FCM"
"677","ES785615",468853,"FCM"
"678","ES785615",468854,"FCM"
"679","ES785615",468855,"FCM"
"680","ES785615",468856,"FCM"
"681","ES785615",496681,"FCM"
"682","ES785616",468844,"FCM"
"683","ES785616",468845,"FCM"
"684","ES785616",468846,"FCM"
"685","ES785616",468847,"FCM"
"686","ES785616",468848,"FCM"
"687","ES785616",468849,"FCM"
"688","ES785616",468850,"FCM"
"689","ES785616",468851,"FCM"
